depth_mm,evaluated_voxels,passing_voxels,failing_voxels,pass_rate_percent
36.125,385,385,0,100.0
36.375,384,384,0,100.0
36.625,385,385,0,100.0
36.875,385,385,0,100.0
37.125,386,386,0,100.0
37.375,385,385,0,100.0
37.625,385,385,0,100.0
37.875,384,384,0,100.0
38.125,384,384,0,100.0
38.375,384,384,0,100.0
38.625,385,385,0,100.0
38.875,385,385,0,100.0
39.125,384,384,0,100.0
39.375,385,385,0,100.0
39.625,386,386,0,100.0
39.875,385,385,0,100.0
40.125,386,386,0,100.0
40.375,386,386,0,100.0
40.625,386,386,0,100.0
40.875,386,386,0,100.0
41.125,386,386,0,100.0
41.375,386,386,0,100.0
41.625,387,387,0,100.0
41.875,386,386,0,100.0
42.125,386,386,0,100.0
42.375,386,386,0,100.0
42.625,387,387,0,100.0
42.875,387,387,0,100.0
43.125,387,387,0,100.0
43.375,387,387,0,100.0
43.625,387,387,0,100.0
43.875,387,387,0,100.0
44.125,387,387,0,100.0
44.375,386,386,0,100.0
44.625,386,386,0,100.0
44.875,386,386,0,100.0
45.125,387,387,0,100.0
45.375,387,387,0,100.0
45.625,387,387,0,100.0
45.875,387,387,0,100.0
46.125,386,386,0,100.0
46.375,386,386,0,100.0
46.625,386,386,0,100.0
46.875,386,386,0,100.0
47.125,386,386,0,100.0
47.375,386,386,0,100.0
47.625,386,386,0,100.0
47.875,386,386,0,100.0
48.125,386,386,0,100.0
48.375,386,386,0,100.0
48.625,386,386,0,100.0
48.875,386,386,0,100.0
49.125,386,386,0,100.0
49.375,386,386,0,100.0
49.625,386,386,0,100.0
49.875,386,386,0,100.0
50.125,387,387,0,100.0
50.375,387,387,0,100.0
50.625,387,387,0,100.0
50.875,388,388,0,100.0
51.125,387,387,0,100.0
51.375,387,387,0,100.0
51.625,387,387,0,100.0
51.875,388,388,0,100.0
52.125,388,388,0,100.0
52.375,388,388,0,100.0
52.625,388,388,0,100.0
52.875,388,388,0,100.0
53.125,388,388,0,100.0
53.375,388,388,0,100.0
53.625,388,388,0,100.0
53.875,388,388,0,100.0
54.125,388,388,0,100.0
54.375,388,388,0,100.0
54.625,387,387,0,100.0
54.875,388,388,0,100.0
55.125,388,388,0,100.0
55.375,388,388,0,100.0
55.625,388,388,0,100.0
55.875,388,388,0,100.0
56.125,388,388,0,100.0
56.375,388,388,0,100.0
56.625,388,388,0,100.0
56.875,388,388,0,100.0
57.125,387,387,0,100.0
57.375,387,387,0,100.0
57.625,387,387,0,100.0
57.875,387,387,0,100.0
58.125,388,388,0,100.0
58.375,388,388,0,100.0
58.625,388,388,0,100.0
58.875,388,388,0,100.0
59.125,388,388,0,100.0
59.375,388,388,0,100.0
59.625,388,388,0,100.0
59.875,388,388,0,100.0
60.125,388,388,0,100.0
60.375,388,388,0,100.0
60.625,388,388,0,100.0
60.875,388,388,0,100.0
61.125,388,388,0,100.0
61.375,388,388,0,100.0
61.625,388,388,0,100.0
61.875,388,388,0,100.0
62.125,388,388,0,100.0
62.375,388,388,0,100.0
62.625,388,388,0,100.0
62.875,388,388,0,100.0
63.125,388,388,0,100.0
63.375,388,388,0,100.0
63.625,388,388,0,100.0
63.875,388,388,0,100.0
64.125,388,388,0,100.0
64.375,388,388,0,100.0
64.625,388,388,0,100.0
64.875,389,389,0,100.0
65.125,389,389,0,100.0
65.375,389,389,0,100.0
65.625,388,388,0,100.0
65.875,389,389,0,100.0
66.125,388,388,0,100.0
66.375,388,388,0,100.0
66.625,389,389,0,100.0
66.875,389,389,0,100.0
67.125,390,390,0,100.0
67.375,389,389,0,100.0
67.625,390,390,0,100.0
67.875,390,390,0,100.0
68.125,389,389,0,100.0
68.375,389,389,0,100.0
68.625,390,390,0,100.0
68.875,389,389,0,100.0
69.125,390,390,0,100.0
69.375,390,390,0,100.0
69.625,389,389,0,100.0
69.875,389,389,0,100.0
70.125,389,389,0,100.0
70.375,389,389,0,100.0
70.625,390,390,0,100.0
70.875,389,389,0,100.0
71.125,389,389,0,100.0
71.375,390,390,0,100.0
71.625,390,390,0,100.0
71.875,390,390,0,100.0
72.125,390,390,0,100.0
72.375,390,390,0,100.0
72.625,390,390,0,100.0
72.875,390,390,0,100.0
73.125,390,390,0,100.0
73.375,390,390,0,100.0
73.625,390,390,0,100.0
73.875,390,390,0,100.0
74.125,390,390,0,100.0
74.375,390,390,0,100.0
74.625,390,390,0,100.0
74.875,390,390,0,100.0
75.125,390,390,0,100.0
75.375,390,390,0,100.0
75.625,391,391,0,100.0
75.875,390,390,0,100.0
76.125,390,390,0,100.0
76.375,391,391,0,100.0
76.625,391,391,0,100.0
76.875,390,390,0,100.0
77.125,390,390,0,100.0
77.375,390,390,0,100.0
77.625,390,390,0,100.0
77.875,390,390,0,100.0
78.125,390,390,0,100.0
78.375,390,390,0,100.0
78.625,390,390,0,100.0
78.875,391,391,0,100.0
79.125,391,391,0,100.0
79.375,391,391,0,100.0
79.625,390,390,0,100.0
79.875,390,390,0,100.0
80.125,389,389,0,100.0
80.375,391,391,0,100.0
80.625,391,391,0,100.0
80.875,391,391,0,100.0
81.125,390,390,0,100.0
81.375,389,389,0,100.0
81.625,391,391,0,100.0
81.875,390,390,0,100.0
82.125,390,390,0,100.0
82.375,391,391,0,100.0
82.625,392,392,0,100.0
82.875,392,392,0,100.0
83.125,392,392,0,100.0
83.375,392,392,0,100.0
83.625,392,392,0,100.0
83.875,391,391,0,100.0
84.125,391,391,0,100.0
84.375,391,391,0,100.0
84.625,391,391,0,100.0
84.875,390,390,0,100.0
85.125,388,388,0,100.0
85.375,389,389,0,100.0
85.625,389,389,0,100.0
85.875,390,390,0,100.0
86.125,388,388,0,100.0
86.375,389,389,0,100.0
86.625,388,388,0,100.0
86.875,386,386,0,100.0
87.125,388,388,0,100.0
87.375,387,387,0,100.0
87.625,389,389,0,100.0
87.875,389,389,0,100.0
88.125,386,386,0,100.0
88.375,386,386,0,100.0
88.625,388,388,0,100.0
88.875,387,387,0,100.0
89.125,387,387,0,100.0
89.375,385,385,0,100.0
89.625,388,388,0,100.0
89.875,389,389,0,100.0
90.125,388,388,0,100.0
90.375,387,387,0,100.0
90.625,388,388,0,100.0
90.875,387,387,0,100.0
91.125,386,386,0,100.0
91.375,387,387,0,100.0
91.625,385,385,0,100.0
91.875,387,387,0,100.0
92.125,386,386,0,100.0
92.375,382,382,0,100.0
92.625,385,385,0,100.0
92.875,385,385,0,100.0
93.125,382,382,0,100.0
93.375,383,383,0,100.0
93.625,383,383,0,100.0
93.875,384,384,0,100.0
94.125,383,383,0,100.0
94.375,381,381,0,100.0
94.625,382,382,0,100.0
94.875,380,380,0,100.0
95.125,382,382,0,100.0
95.375,382,382,0,100.0
95.625,380,380,0,100.0
95.875,382,382,0,100.0
96.125,382,382,0,100.0
96.375,381,381,0,100.0
96.625,381,381,0,100.0
96.875,384,384,0,100.0
97.125,382,382,0,100.0
97.375,381,381,0,100.0
97.625,382,382,0,100.0
97.875,381,381,0,100.0
98.125,377,377,0,100.0
98.375,376,376,0,100.0
98.625,375,375,0,100.0
98.875,379,379,0,100.0
99.125,379,379,0,100.0
99.375,380,380,0,100.0
99.625,379,379,0,100.0
99.875,379,379,0,100.0
100.125,377,377,0,100.0
100.375,378,378,0,100.0
100.625,378,378,0,100.0
100.875,379,379,0,100.0
101.125,381,381,0,100.0
101.375,379,379,0,100.0
101.625,378,378,0,100.0
101.875,378,378,0,100.0
102.125,379,379,0,100.0
102.375,380,380,0,100.0
102.625,379,379,0,100.0
102.875,379,379,0,100.0
103.125,379,379,0,100.0
103.375,378,378,0,100.0
103.625,378,378,0,100.0
103.875,378,378,0,100.0
104.125,378,378,0,100.0
104.375,378,378,0,100.0
104.625,378,378,0,100.0
104.875,377,377,0,100.0
105.125,376,376,0,100.0
105.375,377,377,0,100.0
105.625,377,377,0,100.0
105.875,376,376,0,100.0
106.125,377,377,0,100.0
106.375,377,377,0,100.0
106.625,377,377,0,100.0
106.875,378,378,0,100.0
107.125,377,377,0,100.0
107.375,377,377,0,100.0
107.625,378,378,0,100.0
107.875,376,376,0,100.0
108.125,377,377,0,100.0
108.375,379,379,0,100.0
108.625,377,377,0,100.0
108.875,378,378,0,100.0
109.125,377,377,0,100.0
109.375,378,378,0,100.0
109.625,376,376,0,100.0
109.875,378,378,0,100.0
110.125,376,376,0,100.0
110.375,378,378,0,100.0
110.625,377,377,0,100.0
110.875,377,377,0,100.0
111.125,377,377,0,100.0
111.375,377,377,0,100.0
111.625,377,377,0,100.0
111.875,377,377,0,100.0
112.125,376,376,0,100.0
112.375,377,377,0,100.0
112.625,376,376,0,100.0
112.875,377,377,0,100.0
113.125,377,377,0,100.0
113.375,377,377,0,100.0
113.625,378,378,0,100.0
113.875,378,378,0,100.0
114.125,378,378,0,100.0
114.375,378,378,0,100.0
114.625,380,380,0,100.0
114.875,379,379,0,100.0
115.125,378,378,0,100.0
115.375,378,378,0,100.0
115.625,379,379,0,100.0
115.875,379,378,1,99.73614775725594
116.125,378,377,1,99.73544973544973
116.375,379,378,1,99.73614775725594
116.625,380,379,1,99.73684210526316
116.875,380,379,1,99.73684210526316
117.125,380,377,3,99.21052631578948
117.375,381,379,2,99.4750656167979
117.625,381,381,0,100.0
117.875,381,379,2,99.4750656167979
118.125,382,380,2,99.47643979057591
118.375,383,381,2,99.47780678851174
118.625,383,382,1,99.73890339425587
118.875,383,382,1,99.73890339425587
119.125,383,379,4,98.9556135770235
119.375,383,379,4,98.9556135770235
119.625,384,377,7,98.17708333333333
119.875,383,376,7,98.17232375979113
120.125,384,378,6,98.4375
120.375,384,375,9,97.65625
120.625,385,376,9,97.66233766233766
120.875,388,377,11,97.16494845360825
121.125,386,376,10,97.40932642487047
121.375,389,377,12,96.91516709511568
121.625,390,378,12,96.92307692307692
121.875,390,376,14,96.41025641025641
122.125,390,376,14,96.41025641025641
122.375,390,378,12,96.92307692307692
122.625,390,380,10,97.43589743589743
122.875,392,379,13,96.68367346938776
123.125,393,376,17,95.67430025445293
123.375,394,376,18,95.43147208121827
123.625,394,373,21,94.67005076142132
123.875,394,374,20,94.9238578680203
124.125,393,372,21,94.65648854961832
124.375,392,369,23,94.13265306122449
124.625,392,371,21,94.64285714285714
124.875,390,371,19,95.12820512820512
125.125,390,360,30,92.3076923076923
125.375,391,361,30,92.32736572890026
125.625,391,357,34,91.30434782608695
125.875,389,358,31,92.03084832904884
126.125,388,366,22,94.3298969072165
126.375,387,364,23,94.05684754521964
126.625,383,364,19,95.03916449086162
126.875,382,353,29,92.40837696335079
127.125,381,358,23,93.96325459317585
127.375,378,355,23,93.91534391534391
127.625,377,359,18,95.22546419098143
127.875,374,363,11,97.05882352941177
128.125,372,356,16,95.6989247311828
128.375,367,355,12,96.73024523160763
128.625,362,358,4,98.89502762430939
128.875,355,351,4,98.87323943661971
129.125,346,342,4,98.84393063583815
129.375,338,331,7,97.92899408284023
129.625,320,318,2,99.375
129.875,309,307,2,99.35275080906149
130.125,301,300,1,99.66777408637874
130.375,281,281,0,100.0
130.625,256,256,0,100.0
130.875,229,229,0,100.0
131.125,196,196,0,100.0
131.375,164,164,0,100.0
131.625,124,124,0,100.0
131.875,78,78,0,100.0
132.125,35,35,0,100.0
132.375,4,4,0,100.0
132.625,0,0,0,
132.875,0,0,0,
133.125,0,0,0,
133.375,0,0,0,
133.625,0,0,0,
133.875,0,0,0,
134.125,0,0,0,
134.375,0,0,0,
134.625,0,0,0,
134.875,0,0,0,
135.125,0,0,0,
135.375,0,0,0,
135.625,0,0,0,
135.875,0,0,0,
136.125,0,0,0,
136.375,0,0,0,
136.625,0,0,0,
136.875,0,0,0,
137.125,0,0,0,
137.375,0,0,0,
137.625,0,0,0,
137.875,0,0,0,
138.125,0,0,0,
138.375,0,0,0,
138.625,0,0,0,
138.875,0,0,0,
139.125,0,0,0,
139.375,0,0,0,
139.625,0,0,0,
139.875,0,0,0,
140.125,0,0,0,
140.375,0,0,0,
140.625,0,0,0,
140.875,0,0,0,
141.125,0,0,0,
141.375,0,0,0,
141.625,0,0,0,
141.875,0,0,0,
142.125,0,0,0,
142.375,0,0,0,
142.625,0,0,0,
142.875,0,0,0,
143.125,0,0,0,
143.375,0,0,0,
143.625,0,0,0,
143.875,0,0,0,
144.125,0,0,0,
144.375,0,0,0,
144.625,0,0,0,
144.875,0,0,0,
145.125,0,0,0,
145.375,0,0,0,
145.625,0,0,0,
145.875,0,0,0,
146.125,0,0,0,
146.375,0,0,0,
146.625,0,0,0,
146.875,0,0,0,
147.125,0,0,0,
147.375,0,0,0,
147.625,0,0,0,
147.875,0,0,0,
148.125,0,0,0,
148.375,0,0,0,
148.625,0,0,0,
148.875,0,0,0,
149.125,0,0,0,
149.375,0,0,0,
149.625,0,0,0,
149.875,0,0,0,
150.125,0,0,0,
150.375,0,0,0,
150.625,0,0,0,
150.875,0,0,0,
151.125,0,0,0,
151.375,0,0,0,
151.625,0,0,0,
151.875,0,0,0,
152.125,0,0,0,
152.375,0,0,0,
152.625,0,0,0,
152.875,0,0,0,
153.125,0,0,0,
153.375,0,0,0,
153.625,0,0,0,
153.875,0,0,0,
154.125,0,0,0,
154.375,0,0,0,
154.625,0,0,0,
154.875,0,0,0,
155.125,0,0,0,
155.375,0,0,0,
155.625,0,0,0,
155.875,0,0,0,
156.125,0,0,0,
156.375,0,0,0,
156.625,0,0,0,
156.875,0,0,0,
157.125,0,0,0,
157.375,0,0,0,
157.625,0,0,0,
157.875,0,0,0,
158.125,0,0,0,
158.375,0,0,0,
158.625,0,0,0,
158.875,0,0,0,
159.125,0,0,0,
159.375,0,0,0,
159.625,0,0,0,
159.875,0,0,0,
160.125,0,0,0,
160.375,0,0,0,
160.625,0,0,0,
160.875,0,0,0,
161.125,0,0,0,
161.375,0,0,0,
161.625,0,0,0,
161.875,0,0,0,
162.125,0,0,0,
162.375,0,0,0,
162.625,0,0,0,
162.875,0,0,0,
163.125,0,0,0,
163.375,0,0,0,
163.625,0,0,0,
163.875,0,0,0,
164.125,0,0,0,
164.375,0,0,0,
164.625,0,0,0,
164.875,0,0,0,
165.125,0,0,0,
165.375,0,0,0,
165.625,0,0,0,
165.875,0,0,0,
166.125,0,0,0,
166.375,0,0,0,
166.625,0,0,0,
166.875,0,0,0,
167.125,0,0,0,
167.375,0,0,0,
167.625,0,0,0,
167.875,0,0,0,
168.125,0,0,0,
168.375,0,0,0,
168.625,0,0,0,
168.875,0,0,0,
169.125,0,0,0,
169.375,0,0,0,
169.625,0,0,0,
169.875,0,0,0,
170.125,0,0,0,
170.375,0,0,0,
170.625,0,0,0,
170.875,0,0,0,
171.125,0,0,0,
171.375,0,0,0,
171.625,0,0,0,
171.875,0,0,0,
172.125,0,0,0,
172.375,0,0,0,
172.625,0,0,0,
172.875,0,0,0,
173.125,0,0,0,
173.375,0,0,0,
173.625,0,0,0,
173.875,0,0,0,
174.125,0,0,0,
174.375,0,0,0,
174.625,0,0,0,
174.875,0,0,0,
175.125,0,0,0,
175.375,0,0,0,
175.625,0,0,0,
175.875,0,0,0,
176.125,0,0,0,
176.375,0,0,0,
176.625,0,0,0,
176.875,0,0,0,
177.125,0,0,0,
177.375,0,0,0,
177.625,0,0,0,
177.875,0,0,0,
178.125,0,0,0,
178.375,0,0,0,
178.625,0,0,0,
178.875,0,0,0,
179.125,0,0,0,
179.375,0,0,0,
179.625,0,0,0,
179.875,0,0,0,
180.125,0,0,0,
180.375,0,0,0,
180.625,0,0,0,
180.875,0,0,0,
181.125,0,0,0,
181.375,0,0,0,
181.625,0,0,0,
181.875,0,0,0,
182.125,0,0,0,
182.375,0,0,0,
182.625,0,0,0,
182.875,0,0,0,
183.125,0,0,0,
183.375,0,0,0,
183.625,0,0,0,
183.875,0,0,0,
184.125,0,0,0,
184.375,0,0,0,
184.625,0,0,0,
184.875,0,0,0,
185.125,0,0,0,
185.375,0,0,0,
185.625,0,0,0,
185.875,0,0,0,
186.125,0,0,0,
186.375,0,0,0,
186.625,0,0,0,
186.875,0,0,0,
187.125,0,0,0,
187.375,0,0,0,
187.625,0,0,0,
187.875,0,0,0,
188.125,0,0,0,
188.375,0,0,0,
188.625,0,0,0,
188.875,0,0,0,
189.125,0,0,0,
189.375,0,0,0,
189.625,0,0,0,
189.875,0,0,0,
190.125,0,0,0,
190.375,0,0,0,
190.625,0,0,0,
190.875,0,0,0,
191.125,0,0,0,
191.375,0,0,0,
191.625,0,0,0,
191.875,0,0,0,
192.125,0,0,0,
192.375,0,0,0,
192.625,0,0,0,
192.875,0,0,0,
193.125,0,0,0,
193.375,0,0,0,
193.625,0,0,0,
193.875,0,0,0,
194.125,0,0,0,
194.375,0,0,0,
194.625,0,0,0,
194.875,0,0,0,
195.125,0,0,0,
195.375,0,0,0,
195.625,0,0,0,
195.875,0,0,0,
196.125,0,0,0,
196.375,0,0,0,
196.625,0,0,0,
196.875,0,0,0,
197.125,0,0,0,
197.375,0,0,0,
197.625,0,0,0,
197.875,0,0,0,
198.125,0,0,0,
198.375,0,0,0,
198.625,0,0,0,
198.875,0,0,0,
199.125,0,0,0,
199.375,0,0,0,
199.625,0,0,0,
199.875,0,0,0,
200.125,0,0,0,
200.375,0,0,0,
200.625,0,0,0,
200.875,0,0,0,
201.125,0,0,0,
201.375,0,0,0,
201.625,0,0,0,
201.875,0,0,0,
202.125,0,0,0,
202.375,0,0,0,
202.625,0,0,0,
202.875,0,0,0,
203.125,0,0,0,
203.375,0,0,0,
203.625,0,0,0,
203.875,0,0,0,
204.125,0,0,0,
204.375,0,0,0,
204.625,0,0,0,
204.875,0,0,0,
205.125,0,0,0,
205.375,0,0,0,
205.625,0,0,0,
205.875,0,0,0,
206.125,0,0,0,
206.375,0,0,0,
206.625,0,0,0,
206.875,0,0,0,
207.125,0,0,0,
207.375,0,0,0,
207.625,0,0,0,
207.875,0,0,0,
208.125,0,0,0,
208.375,0,0,0,
208.625,0,0,0,
208.875,0,0,0,
209.125,0,0,0,
209.375,0,0,0,
209.625,0,0,0,
209.875,0,0,0,
210.125,0,0,0,
210.375,0,0,0,
210.625,0,0,0,
210.875,0,0,0,
211.125,0,0,0,
211.375,0,0,0,
211.625,0,0,0,
211.875,0,0,0,
212.125,0,0,0,
212.375,0,0,0,
212.625,0,0,0,
212.875,0,0,0,
213.125,0,0,0,
213.375,0,0,0,
213.625,0,0,0,
213.875,0,0,0,
214.125,0,0,0,
214.375,0,0,0,
214.625,0,0,0,
214.875,0,0,0,
215.125,0,0,0,
215.375,0,0,0,
215.625,0,0,0,
215.875,0,0,0,
216.125,0,0,0,
216.375,0,0,0,
216.625,0,0,0,
216.875,0,0,0,
217.125,0,0,0,
217.375,0,0,0,
217.625,0,0,0,
217.875,0,0,0,
218.125,0,0,0,
218.375,0,0,0,
218.625,0,0,0,
218.875,0,0,0,
219.125,0,0,0,
219.375,0,0,0,
219.625,0,0,0,
219.875,0,0,0,
220.125,0,0,0,
220.375,0,0,0,
220.625,0,0,0,
220.875,0,0,0,
221.125,0,0,0,
221.375,0,0,0,
221.625,0,0,0,
221.875,0,0,0,
222.125,0,0,0,
222.375,0,0,0,
222.625,0,0,0,
222.875,0,0,0,
223.125,0,0,0,
223.375,0,0,0,
223.625,0,0,0,
223.875,0,0,0,
224.125,0,0,0,
224.375,0,0,0,
224.625,0,0,0,
224.875,0,0,0,
225.125,0,0,0,
225.375,0,0,0,
225.625,0,0,0,
225.875,0,0,0,
226.125,0,0,0,
226.375,0,0,0,
226.625,0,0,0,
226.875,0,0,0,
227.125,0,0,0,
227.375,0,0,0,
227.625,0,0,0,
227.875,0,0,0,
228.125,0,0,0,
228.375,0,0,0,
228.625,0,0,0,
228.875,0,0,0,
229.125,0,0,0,
229.375,0,0,0,
229.625,0,0,0,
229.875,0,0,0,
230.125,0,0,0,
230.375,0,0,0,
230.625,0,0,0,
230.875,0,0,0,
231.125,0,0,0,
231.375,0,0,0,
231.625,0,0,0,
231.875,0,0,0,
232.125,0,0,0,
232.375,0,0,0,
232.625,0,0,0,
232.875,0,0,0,
233.125,0,0,0,
233.375,0,0,0,
233.625,0,0,0,
233.875,0,0,0,
234.125,0,0,0,
234.375,0,0,0,
234.625,0,0,0,
234.875,0,0,0,
235.125,0,0,0,
235.375,0,0,0,
235.625,0,0,0,
235.875,0,0,0,
236.125,0,0,0,
236.375,0,0,0,
236.625,0,0,0,
236.875,0,0,0,
237.125,0,0,0,
237.375,0,0,0,
237.625,0,0,0,
237.875,0,0,0,
238.125,0,0,0,
238.375,0,0,0,
238.625,0,0,0,
238.875,0,0,0,
239.125,0,0,0,
239.375,0,0,0,
239.625,0,0,0,
239.875,0,0,0,
240.125,0,0,0,
240.375,0,0,0,
240.625,0,0,0,
240.875,0,0,0,
241.125,0,0,0,
241.375,0,0,0,
241.625,0,0,0,
241.875,0,0,0,
242.125,0,0,0,
242.375,0,0,0,
242.625,0,0,0,
242.875,0,0,0,
243.125,0,0,0,
243.375,0,0,0,
243.625,0,0,0,
243.875,0,0,0,
244.125,0,0,0,
244.375,0,0,0,
244.625,0,0,0,
244.875,0,0,0,
245.125,0,0,0,
245.375,0,0,0,
245.625,0,0,0,
245.875,0,0,0,
246.125,0,0,0,
246.375,0,0,0,
246.625,0,0,0,
246.875,0,0,0,
247.125,0,0,0,
247.375,0,0,0,
247.625,0,0,0,
247.875,0,0,0,
248.125,0,0,0,
248.375,0,0,0,
248.625,0,0,0,
248.875,0,0,0,
249.125,0,0,0,
249.375,0,0,0,
249.625,0,0,0,
249.875,0,0,0,
