energy_MeVu,total_kinetic_energy_MeV,electronic_stopping_power_MeV_per_mm,total_stopping_power_MeV_per_mm,csda_range_mm
71.81,861.72,34.6769,34.6769,0
71.91,862.92,34.6397,34.6397,0
72.01,864.12,34.6026,34.6026,0
72.11,865.32,34.5656,34.5656,0
72.21,866.52,34.5287,34.5287,0
72.31,867.72,34.4919,34.4919,0
72.41,868.92,34.4552,34.4552,0
72.51,870.12,34.4186,34.4186,0
72.61,871.32,34.3821,34.3821,0
72.71,872.52,34.3457,34.3457,0
72.81,873.72,34.3094,34.3094,0
72.91,874.92,34.2731,34.2731,0
73.01,876.12,34.237,34.237,0
73.11,877.32,34.2009,34.2009,0
73.21,878.52,34.165,34.165,0
73.31,879.72,34.1291,34.1291,0
73.41,880.92,34.0934,34.0934,0
73.51,882.12,34.0577,34.0577,0
73.61,883.32,34.0221,34.0221,0
73.71,884.52,33.9866,33.9866,0
73.81,885.72,33.9512,33.9512,0
73.91,886.92,33.9159,33.9159,0
74.01,888.12,33.8806,33.8806,0
74.11,889.32,33.8455,33.8455,0
74.21,890.52,33.8104,33.8104,0
74.31,891.72,33.7755,33.7755,0
74.41,892.92,33.7406,33.7406,0
74.51,894.12,33.7058,33.7058,0
74.61,895.32,33.6711,33.6711,0
74.71,896.52,33.6365,33.6365,0
74.81,897.72,33.6019,33.6019,0
74.91,898.92,33.5675,33.5675,0
75.01,900.12,33.5331,33.5331,0
75.11,901.32,33.4989,33.4989,0
75.21,902.52,33.4647,33.4647,0
75.31,903.72,33.4306,33.4306,0
75.41,904.92,33.3966,33.3966,0
75.51,906.12,33.3626,33.3626,0
75.61,907.32,33.3288,33.3288,0
75.71,908.52,33.295,33.295,0
75.81,909.72,33.2614,33.2614,0
75.91,910.92,33.2278,33.2278,0
76.01,912.12,33.1942,33.1942,0
76.11,913.32,33.1608,33.1608,0
76.21,914.52,33.1275,33.1275,0
76.31,915.72,33.0942,33.0942,0
76.41,916.92,33.061,33.061,0
76.51,918.12,33.0279,33.0279,0
76.61,919.32,32.9949,32.9949,0
76.71,920.52,32.9619,32.9619,0
76.81,921.72,32.9291,32.9291,0
76.91,922.92,32.8963,32.8963,0
77.01,924.12,32.8636,32.8636,0
77.11,925.32,32.831,32.831,0
77.21,926.52,32.7984,32.7984,0
77.31,927.72,32.766,32.766,0
77.41,928.92,32.7336,32.7336,0
77.51,930.12,32.7013,32.7013,0
77.61,931.32,32.669,32.669,0
77.71,932.52,32.6369,32.6369,0
77.81,933.72,32.6048,32.6048,0
77.91,934.92,32.5728,32.5728,0
78.01,936.12,32.5409,32.5409,0
78.11,937.32,32.509,32.509,0
78.21,938.52,32.4773,32.4773,0
78.31,939.72,32.4456,32.4456,0
78.41,940.92,32.414,32.414,0
78.51,942.12,32.3824,32.3824,0
78.61,943.32,32.351,32.351,0
78.71,944.52,32.3196,32.3196,0
78.81,945.72,32.2882,32.2882,0
78.91,946.92,32.257,32.257,0
79.01,948.12,32.2258,32.2258,0
79.11,949.32,32.1947,32.1947,0
79.21,950.52,32.1637,32.1637,0
79.31,951.72,32.1328,32.1328,0
79.41,952.92,32.1019,32.1019,0
79.51,954.12,32.0711,32.0711,0
79.61,955.32,32.0404,32.0404,0
79.71,956.52,32.0097,32.0097,0
79.81,957.72,31.9791,31.9791,0
79.91,958.92,31.9486,31.9486,0
80.01,960.12,31.9182,31.9182,0
80.11,961.32,31.8878,31.8878,0
80.21,962.52,31.8575,31.8575,0
80.31,963.72,31.8273,31.8273,0
80.41,964.92,31.7971,31.7971,0
80.51,966.12,31.7671,31.7671,0
80.61,967.32,31.737,31.737,0
80.71,968.52,31.7071,31.7071,0
80.81,969.72,31.6772,31.6772,0
80.91,970.92,31.6474,31.6474,0
81.01,972.12,31.6177,31.6177,0
81.11,973.32,31.588,31.588,0
81.21,974.52,31.5584,31.5584,0
81.31,975.72,31.5289,31.5289,0
81.41,976.92,31.4994,31.4994,0
81.51,978.12,31.47,31.47,0
81.61,979.32,31.4407,31.4407,0
81.71,980.52,31.4114,31.4114,0
81.81,981.72,31.3822,31.3822,0
81.91,982.92,31.3531,31.3531,0
82.01,984.12,31.324,31.324,0
82.11,985.32,31.295,31.295,0
82.21,986.52,31.2661,31.2661,0
82.31,987.72,31.2372,31.2372,0
82.41,988.92,31.2084,31.2084,0
82.51,990.12,31.1797,31.1797,0
82.61,991.32,31.1511,31.1511,0
82.71,992.52,31.1225,31.1225,0
82.81,993.72,31.0939,31.0939,0
82.91,994.92,31.0654,31.0654,0
83.01,996.12,31.037,31.037,0
83.11,997.32,31.0087,31.0087,0
83.21,998.52,30.9804,30.9804,0
83.31,999.72,30.9522,30.9522,0
83.41,1000.92,30.924,30.924,0
83.51,1002.12,30.896,30.896,0
83.61,1003.32,30.8679,30.8679,0
83.71,1004.52,30.84,30.84,0
83.81,1005.72,30.8121,30.8121,0
83.91,1006.92,30.7842,30.7842,0
84.01,1008.12,30.7565,30.7565,0
84.11,1009.32,30.7287,30.7287,0
84.21,1010.52,30.7011,30.7011,0
84.31,1011.72,30.6735,30.6735,0
84.41,1012.92,30.646,30.646,0
84.51,1014.12,30.6185,30.6185,0
84.61,1015.32,30.5911,30.5911,0
84.71,1016.52,30.5637,30.5637,0
84.81,1017.72,30.5365,30.5365,0
84.91,1018.92,30.5092,30.5092,0
85.01,1020.12,30.4821,30.4821,0
85.11,1021.32,30.455,30.455,0
85.21,1022.52,30.4279,30.4279,0
85.31,1023.72,30.4009,30.4009,0
85.41,1024.92,30.374,30.374,0
85.51,1026.12,30.3471,30.3471,0
85.61,1027.32,30.3203,30.3203,0
85.71,1028.52,30.2936,30.2936,0
85.81,1029.72,30.2669,30.2669,0
85.91,1030.92,30.2402,30.2402,0
86.01,1032.12,30.2137,30.2137,0
86.11,1033.32,30.1871,30.1871,0
86.21,1034.52,30.1607,30.1607,0
86.31,1035.72,30.1343,30.1343,0
86.41,1036.92,30.1079,30.1079,0
86.51,1038.12,30.0816,30.0816,0
86.61,1039.32,30.0554,30.0554,0
86.71,1040.52,30.0292,30.0292,0
86.81,1041.72,30.0031,30.0031,0
86.91,1042.92,29.9771,29.9771,0
87.01,1044.12,29.951,29.951,0
87.11,1045.32,29.9251,29.9251,0
87.21,1046.52,29.8992,29.8992,0
87.31,1047.72,29.8734,29.8734,0
87.41,1048.92,29.8476,29.8476,0
87.51,1050.12,29.8219,29.8219,0
87.61,1051.32,29.7962,29.7962,0
87.71,1052.52,29.7706,29.7706,0
87.81,1053.72,29.745,29.745,0
87.91,1054.92,29.7195,29.7195,0
88.01,1056.12,29.694,29.694,0
88.11,1057.32,29.6686,29.6686,0
88.21,1058.52,29.6433,29.6433,0
88.31,1059.72,29.618,29.618,0
88.41,1060.92,29.5928,29.5928,0
88.51,1062.12,29.5676,29.5676,0
88.61,1063.32,29.5424,29.5424,0
88.71,1064.52,29.5174,29.5174,0
88.81,1065.72,29.4923,29.4923,0
88.91,1066.92,29.4674,29.4674,0
89.01,1068.12,29.4424,29.4424,0
89.11,1069.32,29.4176,29.4176,0
89.21,1070.52,29.3928,29.3928,0
89.31,1071.72,29.368,29.368,0
89.41,1072.92,29.3433,29.3433,0
89.51,1074.12,29.3186,29.3186,0
89.61,1075.32,29.294,29.294,0
89.71,1076.52,29.2695,29.2695,0
89.81,1077.72,29.2449,29.2449,0
89.91,1078.92,29.2205,29.2205,0
90.01,1080.12,29.1961,29.1961,0
90.11,1081.32,29.1717,29.1717,0
90.21,1082.52,29.1474,29.1474,0
90.31,1083.72,29.1232,29.1232,0
90.41,1084.92,29.099,29.099,0
90.51,1086.12,29.0748,29.0748,0
90.61,1087.32,29.0507,29.0507,0
90.71,1088.52,29.0267,29.0267,0
90.81,1089.72,29.0027,29.0027,0
90.91,1090.92,28.9787,28.9787,0
91.01,1092.12,28.9548,28.9548,0
91.11,1093.32,28.931,28.931,0
91.21,1094.52,28.9072,28.9072,0
91.31,1095.72,28.8834,28.8834,0
91.41,1096.92,28.8597,28.8597,0
91.51,1098.12,28.836,28.836,0
91.61,1099.32,28.8124,28.8124,0
91.71,1100.52,28.7889,28.7889,0
91.81,1101.72,28.7653,28.7653,0
91.91,1102.92,28.7419,28.7419,0
92.01,1104.12,28.7185,28.7185,0
92.11,1105.32,28.6951,28.6951,0
92.21,1106.52,28.6718,28.6718,0
92.31,1107.72,28.6485,28.6485,0
92.41,1108.92,28.6253,28.6253,0
92.51,1110.12,28.6021,28.6021,0
92.61,1111.32,28.5789,28.5789,0
92.71,1112.52,28.5559,28.5559,0
92.81,1113.72,28.5328,28.5328,0
92.91,1114.92,28.5098,28.5098,0
93.01,1116.12,28.4869,28.4869,0
93.11,1117.32,28.464,28.464,0
93.21,1118.52,28.4411,28.4411,0
93.31,1119.72,28.4183,28.4183,0
93.41,1120.92,28.3955,28.3955,0
93.51,1122.12,28.3728,28.3728,0
93.61,1123.32,28.3501,28.3501,0
93.71,1124.52,28.3275,28.3275,0
93.81,1125.72,28.3049,28.3049,0
93.91,1126.92,28.2824,28.2824,0
94.01,1128.12,28.2599,28.2599,0
94.11,1129.32,28.2375,28.2375,0
94.21,1130.52,28.2151,28.2151,0
94.31,1131.72,28.1927,28.1927,0
94.41,1132.92,28.1704,28.1704,0
94.51,1134.12,28.1481,28.1481,0
94.61,1135.32,28.1259,28.1259,0
94.71,1136.52,28.1037,28.1037,0
94.81,1137.72,28.0816,28.0816,0
94.91,1138.92,28.0595,28.0595,0
95.01,1140.12,28.0374,28.0374,0
95.11,1141.32,28.0154,28.0154,0
95.21,1142.52,27.9934,27.9934,0
95.31,1143.72,27.9715,27.9715,0
95.41,1144.92,27.9496,27.9496,0
95.51,1146.12,27.9278,27.9278,0
95.61,1147.32,27.906,27.906,0
95.71,1148.52,27.8843,27.8843,0
95.81,1149.72,27.8626,27.8626,0
95.91,1150.92,27.8409,27.8409,0
96.01,1152.12,27.8193,27.8193,0
96.11,1153.32,27.7977,27.7977,0
96.21,1154.52,27.7762,27.7762,0
96.31,1155.72,27.7547,27.7547,0
96.41,1156.92,27.7332,27.7332,0
96.51,1158.12,27.7118,27.7118,0
96.61,1159.32,27.6904,27.6904,0
96.71,1160.52,27.6691,27.6691,0
96.81,1161.72,27.6478,27.6478,0
96.91,1162.92,27.6266,27.6266,0
97.01,1164.12,27.6054,27.6054,0
97.11,1165.32,27.5842,27.5842,0
97.21,1166.52,27.5631,27.5631,0
97.31,1167.72,27.542,27.542,0
97.41,1168.92,27.5209,27.5209,0
97.51,1170.12,27.4999,27.4999,0
97.61,1171.32,27.479,27.479,0
97.71,1172.52,27.4581,27.4581,0
97.81,1173.72,27.4372,27.4372,0
97.91,1174.92,27.4163,27.4163,0
98.01,1176.12,27.3955,27.3955,0
98.11,1177.32,27.3748,27.3748,0
98.21,1178.52,27.354,27.354,0
98.31,1179.72,27.3334,27.3334,0
98.41,1180.92,27.3127,27.3127,0
98.51,1182.12,27.2921,27.2921,0
98.61,1183.32,27.2716,27.2716,0
98.71,1184.52,27.251,27.251,0
98.81,1185.72,27.2305,27.2305,0
98.91,1186.92,27.2101,27.2101,0
99.01,1188.12,27.1897,27.1897,0
99.11,1189.32,27.1693,27.1693,0
99.21,1190.52,27.149,27.149,0
99.31,1191.72,27.1287,27.1287,0
99.41,1192.92,27.1084,27.1084,0
99.51,1194.12,27.0882,27.0882,0
99.61,1195.32,27.068,27.068,0
99.71,1196.52,27.0479,27.0479,0
99.81,1197.72,27.0278,27.0278,0
99.91,1198.92,27.0077,27.0077,0
100.01,1200.12,26.9877,26.9877,0
100.11,1201.32,26.9677,26.9677,0
100.21,1202.52,26.9477,26.9477,0
100.31,1203.72,26.9278,26.9278,0
100.41,1204.92,26.908,26.908,0
100.51,1206.12,26.8881,26.8881,0
100.61,1207.32,26.8683,26.8683,0
100.71,1208.52,26.8485,26.8485,0
100.81,1209.72,26.8288,26.8288,0
100.91,1210.92,26.8091,26.8091,0
101.01,1212.12,26.7895,26.7895,0
101.11,1213.32,26.7698,26.7698,0
101.21,1214.52,26.7502,26.7502,0
101.31,1215.72,26.7307,26.7307,0
101.41,1216.92,26.7112,26.7112,0
101.51,1218.12,26.6917,26.6917,0
101.61,1219.32,26.6723,26.6723,0
101.71,1220.52,26.6529,26.6529,0
101.81,1221.72,26.6335,26.6335,0
101.91,1222.92,26.6142,26.6142,0
102.01,1224.12,26.5949,26.5949,0
102.11,1225.32,26.5756,26.5756,0
102.21,1226.52,26.5564,26.5564,0
102.31,1227.72,26.5372,26.5372,0
102.41,1228.92,26.518,26.518,0
102.51,1230.12,26.4989,26.4989,0
102.61,1231.32,26.4798,26.4798,0
102.71,1232.52,26.4608,26.4608,0
102.81,1233.72,26.4417,26.4417,0
102.91,1234.92,26.4228,26.4228,0
103.01,1236.12,26.4038,26.4038,0
103.11,1237.32,26.3849,26.3849,0
103.21,1238.52,26.366,26.366,0
103.31,1239.72,26.3472,26.3472,0
103.41,1240.92,26.3284,26.3284,0
103.51,1242.12,26.3096,26.3096,0
103.61,1243.32,26.2908,26.2908,0
103.71,1244.52,26.2721,26.2721,0
103.81,1245.72,26.2535,26.2535,0
103.91,1246.92,26.2348,26.2348,0
104.01,1248.12,26.2162,26.2162,0
104.11,1249.32,26.1976,26.1976,0
104.21,1250.52,26.1791,26.1791,0
104.31,1251.72,26.1606,26.1606,0
104.41,1252.92,26.1421,26.1421,0
104.51,1254.12,26.1237,26.1237,0
104.61,1255.32,26.1053,26.1053,0
104.71,1256.52,26.0869,26.0869,0
104.81,1257.72,26.0686,26.0686,0
104.91,1258.92,26.0502,26.0502,0
105.01,1260.12,26.032,26.032,0
105.11,1261.32,26.0137,26.0137,0
105.21,1262.52,25.9955,25.9955,0
105.31,1263.72,25.9773,25.9773,0
105.41,1264.92,25.9592,25.9592,0
105.51,1266.12,25.9411,25.9411,0
105.61,1267.32,25.923,25.923,0
105.71,1268.52,25.905,25.905,0
105.81,1269.72,25.8869,25.8869,0
105.91,1270.92,25.8689,25.8689,0
106.01,1272.12,25.851,25.851,0
106.11,1273.32,25.8331,25.8331,0
106.21,1274.52,25.8152,25.8152,0
106.31,1275.72,25.7973,25.7973,0
106.41,1276.92,25.7795,25.7795,0
106.51,1278.12,25.7617,25.7617,0
106.61,1279.32,25.7439,25.7439,0
106.71,1280.52,25.7262,25.7262,0
106.81,1281.72,25.7085,25.7085,0
106.91,1282.92,25.6908,25.6908,0
107.01,1284.12,25.6732,25.6732,0
107.11,1285.32,25.6556,25.6556,0
107.21,1286.52,25.638,25.638,0
107.31,1287.72,25.6205,25.6205,0
107.41,1288.92,25.603,25.603,0
107.51,1290.12,25.5855,25.5855,0
107.61,1291.32,25.568,25.568,0
107.71,1292.52,25.5506,25.5506,0
107.81,1293.72,25.5332,25.5332,0
107.91,1294.92,25.5158,25.5158,0
108.01,1296.12,25.4985,25.4985,0
108.11,1297.32,25.4812,25.4812,0
108.21,1298.52,25.4639,25.4639,0
108.31,1299.72,25.4467,25.4467,0
108.41,1300.92,25.4295,25.4295,0
108.51,1302.12,25.4123,25.4123,0
108.61,1303.32,25.3952,25.3952,0
108.71,1304.52,25.378,25.378,0
108.81,1305.72,25.3609,25.3609,0
108.91,1306.92,25.3439,25.3439,0
109.01,1308.12,25.3268,25.3268,0
109.11,1309.32,25.3098,25.3098,0
109.21,1310.52,25.2929,25.2929,0
109.31,1311.72,25.2759,25.2759,0
109.41,1312.92,25.259,25.259,0
109.51,1314.12,25.2421,25.2421,0
109.61,1315.32,25.2253,25.2253,0
109.71,1316.52,25.2084,25.2084,0
109.81,1317.72,25.1916,25.1916,0
109.91,1318.92,25.1749,25.1749,0
110.01,1320.12,25.1581,25.1581,0
110.11,1321.32,25.1414,25.1414,0
110.21,1322.52,25.1247,25.1247,0
110.31,1323.72,25.1081,25.1081,0
110.41,1324.92,25.0914,25.0914,0
110.51,1326.12,25.0748,25.0748,0
110.61,1327.32,25.0583,25.0583,0
110.71,1328.52,25.0417,25.0417,0
110.81,1329.72,25.0252,25.0252,0
110.91,1330.92,25.0087,25.0087,0
111.01,1332.12,24.9923,24.9923,0
111.11,1333.32,24.9758,24.9758,0
111.21,1334.52,24.9594,24.9594,0
111.31,1335.72,24.943,24.943,0
111.41,1336.92,24.9267,24.9267,0
111.51,1338.12,24.9104,24.9104,0
111.61,1339.32,24.8941,24.8941,0
111.71,1340.52,24.8778,24.8778,0
111.81,1341.72,24.8616,24.8616,0
111.91,1342.92,24.8454,24.8454,0
112.01,1344.12,24.8292,24.8292,0
112.11,1345.32,24.813,24.813,0
112.21,1346.52,24.7969,24.7969,0
112.31,1347.72,24.7808,24.7808,0
112.41,1348.92,24.7647,24.7647,0
112.51,1350.12,24.7487,24.7487,0
112.61,1351.32,24.7327,24.7327,0
112.71,1352.52,24.7167,24.7167,0
112.81,1353.72,24.7007,24.7007,0
112.91,1354.92,24.6848,24.6848,0
113.01,1356.12,24.6688,24.6688,0
113.11,1357.32,24.653,24.653,0
113.21,1358.52,24.6371,24.6371,0
113.31,1359.72,24.6213,24.6213,0
113.41,1360.92,24.6055,24.6055,0
113.51,1362.12,24.5897,24.5897,0
113.61,1363.32,24.5739,24.5739,0
113.71,1364.52,24.5582,24.5582,0
113.81,1365.72,24.5425,24.5425,0
113.91,1366.92,24.5268,24.5268,0
114.01,1368.12,24.5112,24.5112,0
114.11,1369.32,24.4955,24.4955,0
114.21,1370.52,24.4799,24.4799,0
114.31,1371.72,24.4644,24.4644,0
114.41,1372.92,24.4488,24.4488,0
114.51,1374.12,24.4333,24.4333,0
114.61,1375.32,24.4178,24.4178,0
114.71,1376.52,24.4023,24.4023,0
114.81,1377.72,24.3869,24.3869,0
114.91,1378.92,24.3715,24.3715,0
115.01,1380.12,24.3561,24.3561,0
115.11,1381.32,24.3407,24.3407,0
115.21,1382.52,24.3254,24.3254,0
115.31,1383.72,24.31,24.31,0
115.41,1384.92,24.2948,24.2948,0
115.51,1386.12,24.2795,24.2795,0
115.61,1387.32,24.2642,24.2642,0
115.71,1388.52,24.249,24.249,0
115.81,1389.72,24.2338,24.2338,0
115.91,1390.92,24.2187,24.2187,0
116.01,1392.12,24.2035,24.2035,0
116.11,1393.32,24.1884,24.1884,0
116.21,1394.52,24.1733,24.1733,0
116.31,1395.72,24.1582,24.1582,0
116.41,1396.92,24.1432,24.1432,0
116.51,1398.12,24.1282,24.1282,0
116.61,1399.32,24.1132,24.1132,0
116.71,1400.52,24.0982,24.0982,0
116.81,1401.72,24.0833,24.0833,0
116.91,1402.92,24.0683,24.0683,0
117.01,1404.12,24.0534,24.0534,0
117.11,1405.32,24.0386,24.0386,0
117.21,1406.52,24.0237,24.0237,0
117.31,1407.72,24.0089,24.0089,0
117.41,1408.92,23.9941,23.9941,0
117.51,1410.12,23.9793,23.9793,0
117.61,1411.32,23.9645,23.9645,0
117.71,1412.52,23.9498,23.9498,0
117.81,1413.72,23.9351,23.9351,0
117.91,1414.92,23.9204,23.9204,0
118.01,1416.12,23.9057,23.9057,0
118.11,1417.32,23.8911,23.8911,0
118.21,1418.52,23.8765,23.8765,0
118.31,1419.72,23.8619,23.8619,0
118.41,1420.92,23.8473,23.8473,0
118.51,1422.12,23.8328,23.8328,0
118.61,1423.32,23.8183,23.8183,0
118.71,1424.52,23.8038,23.8038,0
118.81,1425.72,23.7893,23.7893,0
118.91,1426.92,23.7748,23.7748,0
119.01,1428.12,23.7604,23.7604,0
119.11,1429.32,23.746,23.746,0
119.21,1430.52,23.7316,23.7316,0
119.31,1431.72,23.7173,23.7173,0
119.41,1432.92,23.7029,23.7029,0
119.51,1434.12,23.6886,23.6886,0
119.61,1435.32,23.6743,23.6743,0
119.71,1436.52,23.6601,23.6601,0
119.81,1437.72,23.6458,23.6458,0
119.91,1438.92,23.6316,23.6316,0
120.01,1440.12,23.6174,23.6174,0
120.11,1441.32,23.6032,23.6032,0
120.21,1442.52,23.5891,23.5891,0
120.31,1443.72,23.5749,23.5749,0
120.41,1444.92,23.5608,23.5608,0
120.51,1446.12,23.5467,23.5467,0
120.61,1447.32,23.5326,23.5326,0
120.71,1448.52,23.5186,23.5186,0
120.81,1449.72,23.5046,23.5046,0
120.91,1450.92,23.4906,23.4906,0
121.01,1452.12,23.4766,23.4766,0
121.11,1453.32,23.4626,23.4626,0
121.21,1454.52,23.4487,23.4487,0
121.31,1455.72,23.4348,23.4348,0
121.41,1456.92,23.4209,23.4209,0
121.51,1458.12,23.407,23.407,0
121.61,1459.32,23.3932,23.3932,0
121.71,1460.52,23.3794,23.3794,0
121.81,1461.72,23.3655,23.3655,0
121.91,1462.92,23.3518,23.3518,0
122.01,1464.12,23.338,23.338,0
122.11,1465.32,23.3243,23.3243,0
122.21,1466.52,23.3105,23.3105,0
122.31,1467.72,23.2968,23.2968,0
122.41,1468.92,23.2832,23.2832,0
122.51,1470.12,23.2695,23.2695,0
122.61,1471.32,23.2559,23.2559,0
122.71,1472.52,23.2423,23.2423,0
122.81,1473.72,23.2287,23.2287,0
122.91,1474.92,23.2151,23.2151,0
123.01,1476.12,23.2015,23.2015,0
123.11,1477.32,23.188,23.188,0
123.21,1478.52,23.1745,23.1745,0
123.31,1479.72,23.161,23.161,0
123.41,1480.92,23.1476,23.1476,0
123.51,1482.12,23.1341,23.1341,0
123.61,1483.32,23.1207,23.1207,0
123.71,1484.52,23.1073,23.1073,0
123.81,1485.72,23.0939,23.0939,0
123.91,1486.92,23.0805,23.0805,0
124.01,1488.12,23.0672,23.0672,0
124.11,1489.32,23.0539,23.0539,0
124.21,1490.52,23.0406,23.0406,0
124.31,1491.72,23.0273,23.0273,0
124.41,1492.92,23.014,23.014,0
124.51,1494.12,23.0008,23.0008,0
124.61,1495.32,22.9875,22.9875,0
124.71,1496.52,22.9743,22.9743,0
124.81,1497.72,22.9612,22.9612,0
124.91,1498.92,22.948,22.948,0
125.01,1500.12,22.9349,22.9349,0
125.11,1501.32,22.9217,22.9217,0
125.21,1502.52,22.9086,22.9086,0
125.31,1503.72,22.8956,22.8956,0
125.41,1504.92,22.8825,22.8825,0
125.51,1506.12,22.8695,22.8695,0
125.61,1507.32,22.8564,22.8564,0
125.71,1508.52,22.8434,22.8434,0
125.81,1509.72,22.8304,22.8304,0
125.91,1510.92,22.8175,22.8175,0
126.01,1512.12,22.8045,22.8045,0
126.11,1513.32,22.7916,22.7916,0
126.21,1514.52,22.7787,22.7787,0
126.31,1515.72,22.7658,22.7658,0
126.41,1516.92,22.753,22.753,0
126.51,1518.12,22.7401,22.7401,0
126.61,1519.32,22.7273,22.7273,0
126.71,1520.52,22.7145,22.7145,0
126.81,1521.72,22.7017,22.7017,0
126.91,1522.92,22.6889,22.6889,0
127.01,1524.12,22.6762,22.6762,0
127.11,1525.32,22.6634,22.6634,0
127.21,1526.52,22.6507,22.6507,0
127.31,1527.72,22.638,22.638,0
127.41,1528.92,22.6254,22.6254,0
127.51,1530.12,22.6127,22.6127,0
127.61,1531.32,22.6001,22.6001,0
127.71,1532.52,22.5875,22.5875,0
127.81,1533.72,22.5749,22.5749,0
127.91,1534.92,22.5623,22.5623,0
128.01,1536.12,22.5497,22.5497,0
128.11,1537.32,22.5372,22.5372,0
128.21,1538.52,22.5246,22.5246,0
128.31,1539.72,22.5121,22.5121,0
128.41,1540.92,22.4997,22.4997,0
128.51,1542.12,22.4872,22.4872,0
128.61,1543.32,22.4747,22.4747,0
128.71,1544.52,22.4623,22.4623,0
128.81,1545.72,22.4499,22.4499,0
128.91,1546.92,22.4375,22.4375,0
129.01,1548.12,22.4251,22.4251,0
129.11,1549.32,22.4128,22.4128,0
129.21,1550.52,22.4004,22.4004,0
129.31,1551.72,22.3881,22.3881,0
129.41,1552.92,22.3758,22.3758,0
129.51,1554.12,22.3635,22.3635,0
129.61,1555.32,22.3512,22.3512,0
129.71,1556.52,22.339,22.339,0
129.81,1557.72,22.3268,22.3268,0
129.91,1558.92,22.3146,22.3146,0
130.01,1560.12,22.3024,22.3024,0
130.11,1561.32,22.2902,22.2902,0
130.21,1562.52,22.278,22.278,0
130.31,1563.72,22.2659,22.2659,0
130.41,1564.92,22.2538,22.2538,0
130.51,1566.12,22.2417,22.2417,0
130.61,1567.32,22.2296,22.2296,0
130.71,1568.52,22.2175,22.2175,0
130.81,1569.72,22.2054,22.2054,0
130.91,1570.92,22.1934,22.1934,0
131.01,1572.12,22.1814,22.1814,0
131.11,1573.32,22.1694,22.1694,0
131.21,1574.52,22.1574,22.1574,0
131.31,1575.72,22.1454,22.1454,0
131.41,1576.92,22.1335,22.1335,0
131.51,1578.12,22.1216,22.1216,0
131.61,1579.32,22.1096,22.1096,0
131.71,1580.52,22.0977,22.0977,0
131.81,1581.72,22.0859,22.0859,0
131.91,1582.92,22.074,22.074,0
132.01,1584.12,22.0622,22.0622,0
132.11,1585.32,22.0503,22.0503,0
132.21,1586.52,22.0385,22.0385,0
132.31,1587.72,22.0267,22.0267,0
132.41,1588.92,22.0149,22.0149,0
132.51,1590.12,22.0032,22.0032,0
132.61,1591.32,21.9914,21.9914,0
132.71,1592.52,21.9797,21.9797,0
132.81,1593.72,21.968,21.968,0
132.91,1594.92,21.9563,21.9563,0
133.01,1596.12,21.9446,21.9446,0
133.11,1597.32,21.933,21.933,0
133.21,1598.52,21.9213,21.9213,0
133.31,1599.72,21.9097,21.9097,0
133.41,1600.92,21.8981,21.8981,0
133.51,1602.12,21.8865,21.8865,0
133.61,1603.32,21.8749,21.8749,0
133.71,1604.52,21.8634,21.8634,0
133.81,1605.72,21.8518,21.8518,0
133.91,1606.92,21.8403,21.8403,0
134.01,1608.12,21.8288,21.8288,0
134.11,1609.32,21.8173,21.8173,0
134.21,1610.52,21.8058,21.8058,0
134.31,1611.72,21.7944,21.7944,0
134.41,1612.92,21.7829,21.7829,0
134.51,1614.12,21.7715,21.7715,0
134.61,1615.32,21.7601,21.7601,0
134.71,1616.52,21.7487,21.7487,0
134.81,1617.72,21.7373,21.7373,0
134.91,1618.92,21.7259,21.7259,0
135.01,1620.12,21.7146,21.7146,0
135.11,1621.32,21.7033,21.7033,0
135.21,1622.52,21.6919,21.6919,0
135.31,1623.72,21.6806,21.6806,0
135.41,1624.92,21.6694,21.6694,0
135.51,1626.12,21.6581,21.6581,0
135.61,1627.32,21.6468,21.6468,0
135.71,1628.52,21.6356,21.6356,0
135.81,1629.72,21.6244,21.6244,0
135.91,1630.92,21.6132,21.6132,0
136.01,1632.12,21.602,21.602,0
136.11,1633.32,21.5908,21.5908,0
136.21,1634.52,21.5796,21.5796,0
136.31,1635.72,21.5685,21.5685,0
136.41,1636.92,21.5574,21.5574,0
136.51,1638.12,21.5463,21.5463,0
136.61,1639.32,21.5352,21.5352,0
136.71,1640.52,21.5241,21.5241,0
136.81,1641.72,21.513,21.513,0
136.91,1642.92,21.502,21.502,0
137.01,1644.12,21.4909,21.4909,0
137.11,1645.32,21.4799,21.4799,0
137.21,1646.52,21.4689,21.4689,0
137.31,1647.72,21.4579,21.4579,0
137.41,1648.92,21.4469,21.4469,0
137.51,1650.12,21.436,21.436,0
137.61,1651.32,21.425,21.425,0
137.71,1652.52,21.4141,21.4141,0
137.81,1653.72,21.4032,21.4032,0
137.91,1654.92,21.3923,21.3923,0
138.01,1656.12,21.3814,21.3814,0
138.11,1657.32,21.3706,21.3706,0
138.21,1658.52,21.3597,21.3597,0
138.31,1659.72,21.3489,21.3489,0
138.41,1660.92,21.338,21.338,0
138.51,1662.12,21.3272,21.3272,0
138.61,1663.32,21.3164,21.3164,0
138.71,1664.52,21.3057,21.3057,0
138.81,1665.72,21.2949,21.2949,0
138.91,1666.92,21.2842,21.2842,0
139.01,1668.12,21.2734,21.2734,0
139.11,1669.32,21.2627,21.2627,0
139.21,1670.52,21.252,21.252,0
139.31,1671.72,21.2413,21.2413,0
