# TOPAS/Geant4 C-12 stopping power in G4_BONE_COMPACT_ICRU (electronic dE/dx)
# Extracted via CarbonStoppingPowerNtuple / G4EmCalculator; not Bethe-Bloch development table.
energy_MeVu,stopping_power_MeV_per_mm
66.21,61.4423
66.31,61.3707
66.41,61.2993
66.51,61.228
66.61,61.157
66.71,61.0862
66.81,61.0155
66.91,60.9451
67.01,60.8748
67.11,60.8048
67.21,60.7349
67.31,60.6652
67.41,60.5957
67.51,60.5265
67.61,60.4574
67.71,60.3885
67.81,60.3197
67.91,60.2512
68.01,60.1829
68.11,60.1147
68.21,60.0468
68.31,59.979
68.41,59.9114
68.51,59.844
68.61,59.7767
68.71,59.7097
68.81,59.6428
68.91,59.5761
69.01,59.5096
69.11,59.4433
69.21,59.3771
69.31,59.3111
69.41,59.2453
69.51,59.1797
69.61,59.1143
69.71,59.049
69.81,58.9839
69.91,58.919
70.01,58.8542
70.11,58.7897
70.21,58.7253
70.31,58.661
70.41,58.597
70.51,58.5331
70.61,58.4693
70.71,58.4058
70.81,58.3424
70.91,58.2791
71.01,58.2161
71.11,58.1532
71.21,58.0905
71.31,58.0279
71.41,57.9655
71.51,57.9032
71.61,57.8412
71.71,57.7792
71.81,57.7175
71.91,57.6559
72.01,57.5945
72.11,57.5332
72.21,57.4721
72.31,57.4111
72.41,57.3503
72.51,57.2897
72.61,57.2292
72.71,57.1688
72.81,57.1086
72.91,57.0486
73.01,56.9887
73.11,56.929
73.21,56.8694
73.31,56.81
73.41,56.7508
73.51,56.6916
73.61,56.6327
73.71,56.5739
73.81,56.5152
73.91,56.4567
74.01,56.3983
74.11,56.3401
74.21,56.282
74.31,56.2241
74.41,56.1663
74.51,56.1086
74.61,56.0511
74.71,55.9938
74.81,55.9366
74.91,55.8795
75.01,55.8226
75.11,55.7658
75.21,55.7091
75.31,55.6526
75.41,55.5963
75.51,55.54
75.61,55.484
75.71,55.428
75.81,55.3722
75.91,55.3165
76.01,55.261
76.11,55.2056
76.21,55.1503
76.31,55.0952
76.41,55.0402
76.51,54.9853
76.61,54.9306
76.71,54.876
76.81,54.8215
76.91,54.7672
77.01,54.713
77.11,54.6589
77.21,54.605
77.31,54.5512
77.41,54.4975
77.51,54.444
77.61,54.3906
77.71,54.3373
77.81,54.2841
77.91,54.2311
78.01,54.1782
78.11,54.1254
78.21,54.0728
78.31,54.0202
78.41,53.9678
78.51,53.9156
78.61,53.8634
78.71,53.8114
78.81,53.7595
78.91,53.7077
79.01,53.656
79.11,53.6045
79.21,53.5531
79.31,53.5018
79.41,53.4506
79.51,53.3996
79.61,53.3486
79.71,53.2978
79.81,53.2471
79.91,53.1966
80.01,53.1461
80.11,53.0958
80.21,53.0456
80.31,52.9954
80.41,52.9455
80.51,52.8956
80.61,52.8458
80.71,52.7962
80.81,52.7467
