# TOPAS/Geant4 C-12 stopping power in Copper (electronic dE/dx)
# Extracted via CarbonStoppingPowerNtuple / G4EmCalculator; not Bethe-Bloch development table.
energy_MeVu,stopping_power_MeV_per_mm
148.71,117.933
148.81,117.881
148.91,117.829
149.01,117.777
149.11,117.725
149.21,117.673
149.31,117.621
149.41,117.569
149.51,117.517
149.61,117.465
149.71,117.413
149.81,117.362
149.91,117.31
150.01,117.259
150.11,117.207
150.21,117.156
150.31,117.105
150.41,117.053
150.51,117.002
150.61,116.951
150.71,116.9
150.81,116.849
150.91,116.798
151.01,116.747
151.11,116.696
151.21,116.646
151.31,116.595
151.41,116.544
151.51,116.494
151.61,116.443
151.71,116.393
151.81,116.342
151.91,116.292
152.01,116.242
152.11,116.191
152.21,116.141
152.31,116.091
152.41,116.041
152.51,115.991
152.61,115.941
152.71,115.892
152.81,115.842
152.91,115.792
153.01,115.742
153.11,115.693
153.21,115.643
153.31,115.594
153.41,115.544
153.51,115.495
153.61,115.446
153.71,115.396
153.81,115.347
153.91,115.298
154.01,115.249
154.11,115.2
154.21,115.151
154.31,115.102
154.41,115.053
154.51,115.005
154.61,114.956
154.71,114.907
154.81,114.859
154.91,114.81
155.01,114.762
155.11,114.713
155.21,114.665
155.31,114.617
155.41,114.568
155.51,114.52
155.61,114.472
155.71,114.424
155.81,114.376
155.91,114.328
156.01,114.28
156.11,114.232
156.21,114.184
156.31,114.137
156.41,114.089
156.51,114.041
156.61,113.994
156.71,113.946
156.81,113.899
156.91,113.851
157.01,113.804
157.11,113.757
157.21,113.71
157.31,113.662
157.41,113.615
157.51,113.568
157.61,113.521
157.71,113.474
157.81,113.427
157.91,113.38
158.01,113.334
158.11,113.287
158.21,113.24
158.31,113.194
158.41,113.147
158.51,113.101
158.61,113.054
158.71,113.008
158.81,112.961
158.91,112.915
159.01,112.869
159.11,112.823
159.21,112.776
159.31,112.73
159.41,112.684
159.51,112.638
159.61,112.592
159.71,112.547
159.81,112.501
159.91,112.455
160.01,112.409
160.11,112.364
160.21,112.318
160.31,112.272
160.41,112.227
160.51,112.181
160.61,112.136
160.71,112.091
160.81,112.045
160.91,112
161.01,111.955
161.11,111.91
161.21,111.865
161.31,111.82
161.41,111.775
161.51,111.73
161.61,111.685
161.71,111.64
161.81,111.595
161.91,111.551
162.01,111.506
162.11,111.461
162.21,111.417
162.31,111.372
162.41,111.328
162.51,111.283
162.61,111.239
162.71,111.195
162.81,111.15
162.91,111.106
163.01,111.062
163.11,111.018
163.21,110.974
163.31,110.93
163.41,110.886
163.51,110.842
163.61,110.798
163.71,110.754
163.81,110.71
163.91,110.667
164.01,110.623
164.11,110.579
164.21,110.536
164.31,110.492
164.41,110.449
164.51,110.406
164.61,110.362
164.71,110.319
164.81,110.276
164.91,110.232
165.01,110.189
165.11,110.146
165.21,110.103
165.31,110.06
165.41,110.017
165.51,109.974
165.61,109.931
165.71,109.888
165.81,109.845
165.91,109.803
166.01,109.76
166.11,109.717
166.21,109.675
166.31,109.632
166.41,109.59
166.51,109.547
166.61,109.505
166.71,109.462
166.81,109.42
166.91,109.378
167.01,109.336
167.11,109.293
167.21,109.251
167.31,109.209
167.41,109.167
