# TOPAS/Geant4 C-12 electronic stopping power in Water_75eV; 0.01+0.1*n MeV/u grid.
energy_MeVu,stopping_power_MeV_per_mm
99.51,26.2292
99.61,26.2096
99.71,26.1901
99.81,26.1707
99.91,26.1512
100.01,26.1319
100.11,26.1125
100.21,26.0932
100.31,26.0739
100.41,26.0546
100.51,26.0354
100.61,26.0162
100.71,25.9971
100.81,25.978
100.91,25.9589
101.01,25.9399
101.11,25.9209
101.21,25.9019
101.31,25.883
101.41,25.8641
101.51,25.8452
101.61,25.8264
101.71,25.8076
101.81,25.7889
101.91,25.7701
102.01,25.7514
102.11,25.7328
102.21,25.7142
102.31,25.6956
102.41,25.677
102.51,25.6585
102.61,25.64
102.71,25.6216
102.81,25.6032
102.91,25.5848
103.01,25.5664
103.11,25.5481
103.21,25.5298
103.31,25.5116
103.41,25.4934
103.51,25.4752
103.61,25.457
103.71,25.4389
103.81,25.4208
103.91,25.4028
104.01,25.3848
104.11,25.3668
104.21,25.3488
104.31,25.3309
104.41,25.313
104.51,25.2952
104.61,25.2773
104.71,25.2596
104.81,25.2418
104.91,25.2241
105.01,25.2064
105.11,25.1887
105.21,25.1711
105.31,25.1535
105.41,25.1359
105.51,25.1184
105.61,25.1008
105.71,25.0834
105.81,25.0659
105.91,25.0485
106.01,25.0311
106.11,25.0138
106.21,24.9964
106.31,24.9791
106.41,24.9619
106.51,24.9447
106.61,24.9275
106.71,24.9103
106.81,24.8931
106.91,24.876
107.01,24.859
107.11,24.8419
107.21,24.8249
107.31,24.8079
107.41,24.7909
107.51,24.774
107.61,24.7571
107.71,24.7402
107.81,24.7234
107.91,24.7066
108.01,24.6898
108.11,24.673
108.21,24.6563
108.31,24.6396
108.41,24.6229
108.51,24.6063
108.61,24.5897
108.71,24.5731
108.81,24.5566
108.91,24.54
109.01,24.5235
109.11,24.5071
109.21,24.4906
109.31,24.4742
109.41,24.4579
109.51,24.4415
109.61,24.4252
109.71,24.4089
109.81,24.3926
109.91,24.3764
110.01,24.3602
110.11,24.344
110.21,24.3278
110.31,24.3117
110.41,24.2956
