energy_MeV_per_u,water_macroscopic_cross_section_per_mm
210.15,0.000489814
210.16,0.000489807
210.17,0.000489801
210.18,0.000489794
210.19,0.000489787
210.2,0.00048978
210.21,0.000489774
210.22,0.000489767
210.23,0.00048976
210.24,0.000489753
210.25,0.000489746
210.26,0.00048974
210.27,0.000489733
210.28,0.000489726
210.29,0.000489719
210.3,0.000489713
210.31,0.000489706
210.32,0.000489699
210.33,0.000489692
210.34,0.000489685
210.35,0.000489679
210.36,0.000489672
210.37,0.000489665
210.38,0.000489658
210.39,0.000489652
210.4,0.000489645
210.41,0.000489638
210.42,0.000489631
210.43,0.000489624
210.44,0.000489618
210.45,0.000489611
210.46,0.000489604
210.47,0.000489597
210.48,0.000489591
210.49,0.000489584
210.5,0.000489577
210.51,0.00048957
210.52,0.000489564
210.53,0.000489557
210.54,0.00048955
210.55,0.000489543
210.56,0.000489536
210.57,0.00048953
210.58,0.000489523
210.59,0.000489516
210.6,0.000489509
210.61,0.000489503
210.62,0.000489496
210.63,0.000489489
210.64,0.000489482
210.65,0.000489475
210.66,0.000489469
210.67,0.000489462
210.68,0.000489455
210.69,0.000489448
210.7,0.000489442
210.71,0.000489435
210.72,0.000489428
210.73,0.000489421
210.74,0.000489414
210.75,0.000489408
210.76,0.000489401
210.77,0.000489394
210.78,0.000489387
210.79,0.000489381
210.8,0.000489374
210.81,0.000489367
210.82,0.00048936
210.83,0.000489354
210.84,0.000489347
210.85,0.00048934
210.86,0.000489333
210.87,0.000489326
210.88,0.00048932
210.89,0.000489313
210.9,0.000489306
210.91,0.000489299
210.92,0.000489293
210.93,0.000489286
210.94,0.000489279
210.95,0.000489272
210.96,0.000489265
210.97,0.000489259
210.98,0.000489252
210.99,0.000489245
211,0.000489238
211.01,0.000489232
211.02,0.000489225
211.03,0.000489218
211.04,0.000489211
211.05,0.000489205
211.06,0.000489198
211.07,0.000489191
211.08,0.000489184
211.09,0.000489177
211.1,0.000489171
211.11,0.000489164
211.12,0.000489157
211.13,0.00048915
211.14,0.000489144
211.15,0.000489137
211.16,0.00048913
211.17,0.000489123
211.18,0.000489117
211.19,0.00048911
211.2,0.000489103
211.21,0.000489096
211.22,0.000489089
211.23,0.000489083
211.24,0.000489076
211.25,0.000489069
211.26,0.000489062
211.27,0.000489056
211.28,0.000489049
211.29,0.000489042
211.3,0.000489035
211.31,0.000489028
211.32,0.000489022
211.33,0.000489015
211.34,0.000489008
211.35,0.000489001
211.36,0.000488995
211.37,0.000488988
211.38,0.000488981
211.39,0.000488974
211.4,0.000488968
211.41,0.000488961
211.42,0.000488954
211.43,0.000488947
211.44,0.00048894
211.45,0.000488934
211.46,0.000488927
211.47,0.00048892
211.48,0.000488913
211.49,0.000488907
211.5,0.0004889
211.51,0.000488893
211.52,0.000488886
211.53,0.00048888
211.54,0.000488873
211.55,0.000488866
211.56,0.000488859
211.57,0.000488852
211.58,0.000488846
211.59,0.000488839
211.6,0.000488832
211.61,0.000488825
211.62,0.000488819
211.63,0.000488812
211.64,0.000488805
211.65,0.000488798
211.66,0.000488792
211.67,0.000488785
211.68,0.000488778
211.69,0.000488771
211.7,0.000488764
211.71,0.000488758
211.72,0.000488751
211.73,0.000488744
211.74,0.000488737
211.75,0.000488731
211.76,0.000488724
211.77,0.000488717
211.78,0.00048871
211.79,0.000488704
211.8,0.000488697
211.81,0.00048869
211.82,0.000488683
211.83,0.000488677
211.84,0.00048867
211.85,0.000488663
211.86,0.000488656
211.87,0.000488649
211.88,0.000488643
211.89,0.000488636
211.9,0.000488629
211.91,0.000488622
211.92,0.000488616
211.93,0.000488609
211.94,0.000488602
211.95,0.000488595
211.96,0.000488589
211.97,0.000488582
211.98,0.000488575
211.99,0.000488568
212,0.000488561
212.01,0.000488555
212.02,0.000488548
212.03,0.000488541
212.04,0.000488534
212.05,0.000488528
212.06,0.000488521
212.07,0.000488514
212.08,0.000488507
212.09,0.000488501
212.1,0.000488494
212.11,0.000488487
212.12,0.00048848
212.13,0.000488474
212.14,0.000488467
212.15,0.00048846
212.16,0.000488453
212.17,0.000488446
212.18,0.00048844
212.19,0.000488433
212.2,0.000488426
212.21,0.000488419
212.22,0.000488413
212.23,0.000488406
212.24,0.000488399
212.25,0.000488392
212.26,0.000488386
212.27,0.000488379
212.28,0.000488372
212.29,0.000488365
212.3,0.000488359
212.31,0.000488352
212.32,0.000488345
212.33,0.000488338
212.34,0.000488331
212.35,0.000488325
212.36,0.000488318
212.37,0.000488311
212.38,0.000488304
212.39,0.000488298
212.4,0.000488291
212.41,0.000488284
212.42,0.000488277
212.43,0.000488271
212.44,0.000488264
212.45,0.000488257
212.46,0.00048825
212.47,0.000488244
212.48,0.000488237
212.49,0.00048823
212.5,0.000488223
212.51,0.000488217
212.52,0.00048821
212.53,0.000488203
212.54,0.000488196
212.55,0.000488189
212.56,0.000488183
212.57,0.000488176
212.58,0.000488169
212.59,0.000488162
212.6,0.000488156
212.61,0.000488149
212.62,0.000488142
212.63,0.000488135
212.64,0.000488129
212.65,0.000488122
212.66,0.000488115
212.67,0.000488108
212.68,0.000488102
212.69,0.000488095
212.7,0.000488088
212.71,0.000488081
212.72,0.000488075
212.73,0.000488068
212.74,0.000488061
212.75,0.000488054
212.76,0.000488047
212.77,0.000488041
212.78,0.000488034
212.79,0.000488027
212.8,0.00048802
212.81,0.000488014
212.82,0.000488007
212.83,0.000488
212.84,0.000487993
212.85,0.000487987
212.86,0.00048798
212.87,0.000487973
212.88,0.000487966
212.89,0.00048796
212.9,0.000487953
212.91,0.000487946
212.92,0.000487939
212.93,0.000487933
212.94,0.000487926
212.95,0.000487919
212.96,0.000487912
212.97,0.000487905
212.98,0.000487899
212.99,0.000487892
213,0.000487885
213.01,0.000487878
213.02,0.000487872
213.03,0.000487865
213.04,0.000487858
213.05,0.000487851
213.06,0.000487845
213.07,0.000487838
213.08,0.000487831
213.09,0.000487824
213.1,0.000487818
213.11,0.000487811
213.12,0.000487804
213.13,0.000487797
213.14,0.000487791
213.15,0.000487784
213.16,0.000487777
213.17,0.00048777
213.18,0.000487764
213.19,0.000487757
213.2,0.00048775
213.21,0.000487743
213.22,0.000487736
213.23,0.00048773
213.24,0.000487723
213.25,0.000487716
213.26,0.000487709
213.27,0.000487703
213.28,0.000487696
213.29,0.000487689
213.3,0.000487682
213.31,0.000487676
213.32,0.000487669
213.33,0.000487662
213.34,0.000487655
213.35,0.000487649
213.36,0.000487642
213.37,0.000487635
213.38,0.000487628
213.39,0.000487622
213.4,0.000487615
213.41,0.000487608
213.42,0.000487601
213.43,0.000487595
213.44,0.000487588
213.45,0.000487581
213.46,0.000487574
213.47,0.000487568
213.48,0.000487561
213.49,0.000487554
213.5,0.000487547
213.51,0.000487541
213.52,0.000487534
213.53,0.000487527
213.54,0.00048752
213.55,0.000487513
213.56,0.000487507
213.57,0.0004875
213.58,0.000487493
213.59,0.000487486
213.6,0.00048748
213.61,0.000487473
213.62,0.000487466
213.63,0.000487459
213.64,0.000487453
213.65,0.000487446
213.66,0.000487439
213.67,0.000487432
213.68,0.000487426
213.69,0.000487419
213.7,0.000487412
213.71,0.000487405
213.72,0.000487399
213.73,0.000487392
213.74,0.000487385
213.75,0.000487378
213.76,0.000487372
213.77,0.000487365
213.78,0.000487358
213.79,0.000487351
213.8,0.000487345
213.81,0.000487338
213.82,0.000487331
213.83,0.000487324
213.84,0.000487318
213.85,0.000487311
213.86,0.000487304
213.87,0.000487297
213.88,0.000487291
213.89,0.000487284
213.9,0.000487277
213.91,0.00048727
213.92,0.000487264
213.93,0.000487257
213.94,0.00048725
213.95,0.000487243
213.96,0.000487236
213.97,0.00048723
213.98,0.000487223
213.99,0.000487216
214,0.000487209
214.01,0.000487203
214.02,0.000487196
214.03,0.000487189
214.04,0.000487182
214.05,0.000487176
214.06,0.000487169
214.07,0.000487162
214.08,0.000487155
214.09,0.000487149
214.1,0.000487142
214.11,0.000487135
214.12,0.000487128
214.13,0.000487122
214.14,0.000487115
214.15,0.000487108
214.16,0.000487101
214.17,0.000487095
214.18,0.000487088
214.19,0.000487081
214.2,0.000487074
214.21,0.000487068
214.22,0.000487061
214.23,0.000487054
214.24,0.000487047
214.25,0.000487041
214.26,0.000487034
214.27,0.000487027
214.28,0.00048702
214.29,0.000487014
214.3,0.000487007
214.31,0.000487
214.32,0.000486993
214.33,0.000486987
214.34,0.00048698
214.35,0.000486973
214.36,0.000486966
214.37,0.00048696
214.38,0.000486953
214.39,0.000486946
214.4,0.000486939
214.41,0.000486933
214.42,0.000486926
214.43,0.000486919
214.44,0.000486912
214.45,0.000486906
214.46,0.000486899
214.47,0.000486892
214.48,0.000486885
214.49,0.000486879
214.5,0.000486872
214.51,0.000486865
214.52,0.000486858
214.53,0.000486852
214.54,0.000486845
214.55,0.000486838
214.56,0.000486831
214.57,0.000486825
214.58,0.000486818
214.59,0.000486811
214.6,0.000486804
214.61,0.000486798
214.62,0.000486791
214.63,0.000486784
214.64,0.000486777
214.65,0.000486771
214.66,0.000486764
214.67,0.000486757
214.68,0.00048675
214.69,0.000486744
214.7,0.000486737
214.71,0.00048673
214.72,0.000486723
214.73,0.000486717
214.74,0.00048671
214.75,0.000486703
214.76,0.000486696
214.77,0.00048669
214.78,0.000486683
214.79,0.000486676
214.8,0.000486669
214.81,0.000486663
214.82,0.000486656
214.83,0.000486649
214.84,0.000486642
214.85,0.000486636
214.86,0.000486629
214.87,0.000486622
214.88,0.000486615
214.89,0.000486609
214.9,0.000486602
214.91,0.000486595
214.92,0.000486588
214.93,0.000486582
214.94,0.000486575
214.95,0.000486568
214.96,0.000486561
214.97,0.000486555
214.98,0.000486548
214.99,0.000486541
215,0.000486534
215.01,0.000486528
215.02,0.000486521
215.03,0.000486514
215.04,0.000486507
215.05,0.000486501
215.06,0.000486494
215.07,0.000486487
215.08,0.00048648
215.09,0.000486474
215.1,0.000486467
215.11,0.00048646
215.12,0.000486453
215.13,0.000486447
215.14,0.00048644
215.15,0.000486433
215.16,0.000486426
215.17,0.00048642
215.18,0.000486413
215.19,0.000486406
215.2,0.000486399
215.21,0.000486393
215.22,0.000486386
215.23,0.000486379
215.24,0.000486372
215.25,0.000486366
215.26,0.000486359
215.27,0.000486352
215.28,0.000486345
215.29,0.000486339
215.3,0.000486332
215.31,0.000486325
215.32,0.000486318
215.33,0.000486312
215.34,0.000486305
215.35,0.000486298
215.36,0.000486291
215.37,0.000486285
215.38,0.000486278
215.39,0.000486271
215.4,0.000486264
215.41,0.000486258
215.42,0.000486251
215.43,0.000486244
215.44,0.000486237
215.45,0.000486231
215.46,0.000486224
215.47,0.000486217
215.48,0.00048621
215.49,0.000486204
215.5,0.000486197
215.51,0.00048619
215.52,0.000486183
215.53,0.000486177
215.54,0.00048617
215.55,0.000486163
215.56,0.000486156
215.57,0.00048615
215.58,0.000486143
215.59,0.000486136
215.6,0.000486129
215.61,0.000486123
215.62,0.000486116
215.63,0.000486109
215.64,0.000486102
215.65,0.000486096
215.66,0.000486089
215.67,0.000486082
215.68,0.000486075
215.69,0.000486069
215.7,0.000486062
215.71,0.000486055
215.72,0.000486048
215.73,0.000486042
215.74,0.000486035
215.75,0.000486028
215.76,0.000486021
215.77,0.000486015
215.78,0.000486008
215.79,0.000486001
215.8,0.000485994
215.81,0.000485988
215.82,0.000485981
215.83,0.000485974
215.84,0.000485968
215.85,0.000485961
215.86,0.000485954
215.87,0.000485947
215.88,0.000485941
215.89,0.000485934
215.9,0.000485927
215.91,0.00048592
215.92,0.000485914
215.93,0.000485907
215.94,0.0004859
215.95,0.000485893
215.96,0.000485887
215.97,0.00048588
215.98,0.000485873
215.99,0.000485866
216,0.00048586
216.01,0.000485853
216.02,0.000485846
216.03,0.000485839
216.04,0.000485833
216.05,0.000485826
216.06,0.000485819
216.07,0.000485812
216.08,0.000485806
216.09,0.000485799
216.1,0.000485792
216.11,0.000485785
216.12,0.000485779
216.13,0.000485772
216.14,0.000485765
216.15,0.000485758
216.16,0.000485752
216.17,0.000485745
216.18,0.000485738
216.19,0.000485731
216.2,0.000485725
216.21,0.000485718
216.22,0.000485711
216.23,0.000485704
216.24,0.000485698
216.25,0.000485691
216.26,0.000485684
216.27,0.000485678
216.28,0.000485671
216.29,0.000485664
216.3,0.000485657
216.31,0.000485651
216.32,0.000485644
216.33,0.000485637
216.34,0.00048563
216.35,0.000485624
216.36,0.000485617
216.37,0.00048561
216.38,0.000485603
216.39,0.000485597
216.4,0.00048559
216.41,0.000485583
216.42,0.000485576
216.43,0.00048557
216.44,0.000485563
216.45,0.000485556
216.46,0.000485549
216.47,0.000485543
216.48,0.000485536
216.49,0.000485529
216.5,0.000485522
216.51,0.000485516
216.52,0.000485509
216.53,0.000485502
216.54,0.000485495
216.55,0.000485489
216.56,0.000485482
216.57,0.000485475
216.58,0.000485468
216.59,0.000485462
216.6,0.000485455
216.61,0.000485448
216.62,0.000485442
216.63,0.000485435
216.64,0.000485428
216.65,0.000485421
216.66,0.000485415
216.67,0.000485408
216.68,0.000485401
216.69,0.000485394
216.7,0.000485388
216.71,0.000485381
216.72,0.000485374
216.73,0.000485367
216.74,0.000485361
216.75,0.000485354
216.76,0.000485347
216.77,0.00048534
216.78,0.000485334
216.79,0.000485327
216.8,0.00048532
216.81,0.000485313
216.82,0.000485307
216.83,0.0004853
216.84,0.000485293
216.85,0.000485286
216.86,0.00048528
216.87,0.000485273
216.88,0.000485266
216.89,0.00048526
216.9,0.000485253
216.91,0.000485246
216.92,0.000485239
216.93,0.000485233
216.94,0.000485226
216.95,0.000485219
216.96,0.000485212
216.97,0.000485206
216.98,0.000485199
216.99,0.000485192
217,0.000485185
217.01,0.000485179
217.02,0.000485172
217.03,0.000485165
217.04,0.000485158
217.05,0.000485152
217.06,0.000485145
217.07,0.000485138
217.08,0.000485131
217.09,0.000485125
217.1,0.000485118
217.11,0.000485111
217.12,0.000485105
217.13,0.000485098
217.14,0.000485091
217.15,0.000485084
217.16,0.000485078
217.17,0.000485071
217.18,0.000485064
217.19,0.000485057
217.2,0.000485051
217.21,0.000485044
217.22,0.000485037
217.23,0.00048503
217.24,0.000485024
217.25,0.000485017
217.26,0.00048501
217.27,0.000485003
217.28,0.000484997
217.29,0.00048499
217.3,0.000484983
217.31,0.000484976
217.32,0.00048497
217.33,0.000484963
217.34,0.000484956
217.35,0.00048495
217.36,0.000484943
217.37,0.000484936
217.38,0.000484929
217.39,0.000484923
217.4,0.000484916
217.41,0.000484909
217.42,0.000484902
217.43,0.000484896
217.44,0.000484889
217.45,0.000484882
217.46,0.000484875
217.47,0.000484869
217.48,0.000484862
217.49,0.000484855
217.5,0.000484848
217.51,0.000484842
217.52,0.000484835
217.53,0.000484828
217.54,0.000484822
217.55,0.000484815
217.56,0.000484808
217.57,0.000484801
217.58,0.000484795
217.59,0.000484788
217.6,0.000484781
217.61,0.000484774
217.62,0.000484768
217.63,0.000484761
217.64,0.000484754
217.65,0.000484747
217.66,0.000484741
217.67,0.000484734
217.68,0.000484727
217.69,0.00048472
217.7,0.000484714
217.71,0.000484707
217.72,0.0004847
217.73,0.000484694
217.74,0.000484687
217.75,0.00048468
217.76,0.000484673
217.77,0.000484667
217.78,0.00048466
217.79,0.000484653
217.8,0.000484646
217.81,0.00048464
217.82,0.000484633
217.83,0.000484626
217.84,0.000484619
217.85,0.000484613
217.86,0.000484606
217.87,0.000484599
217.88,0.000484592
217.89,0.000484586
217.9,0.000484579
217.91,0.000484572
217.92,0.000484566
217.93,0.000484559
217.94,0.000484552
217.95,0.000484545
217.96,0.000484539
217.97,0.000484532
217.98,0.000484525
217.99,0.000484518
218,0.000484512
218.01,0.000484505
218.02,0.000484498
218.03,0.000484491
218.04,0.000484485
218.05,0.000484478
218.06,0.000484471
218.07,0.000484464
218.08,0.000484458
218.09,0.000484451
218.1,0.000484444
218.11,0.000484438
218.12,0.000484431
218.13,0.000484424
218.14,0.000484417
218.15,0.000484411
218.16,0.000484404
218.17,0.000484397
218.18,0.00048439
218.19,0.000484384
218.2,0.000484377
218.21,0.00048437
218.22,0.000484363
218.23,0.000484357
218.24,0.00048435
218.25,0.000484343
218.26,0.000484337
218.27,0.00048433
218.28,0.000484323
218.29,0.000484316
218.3,0.00048431
218.31,0.000484303
218.32,0.000484296
218.33,0.000484289
218.34,0.000484283
218.35,0.000484276
218.36,0.000484269
218.37,0.000484262
218.38,0.000484256
218.39,0.000484249
218.4,0.000484242
218.41,0.000484236
218.42,0.000484229
218.43,0.000484222
218.44,0.000484215
218.45,0.000484209
218.46,0.000484202
218.47,0.000484195
218.48,0.000484188
218.49,0.000484182
218.5,0.000484175
218.51,0.000484168
218.52,0.000484161
218.53,0.000484155
218.54,0.000484148
218.55,0.000484141
218.56,0.000484135
218.57,0.000484128
218.58,0.000484121
218.59,0.000484114
218.6,0.000484108
218.61,0.000484101
218.62,0.000484094
218.63,0.000484087
218.64,0.000484081
218.65,0.000484074
218.66,0.000484067
218.67,0.00048406
218.68,0.000484054
218.69,0.000484047
218.7,0.00048404
218.71,0.000484034
218.72,0.000484027
218.73,0.00048402
218.74,0.000484013
218.75,0.000484007
218.76,0.000484
218.77,0.000483993
218.78,0.000483986
218.79,0.00048398
218.8,0.000483973
218.81,0.000483966
218.82,0.000483959
218.83,0.000483953
218.84,0.000483946
218.85,0.000483939
218.86,0.000483933
218.87,0.000483926
218.88,0.000483919
218.89,0.000483912
218.9,0.000483906
218.91,0.000483899
218.92,0.000483892
218.93,0.000483885
218.94,0.000483879
218.95,0.000483872
218.96,0.000483865
218.97,0.000483859
218.98,0.000483852
218.99,0.000483845
219,0.000483838
219.01,0.000483832
219.02,0.000483825
219.03,0.000483818
219.04,0.000483811
219.05,0.000483805
219.06,0.000483798
219.07,0.000483791
219.08,0.000483784
219.09,0.000483778
219.1,0.000483771
219.11,0.000483764
219.12,0.000483758
219.13,0.000483751
219.14,0.000483744
219.15,0.000483737
219.16,0.000483731
219.17,0.000483724
219.18,0.000483717
219.19,0.00048371
219.2,0.000483704
219.21,0.000483697
219.22,0.00048369
219.23,0.000483684
219.24,0.000483677
219.25,0.00048367
219.26,0.000483663
219.27,0.000483657
219.28,0.00048365
219.29,0.000483643
219.3,0.000483636
219.31,0.00048363
219.32,0.000483623
219.33,0.000483616
219.34,0.000483609
219.35,0.000483603
219.36,0.000483596
219.37,0.000483589
219.38,0.000483583
219.39,0.000483576
219.4,0.000483569
219.41,0.000483562
219.42,0.000483556
219.43,0.000483549
219.44,0.000483542
219.45,0.000483535
219.46,0.000483529
219.47,0.000483522
219.48,0.000483515
219.49,0.000483509
219.5,0.000483502
219.51,0.000483495
219.52,0.000483488
219.53,0.000483482
219.54,0.000483475
219.55,0.000483468
219.56,0.000483461
219.57,0.000483455
219.58,0.000483448
219.59,0.000483441
219.6,0.000483435
219.61,0.000483428
219.62,0.000483421
219.63,0.000483414
219.64,0.000483408
219.65,0.000483401
219.66,0.000483394
219.67,0.000483387
219.68,0.000483381
219.69,0.000483374
219.7,0.000483367
219.71,0.000483361
219.72,0.000483354
219.73,0.000483347
219.74,0.00048334
219.75,0.000483334
219.76,0.000483327
219.77,0.00048332
219.78,0.000483313
219.79,0.000483307
219.8,0.0004833
219.81,0.000483293
219.82,0.000483286
219.83,0.00048328
219.84,0.000483273
219.85,0.000483266
219.86,0.00048326
219.87,0.000483253
219.88,0.000483246
219.89,0.000483239
219.9,0.000483233
219.91,0.000483226
219.92,0.000483219
219.93,0.000483212
219.94,0.000483206
219.95,0.000483199
219.96,0.000483192
219.97,0.000483186
219.98,0.000483179
219.99,0.000483172
220,0.000483165
220.01,0.000483159
220.02,0.000483152
220.03,0.000483145
220.04,0.000483138
220.05,0.000483132
220.06,0.000483125
220.07,0.000483118
220.08,0.000483112
220.09,0.000483105
220.1,0.000483098
220.11,0.000483091
220.12,0.000483085
220.13,0.000483078
220.14,0.000483071
220.15,0.000483064
220.16,0.000483058
220.17,0.000483051
220.18,0.000483044
220.19,0.000483038
220.2,0.000483031
220.21,0.000483024
220.22,0.000483017
220.23,0.000483011
220.24,0.000483004
220.25,0.000482997
220.26,0.000482991
220.27,0.000482984
220.28,0.000482977
220.29,0.00048297
220.3,0.000482964
220.31,0.000482957
220.32,0.00048295
220.33,0.000482943
220.34,0.000482937
220.35,0.00048293
220.36,0.000482923
220.37,0.000482917
220.38,0.00048291
220.39,0.000482903
220.4,0.000482896
220.41,0.00048289
220.42,0.000482883
220.43,0.000482876
220.44,0.000482869
220.45,0.000482863
220.46,0.000482856
220.47,0.000482849
220.48,0.000482843
220.49,0.000482836
220.5,0.000482829
220.51,0.000482822
220.52,0.000482816
220.53,0.000482809
220.54,0.000482802
220.55,0.000482795
220.56,0.000482789
220.57,0.000482782
220.58,0.000482775
220.59,0.000482769
220.6,0.000482762
220.61,0.000482755
220.62,0.000482748
220.63,0.000482742
220.64,0.000482735
220.65,0.000482728
220.66,0.000482721
220.67,0.000482715
220.68,0.000482708
220.69,0.000482701
220.7,0.000482695
220.71,0.000482688
220.72,0.000482681
220.73,0.000482674
220.74,0.000482668
220.75,0.000482661
220.76,0.000482654
220.77,0.000482648
220.78,0.000482641
220.79,0.000482634
220.8,0.000482627
220.81,0.000482621
220.82,0.000482614
220.83,0.000482607
220.84,0.0004826
220.85,0.000482594
220.86,0.000482587
220.87,0.00048258
220.88,0.000482574
220.89,0.000482567
220.9,0.00048256
220.91,0.000482553
220.92,0.000482547
220.93,0.00048254
220.94,0.000482533
220.95,0.000482526
220.96,0.00048252
220.97,0.000482513
220.98,0.000482506
220.99,0.0004825
221,0.000482493
221.01,0.000482486
221.02,0.000482479
221.03,0.000482473
221.04,0.000482466
221.05,0.000482459
221.06,0.000482453
221.07,0.000482446
221.08,0.000482439
221.09,0.000482432
221.1,0.000482426
221.11,0.000482419
221.12,0.000482412
221.13,0.000482405
221.14,0.000482399
221.15,0.000482392
221.16,0.000482385
221.17,0.000482379
221.18,0.000482372
221.19,0.000482365
221.2,0.000482358
221.21,0.000482352
221.22,0.000482345
221.23,0.000482338
221.24,0.000482332
221.25,0.000482325
221.26,0.000482318
221.27,0.000482311
221.28,0.000482305
221.29,0.000482298
221.3,0.000482291
221.31,0.000482284
221.32,0.000482278
221.33,0.000482271
221.34,0.000482264
221.35,0.000482258
221.36,0.000482251
221.37,0.000482244
221.38,0.000482237
221.39,0.000482231
221.4,0.000482224
221.41,0.000482217
221.42,0.000482211
221.43,0.000482204
221.44,0.000482197
221.45,0.00048219
221.46,0.000482184
221.47,0.000482177
221.48,0.00048217
221.49,0.000482163
221.5,0.000482157
221.51,0.00048215
221.52,0.000482143
221.53,0.000482137
221.54,0.00048213
221.55,0.000482123
221.56,0.000482116
221.57,0.00048211
221.58,0.000482103
221.59,0.000482096
221.6,0.00048209
221.61,0.000482083
221.62,0.000482076
221.63,0.000482069
221.64,0.000482063
221.65,0.000482056
221.66,0.000482049
221.67,0.000482042
221.68,0.000482036
221.69,0.000482029
221.7,0.000482022
221.71,0.000482016
221.72,0.000482009
221.73,0.000482002
221.74,0.000481995
221.75,0.000481989
221.76,0.000481982
221.77,0.000481975
221.78,0.000481969
221.79,0.000481962
221.8,0.000481955
221.81,0.000481948
221.82,0.000481942
221.83,0.000481935
221.84,0.000481928
221.85,0.000481921
221.86,0.000481915
221.87,0.000481908
221.88,0.000481901
221.89,0.000481895
221.9,0.000481888
221.91,0.000481881
221.92,0.000481874
221.93,0.000481868
221.94,0.000481861
221.95,0.000481854
221.96,0.000481848
221.97,0.000481841
221.98,0.000481834
221.99,0.000481827
222,0.000481821
222.01,0.000481814
222.02,0.000481807
222.03,0.000481801
222.04,0.000481794
222.05,0.000481787
222.06,0.00048178
222.07,0.000481774
222.08,0.000481767
222.09,0.00048176
222.1,0.000481753
222.11,0.000481747
222.12,0.00048174
222.13,0.000481733
222.14,0.000481727
222.15,0.00048172
222.16,0.000481713
222.17,0.000481706
222.18,0.0004817
222.19,0.000481693
222.2,0.000481686
222.21,0.00048168
222.22,0.000481673
222.23,0.000481666
222.24,0.000481659
222.25,0.000481653
222.26,0.000481646
222.27,0.000481639
222.28,0.000481633
222.29,0.000481626
222.3,0.000481619
222.31,0.000481612
222.32,0.000481606
222.33,0.000481599
222.34,0.000481592
222.35,0.000481585
222.36,0.000481579
222.37,0.000481572
222.38,0.000481565
222.39,0.000481559
222.4,0.000481552
222.41,0.000481545
222.42,0.000481538
222.43,0.000481532
222.44,0.000481525
222.45,0.000481518
222.46,0.000481512
222.47,0.000481505
222.48,0.000481498
222.49,0.000481491
222.5,0.000481485
222.51,0.000481478
222.52,0.000481471
222.53,0.000481465
222.54,0.000481458
222.55,0.000481451
222.56,0.000481444
222.57,0.000481438
222.58,0.000481431
222.59,0.000481424
222.6,0.000481418
222.61,0.000481411
222.62,0.000481404
222.63,0.000481397
222.64,0.000481391
222.65,0.000481384
222.66,0.000481377
222.67,0.000481371
222.68,0.000481364
222.69,0.000481357
222.7,0.00048135
222.71,0.000481344
222.72,0.000481337
222.73,0.00048133
222.74,0.000481323
222.75,0.000481317
222.76,0.00048131
222.77,0.000481303
222.78,0.000481297
222.79,0.00048129
222.8,0.000481283
222.81,0.000481276
222.82,0.00048127
222.83,0.000481263
222.84,0.000481256
222.85,0.00048125
222.86,0.000481243
222.87,0.000481236
222.88,0.000481229
222.89,0.000481223
222.9,0.000481216
222.91,0.000481209
222.92,0.000481203
222.93,0.000481196
222.94,0.000481189
222.95,0.000481182
222.96,0.000481176
222.97,0.000481169
222.98,0.000481162
222.99,0.000481156
223,0.000481149
223.01,0.000481142
223.02,0.000481135
223.03,0.000481129
223.04,0.000481122
223.05,0.000481115
223.06,0.000481109
223.07,0.000481102
223.08,0.000481095
223.09,0.000481088
223.1,0.000481082
223.11,0.000481075
223.12,0.000481068
223.13,0.000481062
223.14,0.000481055
223.15,0.000481048
223.16,0.000481041
223.17,0.000481035
223.18,0.000481028
223.19,0.000481021
223.2,0.000481015
223.21,0.000481008
223.22,0.000481001
223.23,0.000480994
223.24,0.000480988
223.25,0.000480981
223.26,0.000480974
223.27,0.000480967
223.28,0.000480961
223.29,0.000480954
223.3,0.000480947
223.31,0.000480941
223.32,0.000480934
223.33,0.000480927
223.34,0.00048092
223.35,0.000480914
223.36,0.000480907
223.37,0.0004809
223.38,0.000480894
223.39,0.000480887
223.4,0.00048088
223.41,0.000480873
223.42,0.000480867
223.43,0.00048086
223.44,0.000480853
223.45,0.000480847
223.46,0.00048084
223.47,0.000480833
223.48,0.000480826
223.49,0.00048082
223.5,0.000480813
223.51,0.000480806
223.52,0.0004808
223.53,0.000480793
223.54,0.000480786
223.55,0.000480779
223.56,0.000480773
223.57,0.000480766
223.58,0.000480759
223.59,0.000480753
223.6,0.000480746
223.61,0.000480739
223.62,0.000480732
223.63,0.000480726
223.64,0.000480719
223.65,0.000480712
223.66,0.000480706
223.67,0.000480699
223.68,0.000480692
223.69,0.000480685
223.7,0.000480679
223.71,0.000480672
223.72,0.000480665
223.73,0.000480659
223.74,0.000480652
223.75,0.000480645
223.76,0.000480638
223.77,0.000480632
223.78,0.000480625
223.79,0.000480618
223.8,0.000480612
223.81,0.000480605
223.82,0.000480598
223.83,0.000480591
223.84,0.000480585
223.85,0.000480578
223.86,0.000480571
223.87,0.000480565
223.88,0.000480558
223.89,0.000480551
223.9,0.000480544
223.91,0.000480538
223.92,0.000480531
223.93,0.000480524
223.94,0.000480518
223.95,0.000480511
223.96,0.000480504
223.97,0.000480497
223.98,0.000480491
223.99,0.000480484
224,0.000480477
224.01,0.000480471
224.02,0.000480464
224.03,0.000480457
224.04,0.00048045
224.05,0.000480444
224.06,0.000480437
224.07,0.00048043
224.08,0.000480424
224.09,0.000480417
224.1,0.00048041
224.11,0.000480403
224.12,0.000480397
224.13,0.00048039
224.14,0.000480383
