energy_MeVu,total_kinetic_energy_MeV,electronic_stopping_power_MeV_per_mm,total_stopping_power_MeV_per_mm,csda_range_mm
65,780,62.3253,62.3253,0
66,792,61.5934,61.5934,0
67,804,60.8818,60.8818,0
68,816,60.1897,60.1897,0
69,828,59.5162,59.5162,0
70,840,58.8607,58.8607,0
71,852,58.2224,58.2224,0
72,864,57.6006,57.6006,0
73,876,56.9947,56.9947,0
74,888,56.4041,56.4041,0
75,900,55.8283,55.8283,0
76,912,55.2665,55.2665,0
77,924,54.7184,54.7184,0
78,936,54.1835,54.1835,0
79,948,53.6612,53.6612,0
80,960,53.1511,53.1511,0
81,972,52.6529,52.6529,0
82,984,52.166,52.166,0
83,996,51.6901,51.6901,0
84,1008,51.2249,51.2249,0
85,1020,50.7698,50.7698,0
86,1032,50.3247,50.3247,0
87,1044,49.8892,49.8892,0
88,1056,49.4629,49.4629,0
89,1068,49.0456,49.0456,0
90,1080,48.637,48.637,0
91,1092,48.2368,48.2368,0
92,1104,47.8447,47.8447,0
93,1116,47.4605,47.4605,0
94,1128,47.084,47.084,0
95,1140,46.7148,46.7148,0
96,1152,46.3529,46.3529,0
97,1164,45.998,45.998,0
98,1176,45.6498,45.6498,0
99,1188,45.3082,45.3082,0
100,1200,44.973,44.973,0
101,1212,44.644,44.644,0
102,1224,44.3211,44.3211,0
103,1236,44.004,44.004,0
104,1248,43.6927,43.6927,0
105,1260,43.3869,43.3869,0
106,1272,43.0865,43.0865,0
107,1284,42.7914,42.7914,0
108,1296,42.5014,42.5014,0
109,1308,42.2164,42.2164,0
110,1320,41.9363,41.9363,0
111,1332,41.661,41.661,0
112,1344,41.3902,41.3902,0
113,1356,41.124,41.124,0
114,1368,40.8622,40.8622,0
115,1380,40.6047,40.6047,0
116,1392,40.3514,40.3514,0
117,1404,40.1022,40.1022,0
118,1416,39.857,39.857,0
119,1428,39.6156,39.6156,0
120,1440,39.3781,39.3781,0
121,1452,39.1443,39.1443,0
122,1464,38.9141,38.9141,0
123,1476,38.6875,38.6875,0
124,1488,38.4644,38.4644,0
125,1500,38.2446,38.2446,0
126,1512,38.0281,38.0281,0
127,1524,37.8149,37.8149,0
128,1536,37.6049,37.6049,0
129,1548,37.3979,37.3979,0
130,1560,37.194,37.194,0
131,1572,36.9931,36.9931,0
132,1584,36.795,36.795,0
133,1596,36.5998,36.5998,0
134,1608,36.4073,36.4073,0
135,1620,36.2176,36.2176,0
136,1632,36.0305,36.0305,0
137,1644,35.8461,35.8461,0
138,1656,35.6641,35.6641,0
139,1668,35.4847,35.4847,0
140,1680,35.3077,35.3077,0
141,1692,35.1331,35.1331,0
142,1704,34.9608,34.9608,0
143,1716,34.7908,34.7908,0
144,1728,34.6231,34.6231,0
145,1740,34.4576,34.4576,0
146,1752,34.2942,34.2942,0
147,1764,34.1329,34.1329,0
148,1776,33.9738,33.9738,0
149,1788,33.8166,33.8166,0
150,1800,33.6615,33.6615,0
151,1812,33.5083,33.5083,0
152,1824,33.357,33.357,0
153,1836,33.2076,33.2076,0
154,1848,33.0601,33.0601,0
155,1860,32.9144,32.9144,0
156,1872,32.7704,32.7704,0
157,1884,32.6282,32.6282,0
158,1896,32.4877,32.4877,0
159,1908,32.3489,32.3489,0
160,1920,32.2118,32.2118,0
161,1932,32.0763,32.0763,0
162,1944,31.9423,31.9423,0
163,1956,31.81,31.81,0
164,1968,31.6791,31.6791,0
165,1980,31.5498,31.5498,0
166,1992,31.422,31.422,0
167,2004,31.2956,31.2956,0
168,2016,31.1707,31.1707,0
169,2028,31.0472,31.0472,0
170,2040,30.925,30.925,0
171,2052,30.8043,30.8043,0
172,2064,30.6848,30.6848,0
173,2076,30.5667,30.5667,0
174,2088,30.4499,30.4499,0
175,2100,30.3344,30.3344,0
176,2112,30.2201,30.2201,0
177,2124,30.1071,30.1071,0
178,2136,29.9953,29.9953,0
179,2148,29.8846,29.8846,0
180,2160,29.7752,29.7752,0
181,2172,29.6669,29.6669,0
182,2184,29.5598,29.5598,0
183,2196,29.4538,29.4538,0
184,2208,29.3489,29.3489,0
185,2220,29.2451,29.2451,0
186,2232,29.1423,29.1423,0
187,2244,29.0407,29.0407,0
188,2256,28.94,28.94,0
189,2268,28.8404,28.8404,0
190,2280,28.7418,28.7418,0
191,2292,28.6442,28.6442,0
192,2304,28.5476,28.5476,0
193,2316,28.4519,28.4519,0
194,2328,28.3572,28.3572,0
195,2340,28.2634,28.2634,0
196,2352,28.1706,28.1706,0
197,2364,28.0786,28.0786,0
198,2376,27.9876,27.9876,0
199,2388,27.8974,27.8974,0
200,2400,27.8082,27.8082,0
201,2412,27.7197,27.7197,0
202,2424,27.6322,27.6322,0
203,2436,27.5454,27.5454,0
204,2448,27.4595,27.4595,0
205,2460,27.3744,27.3744,0
206,2472,27.2901,27.2901,0
207,2484,27.2066,27.2066,0
208,2496,27.1239,27.1239,0
209,2508,27.0419,27.0419,0
210,2520,26.9607,26.9607,0
211,2532,26.8803,26.8803,0
212,2544,26.8006,26.8006,0
213,2556,26.7216,26.7216,0
214,2568,26.6433,26.6433,0
215,2580,26.5658,26.5658,0
216,2592,26.4889,26.4889,0
217,2604,26.4127,26.4127,0
218,2616,26.3372,26.3372,0
219,2628,26.2624,26.2624,0
220,2640,26.1883,26.1883,0
221,2652,26.1147,26.1147,0
222,2664,26.0419,26.0419,0
223,2676,25.9697,25.9697,0
224,2688,25.8981,25.8981,0
225,2700,25.8271,25.8271,0
226,2712,25.7567,25.7567,0
227,2724,25.687,25.687,0
228,2736,25.6178,25.6178,0
229,2748,25.5493,25.5493,0
230,2760,25.4813,25.4813,0
231,2772,25.4139,25.4139,0
232,2784,25.347,25.347,0
233,2796,25.2807,25.2807,0
234,2808,25.215,25.215,0
235,2820,25.1498,25.1498,0
236,2832,25.0852,25.0852,0
237,2844,25.0211,25.0211,0
238,2856,24.9575,24.9575,0
239,2868,24.8944,24.8944,0
240,2880,24.8319,24.8319,0
241,2892,24.7699,24.7699,0
242,2904,24.7083,24.7083,0
243,2916,24.6473,24.6473,0
244,2928,24.5867,24.5867,0
245,2940,24.5267,24.5267,0
246,2952,24.4671,24.4671,0
247,2964,24.408,24.408,0
248,2976,24.3493,24.3493,0
249,2988,24.2911,24.2911,0
250,3000,24.2334,24.2334,0
251,3012,24.1761,24.1761,0
252,3024,24.1193,24.1193,0
253,3036,24.0629,24.0629,0
254,3048,24.007,24.007,0
255,3060,23.9515,23.9515,0
256,3072,23.8964,23.8964,0
257,3084,23.8417,23.8417,0
258,3096,23.7874,23.7874,0
259,3108,23.7336,23.7336,0
260,3120,23.6801,23.6801,0
261,3132,23.6271,23.6271,0
262,3144,23.5745,23.5745,0
263,3156,23.5222,23.5222,0
264,3168,23.4704,23.4704,0
265,3180,23.4189,23.4189,0
266,3192,23.3678,23.3678,0
267,3204,23.3171,23.3171,0
268,3216,23.2668,23.2668,0
269,3228,23.2168,23.2168,0
270,3240,23.1672,23.1672,0
271,3252,23.118,23.118,0
272,3264,23.0691,23.0691,0
273,3276,23.0206,23.0206,0
274,3288,22.9724,22.9724,0
275,3300,22.9246,22.9246,0
276,3312,22.8771,22.8771,0
277,3324,22.8299,22.8299,0
278,3336,22.7831,22.7831,0
279,3348,22.7367,22.7367,0
280,3360,22.6905,22.6905,0
281,3372,22.6447,22.6447,0
282,3384,22.5992,22.5992,0
283,3396,22.554,22.554,0
284,3408,22.5091,22.5091,0
285,3420,22.4646,22.4646,0
286,3432,22.4203,22.4203,0
287,3444,22.3764,22.3764,0
288,3456,22.3327,22.3327,0
289,3468,22.2894,22.2894,0
290,3480,22.2464,22.2464,0
291,3492,22.2036,22.2036,0
292,3504,22.1611,22.1611,0
293,3516,22.119,22.119,0
294,3528,22.0771,22.0771,0
295,3540,22.0355,22.0355,0
296,3552,21.9942,21.9942,0
297,3564,21.9531,21.9531,0
298,3576,21.9124,21.9124,0
299,3588,21.8719,21.8719,0
300,3600,21.8317,21.8317,0
301,3612,21.7917,21.7917,0
302,3624,21.752,21.752,0
303,3636,21.7126,21.7126,0
304,3648,21.6734,21.6734,0
305,3660,21.6345,21.6345,0
306,3672,21.5958,21.5958,0
307,3684,21.5574,21.5574,0
308,3696,21.5192,21.5192,0
309,3708,21.4813,21.4813,0
310,3720,21.4437,21.4437,0
311,3732,21.4062,21.4062,0
312,3744,21.369,21.369,0
313,3756,21.3321,21.3321,0
314,3768,21.2954,21.2954,0
315,3780,21.2589,21.2589,0
316,3792,21.2227,21.2227,0
317,3804,21.1866,21.1866,0
318,3816,21.1509,21.1509,0
319,3828,21.1153,21.1153,0
320,3840,21.0799,21.0799,0
321,3852,21.0448,21.0448,0
322,3864,21.0099,21.0099,0
323,3876,20.9752,20.9752,0
324,3888,20.9408,20.9408,0
325,3900,20.9065,20.9065,0
326,3912,20.8725,20.8725,0
327,3924,20.8387,20.8387,0
328,3936,20.805,20.805,0
329,3948,20.7716,20.7716,0
330,3960,20.7384,20.7384,0
331,3972,20.7054,20.7054,0
332,3984,20.6726,20.6726,0
333,3996,20.64,20.64,0
334,4008,20.6076,20.6076,0
335,4020,20.5753,20.5753,0
336,4032,20.5433,20.5433,0
337,4044,20.5115,20.5115,0
338,4056,20.4798,20.4798,0
339,4068,20.4484,20.4484,0
340,4080,20.4171,20.4171,0
341,4092,20.386,20.386,0
342,4104,20.3552,20.3552,0
343,4116,20.3244,20.3244,0
344,4128,20.2939,20.2939,0
345,4140,20.2636,20.2636,0
346,4152,20.2334,20.2334,0
347,4164,20.2034,20.2034,0
348,4176,20.1736,20.1736,0
349,4188,20.1439,20.1439,0
350,4200,20.1144,20.1144,0
351,4212,20.0851,20.0851,0
352,4224,20.056,20.056,0
353,4236,20.027,20.027,0
354,4248,19.9982,19.9982,0
355,4260,19.9696,19.9696,0
356,4272,19.9411,19.9411,0
357,4284,19.9128,19.9128,0
358,4296,19.8846,19.8846,0
359,4308,19.8567,19.8567,0
360,4320,19.8288,19.8288,0
361,4332,19.8011,19.8011,0
362,4344,19.7736,19.7736,0
363,4356,19.7463,19.7463,0
364,4368,19.719,19.719,0
365,4380,19.692,19.692,0
366,4392,19.6651,19.6651,0
367,4404,19.6383,19.6383,0
368,4416,19.6117,19.6117,0
369,4428,19.5852,19.5852,0
370,4440,19.5589,19.5589,0
371,4452,19.5327,19.5327,0
372,4464,19.5067,19.5067,0
373,4476,19.4808,19.4808,0
374,4488,19.4551,19.4551,0
375,4500,19.4295,19.4295,0
376,4512,19.404,19.404,0
377,4524,19.3787,19.3787,0
378,4536,19.3535,19.3535,0
379,4548,19.3284,19.3284,0
380,4560,19.3035,19.3035,0
381,4572,19.2787,19.2787,0
382,4584,19.254,19.254,0
383,4596,19.2295,19.2295,0
384,4608,19.2051,19.2051,0
385,4620,19.1809,19.1809,0
386,4632,19.1567,19.1567,0
387,4644,19.1327,19.1327,0
388,4656,19.1088,19.1088,0
389,4668,19.0851,19.0851,0
390,4680,19.0615,19.0615,0
391,4692,19.0379,19.0379,0
392,4704,19.0146,19.0146,0
393,4716,18.9913,18.9913,0
394,4728,18.9682,18.9682,0
395,4740,18.9452,18.9452,0
396,4752,18.9223,18.9223,0
397,4764,18.8995,18.8995,0
398,4776,18.8768,18.8768,0
399,4788,18.8543,18.8543,0
400,4800,18.8318,18.8318,0
