energy_MeVu,full_dedx,corrected_restricted_dedx,table_dedx,range_mm,lambda_per_mm,charge_square,correction_per_mm,ion_dispersion_per_mm,universal_dispersion_per_mm
321.60000000000002,12.178592648737666,10.631031902625839,10.601498978595687,215.91847352384562,10.201412336707369,36,0.029511604883687426,0.6498854344766174,0.55871736731069721
321.61000000000001,12.178389735521076,10.630841425225345,10.601308753585753,215.92979270967467,10.20124343573724,36,0.0295113011474335,0.64989343792719068,0.55872642566032793
321.62,12.178186835004986,10.63065095982919,10.601118540521737,215.94111209855168,10.201074544707353,36,0.029510997458441324,0.64990144152155549,0.55873548408224782
321.63,12.177983947188237,10.630460506436268,10.600928339402682,215.95243169047143,10.200905663616998,36,0.029510693816709122,0.64990944525970418,0.55874454257645634
321.63999999999999,12.177781072069701,10.63027006504548,10.600738150227624,215.96375148542859,10.200736792465463,36,0.029510390222236893,0.64991744914163141,0.55875360114295414
321.65000000000003,12.17757820964823,10.630079635655738,10.600547972995617,215.97507148341793,10.200567931252039,36,0.029510086675028191,0.6499254531673293,0.55876265978174056
321.66000000000003,12.177375359922685,10.629889218265944,10.600357807705702,215.98639168443407,10.200399079976012,36,0.029509783175081239,0.64993345733679253,0.55877171849281626
321.67000000000002,12.17717252289191,10.629698812874993,10.600167654356921,215.99771208847181,10.200230238636678,36,0.029509479722401366,0.64994146165001354,0.55878077727618103
321.68000000000001,12.176969698554776,10.629508419481795,10.599977512948321,216.00903269552589,10.200061407233321,36,0.029509176316986796,0.64994946610698556,0.55878983613183431
321.69,12.176766886910137,10.629318038085243,10.599787383478946,216.02035350559098,10.199892585765229,36,0.029508872958837529,0.64995747070770271,0.55879889505977698
321.69999999999999,12.176564087956848,10.629127668684257,10.599597265947835,216.03167451866187,10.199723774231696,36,0.029508569647957117,0.64996547545215821,0.55880795406000849
321.70999999999998,12.176361301693772,10.628937311277729,10.599407160354039,216.04299573473321,10.19955497263201,36,0.029508266384347337,0.64997348034034486,0.55881701313252907
321.72000000000003,12.176158528119762,10.628746965864565,10.599217066696593,216.05431715379981,10.199386180965455,36,0.029507963168006413,0.64998148537225642,0.55882607227733849
321.73000000000002,12.175955767233672,10.62855663244366,10.59902698497455,216.06563877585634,10.19921739923133,36,0.029507659998937896,0.64998949054788624,0.55883513149443687
321.74000000000001,12.175753019034373,10.628366311013933,10.598836915186951,216.07696060089742,10.199048627428917,36,0.029507356877143565,0.64999749586722755,0.5588441907838243
321.75,12.175550283520719,10.628176001574284,10.598646857332838,216.08828262891785,10.19887986555751,36,0.029507053802621641,0.65000550133027402,0.55885325014550069
321.75999999999999,12.175347560691561,10.62798570412361,10.598456811411257,216.09960485991249,10.198711113616394,36,0.029506750775373902,0.65001350693701854,0.55886230957946592
321.76999999999998,12.175144850545768,10.627795418660826,10.598266777421252,216.11092729387585,10.198542371604862,36,0.029506447795403901,0.65002151268745523,0.55887136908572044
321.78000000000003,12.174942153082188,10.627605145184825,10.598076755361866,216.12224993080281,10.198373639522202,36,0.02950614486270986,0.65002951858157643,0.55888042866426357
321.79000000000002,12.174739468299689,10.627414883694518,10.597886745232145,216.13357277068795,10.198204917367704,36,0.029505841977293557,0.65003752461937647,0.55888948831509577
321.80000000000001,12.174536796197122,10.627224634188801,10.597696747031129,216.14489581352615,10.198036205140658,36,0.029505539139158543,0.65004553080084848,0.55889854803821715
321.81,12.174334136773361,10.6270343966666,10.597506760757865,216.15621905931192,10.197867502840351,36,0.02950523634830482,0.65005353712598557,0.55890760783362725
321.81999999999999,12.17413149002725,10.626844171126796,10.597316786411399,216.16754250804016,10.197698810466074,36,0.029504933604732386,0.6500615435947813,0.55891666770132653
321.82999999999998,12.173928855957648,10.626653957568307,10.597126823990772,216.17886615970551,10.197530128017117,36,0.029504630908443019,0.6500695502072289,0.55892572764131465
321.84000000000003,12.173726234563425,10.626463755990036,10.596936873495027,216.19019001430283,10.197361455492766,36,0.029504328259436718,0.65007755696332226,0.55893478765359195
321.85000000000002,12.173523625843439,10.626273566390884,10.59674693492321,216.20151407182661,10.197192792892315,36,0.029504025657713484,0.65008556386305394,0.55894384773815797
321.86000000000001,12.173321029796554,10.626083388769764,10.596557008274367,216.21283833227173,10.197024140215051,36,0.029503723103280421,0.65009357090641806,0.55895290789501295
321.87,12.173118446421608,10.625893223125576,10.596367093547535,216.22416279563288,10.196855497460263,36,0.029503420596133978,0.65010157809340718,0.55896196812415699
321.88,12.172915875717488,10.625703069457231,10.596177190741766,216.23548746190474,10.196686864627241,36,0.02950311813627593,0.65010958542401553,0.55897102842558988
321.88999999999999,12.172713317683041,10.625512927763628,10.595987299856102,216.2468123310822,10.196518241715275,36,0.029502815723706277,0.65011759289823612,0.55898008879931194
321.90000000000003,12.172510772317128,10.625322798043676,10.595797420889582,216.25813740315974,10.196349628723654,36,0.029502513358430349,0.65012560051606216,0.55898914924532273
321.91000000000003,12.172308239618605,10.625132680296284,10.595607553841257,216.26946267813224,10.196181025651667,36,0.029502211040442816,0.65013360827748767,0.55899820976362269
321.92000000000002,12.172105719586346,10.624942574520354,10.595417698710165,216.28078815599432,10.196012432498602,36,0.029501908769750784,0.65014161618250543,0.55900727035421149
321.93000000000001,12.17190321221921,10.624752480714795,10.595227855495352,216.29211383674075,10.195843849263753,36,0.029501606546352477,0.65014962423110889,0.55901633101708936
321.94,12.171700717516043,10.62456239887851,10.595038024195865,216.30343972036627,10.195675275946405,36,0.029501304370251447,0.65015763242329172,0.55902539175225618
321.94999999999999,12.171498235475719,10.624372329010409,10.594848204810747,216.31476580686555,10.19550671254585,36,0.029501002241444141,0.65016564075904681,0.55903445255971196
321.95999999999998,12.171295766097096,10.624182271109394,10.594658397339039,216.3260920962334,10.195338159061373,36,0.029500700159935889,0.6501736492383684,0.55904351343945657
321.97000000000003,12.171093309379033,10.623992225174385,10.594468601779786,216.3374185884646,10.19516961549227,36,0.029500398125724914,0.65018165786124915,0.55905257439149048
321.98000000000002,12.170890865320398,10.623802191204273,10.594278818132036,216.34874528355363,10.195001081837827,36,0.029500096138812992,0.65018966662768274,0.55906163541581311
321.99000000000001,12.17068843392005,10.623612169197974,10.594089046394824,216.36007218149533,10.19483255809733,36,0.029499794199205454,0.65019767553766206,0.55907069651242458
322,12.170486015176847,10.623422159154396,10.593899286567206,216.37139928228444,10.194664044270075,36,0.029499492306895192,0.65020568459118122,0.55907975768132512
322.00999999999999,12.170283609089655,10.623232161072442,10.593709538648216,216.38272658591575,10.194495540355348,36,0.029499190461891089,0.65021369378823335,0.55908881892251483
322.01999999999998,12.170081215657335,10.623042174951024,10.593519802636903,216.39405409238387,10.194327046352438,36,0.029498888664191369,0.65022170312881222,0.55909788023599361
322.03000000000003,12.169878834878745,10.62285220078904,10.593330078532309,216.40538180168363,10.194158562260634,36,0.029498586913796032,0.6502297126129104,0.55910694162176111
322.04000000000002,12.169676466752758,10.622662238585413,10.593140366333481,216.41670971380958,10.193990088079229,36,0.02949828521070863,0.65023772224052168,0.55911600307981746
322.05000000000001,12.169474111278227,10.622472288339038,10.59295066603946,216.42803782875657,10.193821623807505,36,0.029497983554927387,0.65024573201163927,0.55912506461016276
322.06,12.169271768454019,10.622282350048835,10.592760977649288,216.43936614651932,10.193653169444762,36,0.029497681946455856,0.65025374192625718,0.55913412621279723
322.06999999999999,12.169069438278997,10.622092423713697,10.592571301162016,216.45069466709253,10.193484724990281,36,0.029497380385294036,0.65026175198436842,0.55914318788772066
322.07999999999998,12.168867120752017,10.621902509332546,10.592381636576683,216.46202339047088,10.193316290443352,36,0.029497078871441929,0.65026976218596622,0.55915224963493282
322.09000000000003,12.168664815871953,10.621712606904284,10.592191983892331,216.47335231664923,10.193147865803269,36,0.029496777404904861,0.65027777253104413,0.55916131145443426
322.10000000000002,12.168462523637654,10.621522716427819,10.59200234310801,216.48468144562207,10.192979451069316,36,0.029496475985679282,0.6502857830195955,0.55917037334622444
322.11000000000001,12.168260244047998,10.621332837902065,10.591812714222758,216.4960107773843,10.192811046240788,36,0.029496174613765191,0.65029379365161388,0.55917943531030367
322.12,12.168057977101846,10.621142971325925,10.591623097235622,216.50734031193056,10.192642651316971,36,0.029495873289169694,0.65030180442709251,0.55918849734667198
322.13,12.167855722798059,10.620953116698315,10.591433492145651,216.51867004925563,10.192474266297156,36,0.029495572011891014,0.65030981534602506,0.55919755945532901
322.13999999999999,12.167653481135492,10.620763274018135,10.59124389895188,216.52999998935428,10.192305891180629,36,0.029495270781927374,0.65031782640840463,0.55920662163627499
