depth_mm,ROI,gpu,topas,gpu_SE,topas_SE,difference_percent,CI95_low_percent,CI95_high_percent
179.625,valley,0.0,1.8063479528883202e-16,0.0,9.698702428243661e-17,-100.0,nan,nan
179.875,valley,0.0,7.793789639137577e-17,0.0,1.3206050984541733e-17,-100.0,nan,nan
180.125,valley,0.0,7.067506144529207e-17,0.0,2.6177018155359822e-17,-100.0,nan,nan
180.375,valley,0.0,7.390399456416643e-17,0.0,3.061101300993236e-17,-100.0,nan,nan
180.625,valley,0.0,5.392451405111104e-18,0.0,2.5352537102922643e-18,-100.0,nan,nan
180.875,valley,0.0,3.523253108532465e-17,0.0,1.9746894245671362e-17,-100.0,nan,nan
181.125,valley,0.0,7.151623421881772e-17,0.0,5.253966373997852e-17,-100.0,nan,nan
181.375,valley,0.0,9.991612132256118e-17,0.0,3.1411508420175574e-17,-100.0,nan,nan
181.625,valley,0.0,7.000250924174729e-18,0.0,3.4448914796941475e-18,-100.0,nan,nan
181.875,valley,0.0,3.023556763032814e-17,0.0,1.1896535985102728e-17,-100.0,nan,nan
182.125,valley,0.0,1.159366317142127e-16,0.0,4.726838196343474e-17,-100.0,nan,nan
182.375,valley,0.0,3.3185347563446594e-17,0.0,2.2127444656452795e-17,-100.0,nan,nan
182.625,valley,0.0,6.452357861875223e-17,0.0,1.807733511906732e-17,-100.0,nan,nan
182.875,valley,0.0,4.728750758206755e-17,0.0,2.2289445050261218e-17,-100.0,nan,nan
183.125,valley,0.0,3.429752245013781e-17,0.0,9.072727163208285e-18,-100.0,nan,nan
183.375,valley,0.0,3.623371950243516e-17,0.0,1.4200680803020428e-17,-100.0,nan,nan
183.625,valley,0.0,6.886840904951793e-17,0.0,3.2034522086772026e-17,-100.0,nan,nan
183.875,valley,0.0,1.1355904113103178e-16,0.0,2.5193416109719226e-17,-100.0,nan,nan
184.125,valley,0.0,9.887034886548601e-17,0.0,6.261529792317711e-17,-100.0,nan,nan
184.375,valley,0.0,1.087604942647094e-16,0.0,4.3604248975107057e-17,-100.0,nan,nan
184.625,valley,0.0,4.020777520609073e-17,0.0,1.3032083491356269e-17,-100.0,nan,nan
184.875,valley,0.0,3.044728141485264e-17,0.0,6.070875138810941e-18,-100.0,nan,nan
185.125,valley,0.0,1.0520278887675512e-16,0.0,5.159872022497242e-17,-100.0,nan,nan
185.375,valley,0.0,5.012820456580698e-17,0.0,2.1303680826975927e-17,-100.0,nan,nan
185.625,valley,0.0,3.9081196097226836e-17,0.0,2.045325548261232e-17,-100.0,nan,nan
185.875,valley,0.0,8.517025721976401e-17,0.0,3.2052974268023656e-17,-100.0,nan,nan
186.125,valley,0.0,9.275115793678027e-17,0.0,3.368902360979659e-17,-100.0,nan,nan
186.375,valley,0.0,3.226189793965754e-17,0.0,1.0624845461424992e-17,-100.0,nan,nan
186.625,valley,0.0,4.2329912048360996e-17,0.0,2.7470396664465297e-17,-100.0,nan,nan
186.875,valley,0.0,5.947678967036093e-17,0.0,2.250866910140448e-17,-100.0,nan,nan
187.125,valley,0.0,5.854051736366075e-17,0.0,3.227074898578495e-17,-100.0,nan,nan
187.375,valley,0.0,8.141839849887256e-17,0.0,6.964604010903675e-17,-100.0,nan,nan
187.625,valley,0.0,6.790433926956439e-17,0.0,4.0648620219795304e-17,-100.0,nan,nan
187.875,valley,0.0,5.203144043379882e-17,0.0,3.840257059461049e-17,-100.0,nan,nan
188.125,valley,0.0,4.8485291058745706e-17,0.0,3.4038746674425667e-17,-100.0,nan,nan
188.375,valley,0.0,2.9986598517857745e-17,0.0,1.3078389271597273e-17,-100.0,nan,nan
188.625,valley,0.0,1.0450399479968158e-16,0.0,8.08131390745625e-17,-100.0,nan,nan
188.875,valley,0.0,2.3334142804825112e-17,0.0,6.331813560190445e-18,-100.0,nan,nan
189.125,valley,0.0,9.360119532133343e-17,0.0,7.281733003086146e-17,-100.0,nan,nan
189.375,valley,0.0,3.195712379618077e-17,0.0,1.631867689807697e-17,-100.0,nan,nan
189.625,valley,0.0,2.5287705984105083e-17,0.0,1.0175667788423571e-17,-100.0,nan,nan
189.875,valley,0.0,4.88912589883747e-17,0.0,2.871109641927761e-17,-100.0,nan,nan
190.125,valley,0.0,4.424240802273354e-17,0.0,1.9303135051161614e-17,-100.0,nan,nan
190.375,valley,0.0,1.0828243941145115e-16,0.0,4.3712012458916766e-17,-100.0,nan,nan
190.625,valley,0.0,1.1535945331311078e-16,0.0,4.4121380594289454e-17,-100.0,nan,nan
190.875,valley,0.0,5.376123327169736e-17,0.0,1.6650122145242305e-17,-100.0,nan,nan
191.125,valley,0.0,6.302415635542606e-17,0.0,2.915969339740389e-17,-100.0,nan,nan
191.375,valley,0.0,3.0316441848241005e-17,0.0,1.451087481766665e-17,-100.0,nan,nan
191.625,valley,0.0,1.2912094895893565e-16,0.0,9.529272675428661e-17,-100.0,nan,nan
191.875,valley,0.0,1.966360765621317e-17,0.0,8.790969165032433e-18,-100.0,nan,nan
192.125,valley,0.0,1.5417119078771357e-17,0.0,1.1612567907664502e-17,-100.0,nan,nan
192.375,valley,0.0,2.7721699759407185e-17,0.0,1.6635214295063273e-17,-100.0,nan,nan
192.625,valley,0.0,3.494611937905274e-17,0.0,1.905689547332695e-17,-100.0,nan,nan
192.875,valley,0.0,1.4151194567557385e-16,0.0,3.3472304787021135e-17,-100.0,nan,nan
193.125,valley,0.0,1.0081237419225122e-16,0.0,2.65753825384954e-17,-100.0,nan,nan
193.375,valley,0.0,8.289262340226665e-17,0.0,3.6999543614447774e-17,-100.0,nan,nan
193.625,valley,0.0,2.1321869196990785e-17,0.0,9.047016904804202e-18,-100.0,nan,nan
193.875,valley,0.0,4.0207559585383675e-17,0.0,2.0735153373575627e-17,-100.0,nan,nan
194.125,valley,0.0,1.4556115568529343e-16,0.0,4.8065288566436765e-17,-100.0,nan,nan
194.375,valley,0.0,1.929477918042287e-17,0.0,9.66447501856922e-18,-100.0,nan,nan
194.625,valley,0.0,3.7253125009708424e-17,0.0,1.6919310455142375e-17,-100.0,nan,nan
194.875,valley,0.0,1.0002608913676701e-16,0.0,4.91227509452362e-17,-100.0,nan,nan
195.125,valley,0.0,4.50008377593904e-17,0.0,2.61962028372012e-17,-100.0,nan,nan
195.375,valley,0.0,4.0914749431854596e-17,0.0,3.0790365117221993e-17,-100.0,nan,nan
195.625,valley,0.0,6.307839699789403e-17,0.0,3.421702892701328e-17,-100.0,nan,nan
195.875,valley,0.0,4.0656245527842013e-17,0.0,3.480507969567993e-17,-100.0,nan,nan
196.125,valley,0.0,5.885367090592911e-17,0.0,2.866432906365834e-17,-100.0,nan,nan
196.375,valley,0.0,7.255111591250412e-18,0.0,6.078837393809537e-18,-100.0,nan,nan
196.625,valley,0.0,3.3821381893034406e-17,0.0,1.9141674224815566e-17,-100.0,nan,nan
196.875,valley,0.0,5.868316368864285e-17,0.0,4.7260129705577793e-17,-100.0,nan,nan
197.125,valley,0.0,2.1363235777223093e-17,0.0,1.2502145042561199e-17,-100.0,nan,nan
197.375,valley,0.0,1.7606407651249433e-17,0.0,1.0250249707307183e-17,-100.0,nan,nan
197.625,valley,0.0,1.3116809572636006e-17,0.0,7.541646181239045e-18,-100.0,nan,nan
197.875,valley,0.0,2.0309143418644623e-17,0.0,1.2852305476483055e-17,-100.0,nan,nan
198.125,valley,0.0,1.604285017311124e-16,0.0,1.1553414090783397e-16,-100.0,nan,nan
198.375,valley,0.0,3.205346967142159e-17,0.0,1.8700716594897893e-17,-100.0,nan,nan
198.625,valley,0.0,3.982776497043669e-17,0.0,2.6947855801056103e-17,-100.0,nan,nan
198.875,valley,0.0,7.212440600269308e-17,0.0,5.4699908397322893e-17,-100.0,nan,nan
199.125,valley,0.0,1.4484145474799245e-16,0.0,6.448682229479607e-17,-100.0,nan,nan
199.375,valley,0.0,1.3076498082053785e-17,0.0,6.088882273263044e-18,-100.0,nan,nan
199.625,valley,0.0,9.182525871403654e-17,0.0,4.8933033410155687e-17,-100.0,nan,nan
199.875,valley,0.0,9.335422972850394e-17,0.0,5.3899716849032055e-17,-100.0,nan,nan
200.125,valley,0.0,5.125238135370719e-17,0.0,3.6826766192331706e-17,-100.0,nan,nan
200.375,valley,0.0,5.619912656984818e-17,0.0,3.280905523452074e-17,-100.0,nan,nan
200.625,valley,0.0,1.0642828952118697e-16,0.0,6.497017176219861e-17,-100.0,nan,nan
200.875,valley,0.0,3.419972559814098e-17,0.0,1.514328467744437e-17,-100.0,nan,nan
201.125,valley,0.0,1.3332859461119042e-16,0.0,4.286595488076386e-17,-100.0,nan,nan
201.375,valley,0.0,4.952824164249775e-17,0.0,2.930175676615773e-17,-100.0,nan,nan
201.625,valley,0.0,5.416824782234105e-17,0.0,2.313836775213648e-17,-100.0,nan,nan
201.875,valley,0.0,5.742968637266738e-17,0.0,2.1630896250863817e-17,-100.0,nan,nan
202.125,valley,0.0,6.583908223299627e-18,0.0,3.8207132707114746e-18,-100.0,nan,nan
202.375,valley,0.0,1.3472830706975914e-18,0.0,7.951077066154169e-19,-100.0,nan,nan
202.625,valley,0.0,5.666243407635719e-17,0.0,4.48620491113968e-17,-100.0,nan,nan
202.875,valley,0.0,1.4768582139016752e-16,0.0,5.889929916153728e-17,-100.0,nan,nan
203.125,valley,0.0,1.4995896467943569e-16,0.0,7.543385297105723e-17,-100.0,nan,nan
203.375,valley,0.0,6.73136230644331e-17,0.0,5.575002444460576e-17,-100.0,nan,nan
203.625,valley,0.0,7.973742217719237e-17,0.0,2.111610661683698e-17,-100.0,nan,nan
203.875,valley,0.0,4.6046562152428015e-17,0.0,4.3341829998944734e-17,-100.0,nan,nan
204.125,valley,0.0,3.9157462862482454e-17,0.0,1.8048188939596732e-17,-100.0,nan,nan
204.375,valley,0.0,3.4313381705507273e-17,0.0,3.27104722802433e-17,-100.0,nan,nan
204.625,valley,0.0,1.0993260311396512e-17,0.0,9.75232234134057e-18,-100.0,nan,nan
204.875,valley,0.0,1.940510919946946e-17,0.0,9.963058718100326e-18,-100.0,nan,nan
205.125,valley,0.0,2.1767555639928826e-17,0.0,2.1767555639928826e-17,-100.0,nan,nan
205.375,valley,0.0,6.813457805766866e-17,0.0,6.081670367444629e-17,-100.0,nan,nan
205.625,valley,0.0,2.078606709497721e-18,0.0,1.2135096016243574e-18,-100.0,nan,nan
205.875,valley,0.0,2.6206923512805264e-17,0.0,1.305430033422267e-17,-100.0,nan,nan
206.125,valley,0.0,2.8714558671354834e-17,0.0,2.6551549778999936e-17,-100.0,nan,nan
206.375,valley,0.0,1.6368462129738883e-16,0.0,9.201933536097427e-17,-100.0,nan,nan
206.625,valley,0.0,3.9580048839923855e-17,0.0,1.872012815370983e-17,-100.0,nan,nan
206.875,valley,0.0,7.417355825953352e-18,0.0,2.51901343641797e-18,-100.0,nan,nan
207.125,valley,0.0,2.1374473534434974e-17,0.0,1.7893878510636066e-17,-100.0,nan,nan
207.375,valley,0.0,4.41043130564988e-17,0.0,3.828759591109409e-17,-100.0,nan,nan
207.625,valley,0.0,8.362111521341246e-17,0.0,6.45718893173971e-17,-100.0,nan,nan
207.875,valley,0.0,5.629711680285501e-17,0.0,3.56321686443465e-17,-100.0,nan,nan
208.125,valley,0.0,2.055168481143038e-18,0.0,2.055168481143038e-18,-100.0,nan,nan
208.375,valley,0.0,4.079479413781825e-17,0.0,1.6184022521632786e-17,-100.0,nan,nan
208.625,valley,0.0,7.503656232132828e-17,0.0,4.507278222858147e-17,-100.0,nan,nan
208.875,valley,0.0,9.699652431076345e-18,0.0,7.073635917920827e-18,-100.0,nan,nan
209.125,valley,0.0,3.605848096239344e-18,0.0,1.5507183223040844e-18,-100.0,nan,nan
209.375,valley,0.0,7.570499403145719e-18,0.0,6.706305917886629e-18,-100.0,nan,nan
209.625,valley,0.0,2.5324942663773608e-17,0.0,1.3503549284537951e-17,-100.0,nan,nan
209.875,valley,0.0,5.1171500359530743e-17,0.0,3.796093985973339e-17,-100.0,nan,nan
210.125,valley,0.0,2.779619427423913e-17,0.0,1.3732463130452522e-17,-100.0,nan,nan
210.375,valley,0.0,1.0002429624584446e-16,0.0,7.733560081600797e-17,-100.0,nan,nan
210.625,valley,0.0,7.057208756180295e-17,0.0,3.0906503647054564e-17,-100.0,nan,nan
210.875,valley,0.0,5.971611703389778e-17,0.0,3.133108485844498e-17,-100.0,nan,nan
211.125,valley,0.0,1.7429981848842473e-17,0.0,7.190160919042212e-18,-100.0,nan,nan
211.375,valley,0.0,6.453284955021398e-18,0.0,6.453284955021398e-18,-100.0,nan,nan
211.625,valley,0.0,6.586456342689272e-17,0.0,3.685717038484521e-17,-100.0,nan,nan
211.875,valley,0.0,7.426864949856143e-17,0.0,3.746359098402736e-17,-100.0,nan,nan
212.125,valley,0.0,4.2587485540044114e-17,0.0,3.663532176093312e-17,-100.0,nan,nan
212.375,valley,0.0,1.3278122904577392e-16,0.0,1.2162600276657717e-16,-100.0,nan,nan
212.625,valley,0.0,1.2663225177657333e-17,0.0,1.0410705032702214e-17,-100.0,nan,nan
212.875,valley,0.0,1.7103367246779078e-16,0.0,8.92331545382899e-17,-100.0,nan,nan
213.125,valley,0.0,3.391967804723672e-17,0.0,2.2903082240576068e-17,-100.0,nan,nan
213.375,valley,0.0,9.221327900484772e-17,0.0,1.8744646029275078e-17,-100.0,nan,nan
213.625,valley,0.0,1.2827390083285095e-17,0.0,1.1513200579907735e-17,-100.0,nan,nan
213.875,valley,0.0,4.368962338277191e-17,0.0,2.647101806280041e-17,-100.0,nan,nan
214.125,valley,0.0,6.031618363403976e-17,0.0,3.499515101561635e-17,-100.0,nan,nan
214.375,valley,0.0,1.6143451592870448e-17,0.0,1.3657437679914783e-17,-100.0,nan,nan
214.625,valley,0.0,8.37423541968918e-17,0.0,2.901559428970991e-17,-100.0,nan,nan
214.875,valley,0.0,6.707127735150475e-17,0.0,4.4379697877240956e-17,-100.0,nan,nan
215.125,valley,0.0,1.7976066165117933e-17,0.0,1.7976066165117933e-17,-100.0,nan,nan
215.375,valley,0.0,8.479709122377609e-17,0.0,3.748635902698513e-17,-100.0,nan,nan
215.625,valley,0.0,9.703934273426647e-17,0.0,2.4251238873235387e-17,-100.0,nan,nan
215.875,valley,0.0,9.911439031296378e-17,0.0,3.416296614883733e-17,-100.0,nan,nan
216.125,valley,0.0,4.992754896581547e-17,0.0,3.0803209059992e-17,-100.0,nan,nan
216.375,valley,0.0,7.732249953165682e-17,0.0,4.579823563972879e-17,-100.0,nan,nan
216.625,valley,0.0,2.4778161130962347e-17,0.0,1.5014013451545925e-17,-100.0,nan,nan
216.875,valley,0.0,2.2824359522072116e-17,0.0,9.417685344919753e-18,-100.0,nan,nan
217.125,valley,0.0,6.016005125704729e-17,0.0,4.931562933586519e-17,-100.0,nan,nan
217.375,valley,0.0,8.705535397375216e-17,0.0,4.7029429585237065e-17,-100.0,nan,nan
217.625,valley,0.0,4.7615139478832113e-17,0.0,1.666236416896911e-17,-100.0,nan,nan
217.875,valley,0.0,5.310012520833019e-17,0.0,5.310012520833018e-17,-100.0,nan,nan
218.125,valley,0.0,1.4768175628254199e-18,0.0,1.0012350163395137e-18,-100.0,nan,nan
218.375,valley,0.0,6.970831247302135e-19,0.0,6.970831247302135e-19,-100.0,nan,nan
218.625,valley,0.0,1.1124652089279651e-17,0.0,9.347122838501472e-18,-100.0,nan,nan
218.875,valley,0.0,2.407362408919124e-17,0.0,2.134873736624445e-17,-100.0,nan,nan
219.125,valley,0.0,6.379826127025229e-17,0.0,2.986616214809849e-17,-100.0,nan,nan
219.375,valley,0.0,1.3202222344868562e-16,0.0,8.820887791510805e-17,-100.0,nan,nan
219.625,valley,0.0,8.130518263857467e-17,0.0,5.812086043752293e-17,-100.0,nan,nan
219.875,valley,0.0,1.683658624302385e-17,0.0,1.2368955542344937e-17,-100.0,nan,nan
220.125,valley,0.0,1.8017872784048538e-17,0.0,1.8017872784048538e-17,-100.0,nan,nan
220.375,valley,0.0,5.4360798333466874e-17,0.0,2.860259039350825e-17,-100.0,nan,nan
220.625,valley,0.0,6.922230258617213e-17,0.0,3.832734253971219e-17,-100.0,nan,nan
220.875,valley,0.0,2.69081302378682e-17,0.0,1.651505618034733e-17,-100.0,nan,nan
221.125,valley,0.0,3.380124489766462e-17,0.0,3.1424433225371646e-17,-100.0,nan,nan
221.375,valley,0.0,5.3033854841315e-17,0.0,2.5299456033267183e-17,-100.0,nan,nan
221.625,valley,0.0,6.01952836534747e-17,0.0,3.5303333299301263e-17,-100.0,nan,nan
221.875,valley,0.0,8.864584133877257e-17,0.0,5.897673511903329e-17,-100.0,nan,nan
222.125,valley,0.0,9.16509381408692e-19,0.0,9.16509381408692e-19,-100.0,nan,nan
222.375,valley,0.0,2.3487041765678574e-17,0.0,1.1627099588828813e-17,-100.0,nan,nan
222.625,valley,0.0,3.798246154987188e-17,0.0,2.5309520294112027e-17,-100.0,nan,nan
222.875,valley,0.0,1.0260098537917192e-16,0.0,7.082745131256785e-17,-100.0,nan,nan
223.125,valley,0.0,2.0627403282094843e-17,0.0,9.612082565251224e-18,-100.0,nan,nan
223.375,valley,0.0,2.5913447602998743e-17,0.0,1.7797889716110215e-17,-100.0,nan,nan
223.625,valley,0.0,0.0,0.0,0.0,nan,nan,nan
223.875,valley,0.0,1.6555085427527594e-17,0.0,1.6555085427527594e-17,-100.0,nan,nan
224.125,valley,0.0,3.49980654740646e-17,0.0,3.4914221977735156e-17,-100.0,nan,nan
224.375,valley,0.0,7.117261272525377e-17,0.0,4.247150442217839e-17,-100.0,nan,nan
224.625,valley,0.0,7.751222081721353e-18,0.0,6.5301558865677006e-18,-100.0,nan,nan
224.875,valley,0.0,2.99790845360165e-19,0.0,2.99790845360165e-19,-100.0,nan,nan
225.125,valley,0.0,5.772548790968641e-17,0.0,3.208494592714242e-17,-100.0,nan,nan
225.375,valley,0.0,7.255051073795648e-17,0.0,6.086938232995016e-17,-100.0,nan,nan
225.625,valley,0.0,7.682757403350284e-17,0.0,6.702836215360214e-17,-100.0,nan,nan
225.875,valley,0.0,3.364901673269527e-17,0.0,1.9433247667325706e-17,-100.0,nan,nan
226.125,valley,0.0,5.430305334628953e-17,0.0,3.974356461805738e-17,-100.0,nan,nan
226.375,valley,0.0,2.3373838455020835e-17,0.0,1.0284872773904903e-17,-100.0,nan,nan
226.625,valley,0.0,1.6507980963101354e-19,0.0,1.6507980963101354e-19,-100.0,nan,nan
226.875,valley,0.0,0.0,0.0,0.0,nan,nan,nan
227.125,valley,0.0,1.931301537964891e-17,0.0,6.102306153345126e-18,-100.0,nan,nan
227.375,valley,0.0,3.4322662062751666e-17,0.0,2.3375510322569983e-17,-100.0,nan,nan
227.625,valley,0.0,3.442830265668052e-17,0.0,3.350388502351474e-17,-100.0,nan,nan
227.875,valley,0.0,1.6894496977608308e-17,0.0,1.5126939446153157e-17,-100.0,nan,nan
228.125,valley,0.0,9.835739590412924e-18,0.0,9.587568156542461e-18,-100.0,nan,nan
228.375,valley,0.0,1.0824814569015961e-17,0.0,7.78159065451917e-18,-100.0,nan,nan
228.625,valley,0.0,4.446363503080031e-17,0.0,3.259323630837634e-17,-100.0,nan,nan
228.875,valley,0.0,1.7184489074784094e-17,0.0,1.03183548251241e-17,-100.0,nan,nan
229.125,valley,0.0,1.32099872747894e-16,0.0,5.770133870518174e-17,-100.0,nan,nan
229.375,valley,0.0,8.814195900930245e-18,0.0,7.16560331869493e-18,-100.0,nan,nan
229.625,valley,0.0,6.104359856137776e-17,0.0,4.232846745911063e-17,-100.0,nan,nan
229.875,valley,0.0,7.530378333701557e-17,0.0,4.2472208447600556e-17,-100.0,nan,nan
230.125,valley,0.0,9.08313370535669e-17,0.0,5.218211135644411e-17,-100.0,nan,nan
230.375,valley,0.0,3.830683383346245e-17,0.0,3.830683383346245e-17,-100.0,nan,nan
230.625,valley,0.0,5.381628573764702e-17,0.0,5.237498966687466e-17,-100.0,nan,nan
230.875,valley,0.0,1.3141604449616595e-17,0.0,8.01267761764127e-18,-100.0,nan,nan
231.125,valley,0.0,7.243664151032442e-18,0.0,7.024308250732009e-18,-100.0,nan,nan
231.375,valley,0.0,4.429336033422247e-17,0.0,1.484852779413844e-17,-100.0,nan,nan
231.625,valley,0.0,7.166090745976128e-17,0.0,3.2288315161011316e-17,-100.0,nan,nan
231.875,valley,0.0,2.8347192215089074e-17,0.0,1.651193993121962e-17,-100.0,nan,nan
232.125,valley,0.0,6.674077280687408e-17,0.0,6.439295065700116e-17,-100.0,nan,nan
232.375,valley,0.0,9.143081420009274e-17,0.0,3.543371949853603e-17,-100.0,nan,nan
232.625,valley,0.0,8.267669435489198e-17,0.0,7.145591157753445e-17,-100.0,nan,nan
232.875,valley,0.0,3.279526533016752e-17,0.0,2.5635826497736087e-17,-100.0,nan,nan
233.125,valley,0.0,1.3571611174288679e-17,0.0,1.0341111680808999e-17,-100.0,nan,nan
233.375,valley,0.0,1.1140597254118753e-17,0.0,6.341119141384561e-18,-100.0,nan,nan
233.625,valley,0.0,1.4233495350228496e-16,0.0,8.264520167835878e-17,-100.0,nan,nan
233.875,valley,0.0,6.30943349663412e-17,0.0,6.055768285470513e-17,-100.0,nan,nan
234.125,valley,0.0,3.7518389057415025e-17,0.0,2.1536616541573825e-17,-100.0,nan,nan
234.375,valley,0.0,2.6136824041872452e-17,0.0,1.7319590903695483e-17,-100.0,nan,nan
234.625,valley,0.0,5.558153668761868e-17,0.0,3.104150473742461e-17,-100.0,nan,nan
234.875,valley,0.0,5.1088221076267445e-17,0.0,2.3892514309949955e-17,-100.0,nan,nan
235.125,valley,0.0,4.493637002756477e-17,0.0,3.617024919917778e-17,-100.0,nan,nan
235.375,valley,0.0,1.4099811162376907e-16,0.0,6.763784323049362e-17,-100.0,nan,nan
235.625,valley,0.0,3.3599074531712877e-17,0.0,1.9777237145079802e-17,-100.0,nan,nan
235.875,valley,0.0,1.8173841338092747e-18,0.0,1.0703211375233027e-18,-100.0,nan,nan
236.125,valley,0.0,1.1461247603110695e-16,0.0,8.561206363956754e-17,-100.0,nan,nan
236.375,valley,0.0,8.601796216230109e-18,0.0,8.601796216230109e-18,-100.0,nan,nan
236.625,valley,0.0,7.271448146297516e-18,0.0,6.3021812520719e-18,-100.0,nan,nan
236.875,valley,0.0,1.978216267010946e-17,0.0,1.2232055570619179e-17,-100.0,nan,nan
237.125,valley,0.0,1.8975884665678456e-17,0.0,1.8975884665678456e-17,-100.0,nan,nan
237.375,valley,0.0,9.363980814705576e-17,0.0,5.777781269696429e-17,-100.0,nan,nan
237.625,valley,0.0,2.4580707044460917e-17,0.0,1.4648877606744485e-17,-100.0,nan,nan
237.875,valley,0.0,1.6286969873897243e-17,0.0,1.4086765716516963e-17,-100.0,nan,nan
238.125,valley,0.0,2.5583086755813502e-17,0.0,2.4782525146273523e-17,-100.0,nan,nan
238.375,valley,0.0,2.7280670994792033e-17,0.0,1.8087764041476324e-17,-100.0,nan,nan
238.625,valley,0.0,8.13973143580374e-18,0.0,8.044367253527935e-18,-100.0,nan,nan
238.875,valley,0.0,6.255258138722352e-17,0.0,6.044270593618978e-17,-100.0,nan,nan
239.125,valley,0.0,2.9121726731473614e-17,0.0,1.6813440843559077e-17,-100.0,nan,nan
239.375,valley,0.0,9.668419541266747e-18,0.0,4.650806173770877e-18,-100.0,nan,nan
239.625,valley,0.0,3.030753187478752e-17,0.0,1.7776183459287616e-17,-100.0,nan,nan
239.875,valley,0.0,2.246050914700426e-17,0.0,2.246050914700426e-17,-100.0,nan,nan
240.125,valley,0.0,6.933367779644179e-17,0.0,5.716806179104655e-17,-100.0,nan,nan
240.375,valley,0.0,3.252511942501007e-17,0.0,3.252511942501007e-17,-100.0,nan,nan
240.625,valley,0.0,6.36004555227762e-17,0.0,2.944319221066897e-17,-100.0,nan,nan
240.875,valley,0.0,5.1057609095489507e-17,0.0,2.404228003919692e-17,-100.0,nan,nan
241.125,valley,0.0,1.2018522388781462e-16,0.0,9.020221707479121e-17,-100.0,nan,nan
241.375,valley,0.0,1.11720893820888e-16,0.0,6.459083395139775e-17,-100.0,nan,nan
241.625,valley,0.0,4.846596301372185e-17,0.0,4.846596301372185e-17,-100.0,nan,nan
241.875,valley,0.0,5.871951298949078e-17,0.0,2.3634261430545783e-17,-100.0,nan,nan
242.125,valley,0.0,7.420219386850001e-17,0.0,3.174470296715233e-17,-100.0,nan,nan
242.375,valley,0.0,6.0447504843914e-17,0.0,4.4849717668826236e-17,-100.0,nan,nan
242.625,valley,0.0,1.1489111517628408e-16,0.0,7.121944034057845e-17,-100.0,nan,nan
242.875,valley,0.0,3.924418862794043e-17,0.0,2.156160616282091e-17,-100.0,nan,nan
243.125,valley,0.0,3.341068605588679e-20,0.0,3.341068605588679e-20,-100.0,nan,nan
243.375,valley,0.0,4.827633532191768e-17,0.0,1.9185742647408986e-17,-100.0,nan,nan
243.625,valley,0.0,1.2985053136904678e-17,0.0,1.2985053136904678e-17,-100.0,nan,nan
243.875,valley,0.0,2.091181210400056e-17,0.0,2.091181210400056e-17,-100.0,nan,nan
244.125,valley,0.0,6.020464899184063e-17,0.0,4.035583297355599e-17,-100.0,nan,nan
244.375,valley,0.0,2.921984399231747e-17,0.0,2.721366449175474e-17,-100.0,nan,nan
244.625,valley,0.0,2.8795813823701e-17,0.0,2.8795813823701e-17,-100.0,nan,nan
244.875,valley,0.0,7.84502153451834e-18,0.0,6.738707021245655e-18,-100.0,nan,nan
245.125,valley,0.0,2.1463184311440455e-17,0.0,1.0891379476629668e-17,-100.0,nan,nan
245.375,valley,0.0,2.2316173214909084e-17,0.0,2.2316173214909084e-17,-100.0,nan,nan
245.625,valley,0.0,0.0,0.0,0.0,nan,nan,nan
245.875,valley,0.0,3.028697702790045e-17,0.0,3.028697702790045e-17,-100.0,nan,nan
246.125,valley,0.0,2.6375109127979577e-17,0.0,1.5500773369733337e-17,-100.0,nan,nan
246.375,valley,0.0,4.0089978212143325e-17,0.0,2.3266597795068947e-17,-100.0,nan,nan
246.625,valley,0.0,5.794794592089981e-17,0.0,3.752350741551547e-17,-100.0,nan,nan
246.875,valley,0.0,8.549072235720935e-17,0.0,4.4908502129255094e-17,-100.0,nan,nan
247.125,valley,0.0,1.0490875366770541e-17,0.0,1.0490875366770543e-17,-100.0,nan,nan
247.375,valley,0.0,6.118575958391492e-17,0.0,3.533679258518644e-17,-100.0,nan,nan
247.625,valley,0.0,5.587847079577962e-18,0.0,5.3349521783017715e-18,-100.0,nan,nan
247.875,valley,0.0,6.945829545204618e-19,0.0,6.945829545204619e-19,-100.0,nan,nan
248.125,valley,0.0,1.726967635735932e-18,0.0,1.7269676357359318e-18,-100.0,nan,nan
248.375,valley,0.0,7.819494834623853e-19,0.0,7.819494834623853e-19,-100.0,nan,nan
248.625,valley,0.0,2.957971541317494e-17,0.0,1.80537246352858e-17,-100.0,nan,nan
248.875,valley,0.0,6.13336281719487e-17,0.0,5.217217839310823e-17,-100.0,nan,nan
249.125,valley,0.0,1.2502167703876131e-17,0.0,1.2502167703876131e-17,-100.0,nan,nan
249.375,valley,0.0,2.3898893064186466e-17,0.0,1.3924532809816477e-17,-100.0,nan,nan
249.625,valley,0.0,7.090519440340583e-17,0.0,4.2436412547539745e-17,-100.0,nan,nan
249.875,valley,0.0,6.025769738596861e-16,0.0,1.1408843539215807e-16,-100.0,nan,nan
0.125,inner_field_peaks,3.1890870251813526e-10,3.0402425462692493e-10,6.317141468326433e-13,3.1720538611204993e-13,4.895809352275315,4.273511646512028,5.518107058038603
0.375,inner_field_peaks,3.182050064049904e-10,3.1043941375815736e-10,7.587709910558694e-13,3.012668056895166e-13,2.501484123044606,1.7664309976641133,3.236537248425099
