# Canonical Geant4/TOPAS C12 Stopping Power Table for 25 Schneider Sections
energy_mevu,section_id,material_name,density_g_cm3,mass_stopping_power_mev_mm_per_g_cm3,linear_stopping_power_mev_per_mm,csda_range_mm
1.51,22,PatientTissueFromHU1450,1.9542400,458.3160832000,895.6596225000,0.0181033135
1.51,23,PatientTissueFromHU2247,2.4196000,454.6811425000,1100.1464920000,0.0147673715
1.51,24,PatientTissueFromHU2995,4.5524800,320.3670468000,1458.4645730000,0.0115028968
1.61,0,PatientTissueFromHUNegative975,0.0393235,460.4205996000,18.1053494500,0.9741943118
1.61,1,PatientTissueFromHUNegative535,0.4700410,555.4831978000,261.0998778000,0.0642639336
1.61,2,PatientTissueFromHUNegative102,0.8749110,584.9611078000,511.7889078000,0.0311487234
1.61,3,PatientTissueFromHUNegative68,0.9126860,578.7860019000,528.2498810000,0.0304645973
1.61,4,PatientTissueFromHUNegative38,0.9471830,572.5871383000,542.3448035000,0.0299515497
1.61,5,PatientTissueFromHUNegative8,0.9803890,567.8939691000,556.7570005000,0.0294401053
1.61,6,PatientTissueFromHU12,1.0038600,563.8969012000,566.0735433000,0.0291507097
1.61,7,PatientTissueFromHU49,1.0430800,556.3723975000,580.3409204000,0.0288399922
1.61,8,PatientTissueFromHU100,1.0788000,549.1523878000,592.4255959000,0.0281440629
1.61,9,PatientTissueFromHU160,1.1085700,548.8556291000,608.4448847000,0.0267600168
1.61,10,PatientTissueFromHU250,1.1660600,538.1899449000,627.5617672000,0.0260384868
1.61,11,PatientTissueFromHU350,1.2314600,526.4985810000,648.3619426000,0.0253079762
1.61,12,PatientTissueFromHU450,1.2965800,515.9354189000,668.9515454000,0.0246238393
1.61,13,PatientTissueFromHU550,1.3606300,507.1064958000,689.9843113000,0.0239564717
1.61,14,PatientTissueFromHU650,1.4258500,498.4198316000,710.6719169000,0.0233416876
1.61,15,PatientTissueFromHU750,1.4919000,490.0320491000,731.0788140000,0.0227713340
1.61,16,PatientTissueFromHU850,1.5592200,481.6751929000,751.0375943000,0.0222456313
1.61,17,PatientTissueFromHU950,1.6247800,474.9572968000,771.7011167000,0.0217187802
1.61,18,PatientTissueFromHU1050,1.6890400,469.2650838000,792.6074972000,0.0212051118
1.61,19,PatientTissueFromHU1150,1.7563600,462.6037457000,812.4987148000,0.0207516669
1.61,20,PatientTissueFromHU1250,1.8216000,457.3830738000,833.1690073000,0.0202931363
1.61,21,PatientTissueFromHU1350,1.8875600,452.1906821000,853.5370440000,0.0198633411
1.61,22,PatientTissueFromHU1450,1.9542400,447.0265707000,873.5972056000,0.0194598856
1.61,23,PatientTissueFromHU2247,2.4196000,443.5331440000,1073.1727950000,0.0158717299
1.61,24,PatientTissueFromHU2995,4.5524800,312.8423469000,1424.2085270000,0.0123354966
1.71,0,PatientTissueFromHUNegative975,0.0393235,450.8082460000,17.7273580600,1.0411747100
1.71,1,PatientTissueFromHUNegative535,0.4700410,542.0249679000,254.7739579000,0.0689164671
1.71,2,PatientTissueFromHUNegative102,0.8749110,569.4212873000,498.1929479000,0.0335251473
1.71,3,PatientTissueFromHUNegative68,0.9126860,563.6748865000,514.4581774000,0.0327664304
1.71,4,PatientTissueFromHUNegative38,0.9471830,557.8899285000,528.4238562000,0.0321930565
1.71,5,PatientTissueFromHUNegative8,0.9803890,553.5529029000,542.6971769000,0.0316231257
1.71,6,PatientTissueFromHU12,1.0038600,549.8287454000,551.9510844000,0.0312974672
1.71,7,PatientTissueFromHU49,1.0430800,542.8348118000,566.2201354000,0.0309333141
1.71,8,PatientTissueFromHU100,1.0788000,535.7444893000,577.9611551000,0.0301947715
1.71,9,PatientTissueFromHU160,1.1085700,534.8597592000,592.9294832000,0.0287578399
1.71,10,PatientTissueFromHU250,1.1660600,524.5646451000,611.6738501000,0.0279752706
1.71,11,PatientTissueFromHU350,1.2314600,513.2818250000,632.0860362000,0.0271824212
1.71,12,PatientTissueFromHU450,1.2965800,503.0834962000,652.2879994000,0.0264404117
1.71,13,PatientTissueFromHU550,1.3606300,494.5628100000,672.9169962000,0.0257175130
1.71,14,PatientTissueFromHU650,1.4258500,486.1782548000,693.2172646000,0.0250513123
1.71,15,PatientTissueFromHU750,1.4919000,478.0837564000,713.2531561000,0.0244330863
1.71,16,PatientTissueFromHU850,1.5592200,470.0150078000,732.8568005000,0.0238630780
1.71,17,PatientTissueFromHU950,1.6247800,463.5330732000,753.1392666000,0.0232927932
1.71,18,PatientTissueFromHU1050,1.6890400,458.0388480000,773.6459359000,0.0227375058
1.71,19,PatientTissueFromHU1150,1.7563600,451.6078905000,793.1860346000,0.0222464284
1.71,20,PatientTissueFromHU1250,1.8216000,446.5711196000,813.4739514000,0.0217507167
1.71,21,PatientTissueFromHU1350,1.8875600,441.5598384000,833.4706885000,0.0212860454
1.71,22,PatientTissueFromHU1450,1.9542400,436.5740469000,853.1704655000,0.0208498306
1.71,23,PatientTissueFromHU2247,2.4196000,433.2015966000,1048.1745830000,0.0170031387
1.71,24,PatientTissueFromHU2995,4.5524800,305.9340097000,1392.7584610000,0.0131875121
1.81,0,PatientTissueFromHUNegative975,0.0393235,441.1958925000,17.3493666800,1.1095987980
1.81,1,PatientTissueFromHUNegative535,0.4700410,528.5675764000,248.4484322000,0.0736859815
1.81,2,PatientTissueFromHUNegative102,0.8749110,553.8866261000,484.6015019000,0.0359673192
1.81,3,PatientTissueFromHUNegative68,0.9126860,548.5680703000,500.6703978000,0.0351308084
1.81,4,PatientTissueFromHUNegative38,0.9471830,543.1962065000,514.5062125000,0.0344944021
1.81,5,PatientTissueFromHUNegative8,0.9803890,539.2145490000,528.6400125000,0.0338634453
1.81,6,PatientTissueFromHU12,1.0038600,535.7627587000,537.8308029000,0.0334998659
1.81,7,PatientTissueFromHU49,1.0430800,529.2982758000,552.1004455000,0.0330795033
1.81,8,PatientTissueFromHU100,1.0788000,522.3382502000,563.4985043000,0.0322974550
1.81,9,PatientTissueFromHU160,1.1085700,520.8673639000,577.4179337000,0.0308086331
1.81,10,PatientTissueFromHU250,1.1660600,510.9425873000,595.7897133000,0.0299630229
1.81,11,PatientTissueFromHU350,1.2314600,500.0680780000,615.8138354000,0.0291057614
1.81,12,PatientTissueFromHU450,1.2965800,490.2343731000,635.6280835000,0.0283039911
1.81,13,PatientTissueFromHU550,1.3606300,482.0217336000,655.8532313000,0.0275237937
1.81,14,PatientTissueFromHU650,1.4258500,473.9391054000,675.7660734000,0.0268045331
1.81,15,PatientTissueFromHU750,1.4919000,466.1377233000,695.4308694000,0.0261368949
1.81,16,PatientTissueFromHU850,1.5592200,458.3569314000,714.6792946000,0.0255211549
1.81,17,PatientTissueFromHU950,1.6247800,452.1108197000,734.5806176000,0.0249060838
1.81,18,PatientTissueFromHU1050,1.6890400,446.8144438000,754.6874682000,0.0243079243
1.81,19,PatientTissueFromHU1150,1.7563600,440.6137435000,773.8763545000,0.0237780340
1.81,20,PatientTissueFromHU1250,1.8216000,435.7607566000,793.7817942000,0.0232440198
1.81,21,PatientTissueFromHU1350,1.8875600,430.9304765000,813.4071303000,0.0227434205
1.81,22,PatientTissueFromHU1450,1.9542400,426.1229034000,832.7464227000,0.0222734579
1.81,23,PatientTissueFromHU2247,2.4196000,422.8713580000,1023.1795380000,0.0181618572
1.81,24,PatientTissueFromHU2995,4.5524800,299.0256756000,1361.3084080000,0.0140589885
1.91,0,PatientTissueFromHUNegative975,0.0393235,431.5889134000,16.9715866300,1.1795297500
1.91,1,PatientTissueFromHUNegative535,0.4700410,515.1104338000,242.1230234000,0.0785785063
1.91,2,PatientTissueFromHUNegative102,0.8749110,538.3519929000,471.0100805000,0.0384789693
1.91,3,PatientTissueFromHUNegative68,0.9126860,533.4613315000,486.8826888000,0.0375612154
1.91,4,PatientTissueFromHUNegative38,0.9471830,528.5026137000,500.5886911000,0.0368588612
1.91,5,PatientTissueFromHUNegative8,0.9803890,524.8763737000,514.5830231000,0.0361641473
1.91,6,PatientTissueFromHU12,1.0038600,521.6969788000,523.7107291000,0.0357608623
1.91,7,PatientTissueFromHU49,1.0430800,515.7619749000,537.9810008000,0.0352812968
1.91,8,PatientTissueFromHU100,1.0788000,508.9324859000,549.0363658000,0.0344548123
1.91,9,PatientTissueFromHU160,1.1085700,506.8751593000,561.9065953000,0.0329152746
1.91,10,PatientTissueFromHU250,1.1660600,497.3207341000,579.9058152000,0.0320044919
1.91,11,PatientTissueFromHU350,1.2314600,486.8545499000,599.5419040000,0.0310806099
1.91,12,PatientTissueFromHU450,1.2965800,477.3854860000,618.9684735000,0.0302170691
1.91,13,PatientTissueFromHU550,1.3606300,469.4808992000,638.7897959000,0.0293776939
1.91,14,PatientTissueFromHU650,1.4258500,461.7002052000,658.3152376000,0.0286036265
1.91,15,PatientTissueFromHU750,1.4919000,454.1919535000,677.6089755000,0.0278849395
1.91,16,PatientTissueFromHU850,1.5592200,446.6991355000,696.5022260000,0.0272219515
1.91,17,PatientTissueFromHU950,1.6247800,440.6888537000,716.0224358000,0.0265606584
1.91,18,PatientTissueFromHU1050,1.6890400,435.5903343000,735.7294982000,0.0259182988
1.91,19,PatientTissueFromHU1150,1.7563600,429.6198981000,754.5672042000,0.0253483423
1.91,20,PatientTissueFromHU1250,1.8216000,424.9507024000,774.0901995000,0.0247748376
1.91,21,PatientTissueFromHU1350,1.8875600,420.3014306000,793.3441683000,0.0242371954
1.91,22,PatientTissueFromHU1450,1.9542400,415.6720827000,812.3230110000,0.0237324379
1.91,23,PatientTissueFromHU2247,2.4196000,412.5414432000,998.1852761000,0.0193492344
1.91,24,PatientTissueFromHU2995,4.5524800,292.1173446000,1329.8583690000,0.0149508356
2.01,0,PatientTissueFromHUNegative975,0.0393235,427.4355639000,16.8082624000,1.2505785790
2.01,1,PatientTissueFromHUNegative535,0.4700410,495.3154318000,232.8185609000,0.0836324060
2.01,2,PatientTissueFromHUNegative102,0.8749110,513.3429596000,449.1294021000,0.0410877613
2.01,3,PatientTissueFromHUNegative68,0.9126860,509.5676693000,465.0752778000,0.0400827762
2.01,4,PatientTissueFromHUNegative38,0.9471830,505.6487059000,478.9418582000,0.0393094135
2.01,5,PatientTissueFromHUNegative8,0.9803890,502.8846383000,493.0225677000,0.0385463953
2.01,6,PatientTissueFromHU12,1.0038600,500.3629677000,502.2943688000,0.0381003718
2.01,7,PatientTissueFromHU49,1.0430800,495.8370704000,517.1977314000,0.0375560872
2.01,8,PatientTissueFromHU100,1.0788000,490.3027623000,528.9386200000,0.0366814671
2.01,9,PatientTissueFromHU160,1.1085700,489.8471025000,543.0298024000,0.0350875566
2.01,10,PatientTissueFromHU250,1.1660600,482.9236587000,563.1179614000,0.0341043368
2.01,11,PatientTissueFromHU350,1.2314600,475.2727121000,585.2793340000,0.0331063298
2.01,12,PatientTissueFromHU450,1.2965800,468.5121307000,607.4634585000,0.0321740227
2.01,13,PatientTissueFromHU550,1.3606300,462.9142954000,629.8550777000,0.0312695075
2.01,14,PatientTissueFromHU650,1.4258500,457.3324289000,652.0874438000,0.0304351384
2.01,15,PatientTissueFromHU750,1.4919000,451.9558832000,674.2729822000,0.0296602460
2.01,16,PatientTissueFromHU850,1.5592200,446.5569770000,696.2805697000,0.0289451204
2.01,17,PatientTissueFromHU950,1.6247800,442.2812332000,718.6097021000,0.0282335629
2.01,18,PatientTissueFromHU1050,1.6890400,438.7586998000,741.0809943000,0.0275434298
2.01,19,PatientTissueFromHU1150,1.7563600,434.5495224000,763.2253991000,0.0269296032
2.01,20,PatientTissueFromHU1250,1.8216000,431.3084927000,785.6715502000,0.0263135624
2.01,21,PatientTissueFromHU1350,1.8875600,428.0978059000,808.0602945000,0.0257359221
2.01,22,PatientTissueFromHU1450,1.9542400,424.9189407000,830.3935907000,0.0251934913
2.01,23,PatientTissueFromHU2247,2.4196000,422.7729004000,1022.9413100000,0.0205367503
