# Canonical Geant4/TOPAS C12 Stopping Power Table for 25 Schneider Sections
energy_mevu,section_id,material_name,density_g_cm3,mass_stopping_power_mev_mm_per_g_cm3,linear_stopping_power_mev_per_mm,csda_range_mm
216.61,6,PatientTissueFromHU12,1.0038600,15.4412948500,15.5008982500,98.3996098000
216.61,7,PatientTissueFromHU49,1.0430800,15.3449600100,16.0060208900,95.3186494900
216.61,8,PatientTissueFromHU100,1.0788000,15.1999200000,16.3976737000,93.0498287800
216.61,9,PatientTissueFromHU160,1.1085700,15.2031535300,16.8537599100,90.5315171400
216.61,10,PatientTissueFromHU250,1.1660600,15.0514048300,17.5508411100,86.9626010300
216.61,11,PatientTissueFromHU350,1.2314600,14.8812907600,18.3257143200,83.3137343900
216.61,12,PatientTissueFromHU450,1.2965800,14.7317458300,19.1008870100,79.9579029000
216.61,13,PatientTissueFromHU550,1.3606300,14.6074803300,19.8753759600,76.8628656000
216.61,14,PatientTissueFromHU650,1.4258500,14.4828847400,20.6504212000,73.9983391300
216.61,15,PatientTissueFromHU750,1.4919000,14.3615202200,21.4259520100,71.3388386800
216.61,16,PatientTissueFromHU850,1.5592200,14.2392913900,22.2021879200,68.8635852400
216.61,17,PatientTissueFromHU950,1.6247800,14.1418515600,22.9773975800,66.5551094600
216.61,18,PatientTissueFromHU1050,1.6890400,14.0627669100,23.7525758200,64.3958950400
216.61,19,PatientTissueFromHU1150,1.7563600,13.9657979200,24.5289688300,62.3718533900
216.61,20,PatientTissueFromHU1250,1.8216000,13.8911112700,25.3040482900,60.4725199100
216.61,21,PatientTissueFromHU1350,1.8875600,13.8166614400,26.0797774600,58.6847089900
216.61,22,PatientTissueFromHU1450,1.9542400,13.7424475000,26.8560406100,56.9991371500
216.61,23,PatientTissueFromHU2247,2.4196000,13.6921921800,33.1296282000,46.2115300500
216.61,24,PatientTissueFromHU2995,4.5524800,10.9592638900,49.8918296600,30.9653866500
216.71,0,PatientTissueFromHUNegative975,0.0393235,13.5677276900,0.5335305397,2866.2094710000
216.71,1,PatientTissueFromHUNegative535,0.4700410,15.3310864100,7.2062391890,211.8298893000
216.71,2,PatientTissueFromHUNegative102,0.8749110,15.7162483000,13.7503185200,110.9091548000
216.71,3,PatientTissueFromHUNegative68,0.9126860,15.6348616700,14.2697193600,106.8918931000
216.71,4,PatientTissueFromHUNegative38,0.9471830,15.5505558500,14.7292221400,103.5773703000
216.71,5,PatientTissueFromHUNegative8,0.9803890,15.4917298400,15.1879215300,100.4643995000
216.71,6,PatientTissueFromHU12,1.0038600,15.4368261200,15.4964122700,98.4770358700
216.71,7,PatientTissueFromHU49,1.0430800,15.3405217100,16.0013913900,95.3936321200
216.71,8,PatientTissueFromHU100,1.0788000,15.1955245300,16.3929318600,93.1230204700
216.71,9,PatientTissueFromHU160,1.1085700,15.1987571800,16.8488862500,90.6027281700
216.71,10,PatientTissueFromHU250,1.1660600,15.0470554300,17.5457694600,87.0309837000
216.71,11,PatientTissueFromHU350,1.2314600,14.8769938500,18.3204228500,83.3792256100
216.71,12,PatientTissueFromHU450,1.2965800,14.7274951700,19.0953756800,80.0207362700
216.71,13,PatientTissueFromHU550,1.3606300,14.6032681000,19.8696446800,76.9232505200
216.71,14,PatientTissueFromHU650,1.4258500,14.4787110400,20.6444701300,74.0564577000
216.71,15,PatientTissueFromHU750,1.4919000,14.3573839800,21.4197811600,71.3948536000
216.71,16,PatientTissueFromHU850,1.5592200,14.2351929100,22.1957974800,68.9176417500
216.71,17,PatientTissueFromHU950,1.6247800,14.1377831700,22.9707873300,66.6073422100
216.71,18,PatientTissueFromHU1050,1.6890400,14.0587230800,23.7457456400,64.4464231400
216.71,19,PatientTissueFromHU1150,1.7563600,13.9617840400,24.5219190100,62.4207821700
216.71,20,PatientTissueFromHU1250,1.8216000,13.8871205000,25.2967787100,60.5199499600
216.71,21,PatientTissueFromHU1350,1.8875600,13.8126937100,26.0722881300,58.7307282600
216.71,22,PatientTissueFromHU1450,1.9542400,13.7385027400,26.8483315900,57.0438262500
216.71,23,PatientTissueFromHU2247,2.4196000,13.6882629800,33.1201211100,46.2477566000
216.71,24,PatientTissueFromHU2995,4.5524800,10.9561738400,49.8777622800,30.9894420800
216.81,0,PatientTissueFromHUNegative975,0.0393235,13.5638219200,0.5333769512,2868.4589630000
216.81,1,PatientTissueFromHUNegative535,0.4700410,15.3266552700,7.2041563690,211.9964357000
216.81,2,PatientTissueFromHUNegative102,0.8749110,15.7116959900,13.7463356500,110.9964381000
216.81,3,PatientTissueFromHUNegative68,0.9126860,15.6303348200,14.2655877700,106.9759995000
216.81,4,PatientTissueFromHUNegative38,0.9471830,15.5460554000,14.7249593900,103.6588528000
216.81,5,PatientTissueFromHUNegative8,0.9803890,15.4872479500,15.1835275300,100.5434211000
216.81,6,PatientTissueFromHU12,1.0038600,15.4323614100,15.4919303200,98.5544843500
216.81,7,PatientTissueFromHU49,1.0430800,15.3360874100,15.9967660600,95.4686364400
216.81,8,PatientTissueFromHU100,1.0788000,15.1911330100,16.3881943000,93.1962333300
216.81,9,PatientTissueFromHU160,1.1085700,15.1943647900,16.8440169800,90.6739597800
216.81,10,PatientTissueFromHU250,1.1660600,15.0427099500,17.5407023600,87.0993861400
216.81,11,PatientTissueFromHU350,1.2314600,14.8727008000,18.3151361300,83.4447357300
216.81,12,PatientTissueFromHU450,1.2965800,14.7232483300,19.0898693100,80.0835877700
216.81,13,PatientTissueFromHU550,1.3606300,14.5990596600,19.8639185500,76.9836528600
216.81,14,PatientTissueFromHU650,1.4258500,14.4745410900,20.6385244100,74.1145930200
216.81,15,PatientTissueFromHU750,1.4919000,14.3532514600,21.4136158500,71.4508846400
216.81,16,PatientTissueFromHU850,1.5592200,14.2310981000,22.1894127800,68.9717138200
216.81,17,PatientTissueFromHU950,1.6247800,14.1337184300,22.9641830300,66.6595899900
216.81,18,PatientTissueFromHU1050,1.6890400,14.0546828900,23.7389215900,64.4969657700
216.81,19,PatientTissueFromHU1150,1.7563600,13.9577737600,24.5148755200,62.4697250100
216.81,20,PatientTissueFromHU1250,1.8216000,13.8831333200,25.2895156600,60.5673936400
216.81,21,PatientTissueFromHU1350,1.8875600,13.8087295400,26.0648055300,58.7767607500
216.81,22,PatientTissueFromHU1450,1.9542400,13.7345615200,26.8406295000,57.0885281800
216.81,23,PatientTissueFromHU2247,2.4196000,13.6843373100,33.1106225600,46.2839935500
216.81,24,PatientTissueFromHU2995,4.5524800,10.9530865400,49.8637074000,31.0135042900
216.91,0,PatientTissueFromHUNegative975,0.0393235,13.5599196600,0.5332235006,2870.7091030000
216.91,1,PatientTissueFromHUNegative535,0.4700410,15.3222281000,7.2020754210,212.1630303000
216.91,2,PatientTissueFromHUNegative102,0.8749110,15.7071477800,13.7423563700,111.0837468000
216.91,3,PatientTissueFromHUNegative68,0.9126860,15.6258120500,14.2614599000,107.0601301000
216.91,4,PatientTissueFromHUNegative38,0.9471830,15.5415590000,14.7207004800,103.7403589000
216.91,5,PatientTissueFromHUNegative8,0.9803890,15.4827700900,15.1791374900,100.6224656000
216.91,6,PatientTissueFromHU12,1.0038600,15.4279007100,15.4874524100,98.6319552300
216.91,7,PatientTissueFromHU49,1.0430800,15.3316570900,15.9921448800,95.5436624400
216.91,8,PatientTissueFromHU100,1.0788000,15.1867454400,16.3834609900,93.2694673500
216.91,9,PatientTissueFromHU160,1.1085700,15.1899763500,16.8391520800,90.7452119900
216.91,10,PatientTissueFromHU250,1.1660600,15.0383683700,17.5356398200,87.1678083200
216.91,11,PatientTissueFromHU350,1.2314600,14.8684116100,18.3098541600,83.5102647600
216.91,12,PatientTissueFromHU450,1.2965800,14.7190053000,19.0843678900,80.1464574000
216.91,13,PatientTissueFromHU550,1.3606300,14.5948550000,19.8581975600,77.0440726000
216.91,14,PatientTissueFromHU650,1.4258500,14.4703748800,20.6325840300,74.1727450800
216.91,15,PatientTissueFromHU750,1.4919000,14.3491226500,21.4074560800,71.5069318200
216.91,16,PatientTissueFromHU850,1.5592200,14.2270069700,22.1830338100,69.0258014400
216.91,17,PatientTissueFromHU950,1.6247800,14.1296573400,22.9575846500,66.7118527800
216.91,18,PatientTissueFromHU1050,1.6890400,14.0506463200,23.7321036700,64.5475229300
216.91,19,PatientTissueFromHU1150,1.7563600,13.9537670800,24.5078383400,62.5186819100
216.91,20,PatientTissueFromHU1250,1.8216000,13.8791497100,25.2822591200,60.6148509400
216.91,21,PatientTissueFromHU1350,1.8875600,13.8047689300,26.0573296400,58.8228064500
216.91,22,PatientTissueFromHU1450,1.9542400,13.7306238300,26.8329343100,57.1332429300
216.91,23,PatientTissueFromHU2247,2.4196000,13.6804151600,33.1011325200,46.3202408900
216.91,24,PatientTissueFromHU2995,4.5524800,10.9500019800,49.8496650000,31.0375732800
217.01,0,PatientTissueFromHUNegative975,0.0393235,13.5560209000,0.5330701877,2872.9598900000
217.01,1,PatientTissueFromHUNegative535,0.4700410,15.3178049200,7.1999963420,212.3296730000
217.01,2,PatientTissueFromHUNegative102,0.8749110,15.7026036500,13.7383806600,111.1710807000
217.01,3,PatientTissueFromHUNegative68,0.9126860,15.6212933500,14.2573357400,107.1442852000
217.01,4,PatientTissueFromHUNegative38,0.9471830,15.5370666400,14.7164453900,103.8218885000
217.01,5,PatientTissueFromHUNegative8,0.9803890,15.4782962600,15.1747513900,100.7015329000
217.01,6,PatientTissueFromHU12,1.0038600,15.4234440200,15.4829785100,98.7094485000
217.01,7,PatientTissueFromHU49,1.0430800,15.3272307500,15.9875278600,95.6187101100
217.01,8,PatientTissueFromHU100,1.0788000,15.1823618200,16.3787319300,93.3427225200
217.01,9,PatientTissueFromHU160,1.1085700,15.1855918500,16.8342915500,90.8164847700
217.01,10,PatientTissueFromHU250,1.1660600,15.0340306900,17.5305818200,87.2362502600
217.01,11,PatientTissueFromHU350,1.2314600,14.8641262700,18.3045769400,83.5758126900
217.01,12,PatientTissueFromHU450,1.2965800,14.7147660800,19.0788714000,80.2093451400
217.01,13,PatientTissueFromHU550,1.3606300,14.5906541200,19.8524817100,77.1045097400
217.01,14,PatientTissueFromHU650,1.4258500,14.4662124200,20.6266489800,74.2309138800
217.01,15,PatientTissueFromHU750,1.4919000,14.3449975500,21.4013018400,71.5629951100
217.01,16,PatientTissueFromHU850,1.5592200,14.2229195100,22.1766605600,69.0799046100
217.01,17,PatientTissueFromHU950,1.6247800,14.1255998900,22.9509921900,66.7641306000
217.01,18,PatientTissueFromHU1050,1.6890400,14.0466133800,23.7252918600,64.5980946000
217.01,19,PatientTissueFromHU1150,1.7563600,13.9497639900,24.5008074800,62.5676528600
217.01,20,PatientTissueFromHU1250,1.8216000,13.8751696800,25.2750090900,60.6623218600
217.01,21,PatientTissueFromHU1350,1.8875600,13.8008118700,26.0498604600,58.8688653500
217.01,22,PatientTissueFromHU1450,1.9542400,13.7266896700,26.8252460200,57.1779705000
217.01,23,PatientTissueFromHU2247,2.4196000,13.6764965300,33.0916509900,46.3564986200
217.01,24,PatientTissueFromHU2995,4.5524800,10.9469201600,49.8356350700,31.0616490400
217.11,0,PatientTissueFromHUNegative975,0.0393235,13.5521256300,0.5329170124,2875.2113240000
217.11,1,PatientTissueFromHUNegative535,0.4700410,15.3133857100,7.1979191310,212.4963638000
217.11,2,PatientTissueFromHUNegative102,0.8749110,15.6980636100,13.7344085300,111.2584398000
217.11,3,PatientTissueFromHUNegative68,0.9126860,15.6167787000,14.2532152800,107.2284645000
217.11,4,PatientTissueFromHUNegative38,0.9471830,15.5325783200,14.7121941300,103.9034417000
217.11,5,PatientTissueFromHUNegative8,0.9803890,15.4738264400,15.1703692300,100.7806230000
217.11,6,PatientTissueFromHU12,1.0038600,15.4189913300,15.4785086400,98.7869641600
217.11,7,PatientTissueFromHU49,1.0430800,15.3228083900,15.9829149800,95.6937794500
217.11,8,PatientTissueFromHU100,1.0788000,15.1779821300,16.3740071200,93.4159988400
217.11,9,PatientTissueFromHU160,1.1085700,15.1812112800,16.8294353900,90.8877781200
217.11,10,PatientTissueFromHU250,1.1660600,15.0296969000,17.5255283700,87.3047119300
217.11,11,PatientTissueFromHU350,1.2314600,14.8598447800,18.2993044500,83.6413795000
217.11,12,PatientTissueFromHU450,1.2965800,14.7105306700,19.0733798500,80.2722510000
217.11,13,PatientTissueFromHU550,1.3606300,14.5864570000,19.8467709900,77.1649642800
217.11,14,PatientTissueFromHU650,1.4258500,14.4620536900,20.6207192500,74.2890994100
217.11,15,PatientTissueFromHU750,1.4919000,14.3408761400,21.3951531200,71.6190745200
217.11,16,PatientTissueFromHU850,1.5592200,14.2188357200,22.1702930300,69.1340233200
217.11,17,PatientTissueFromHU950,1.6247800,14.1215460800,22.9444056400,66.8164234200
217.11,18,PatientTissueFromHU1050,1.6890400,14.0425840500,23.7184861600,64.6486807900
217.11,19,PatientTissueFromHU1150,1.7563600,13.9457644900,24.4937829200,62.6166378600
217.11,20,PatientTissueFromHU1250,1.8216000,13.8711932100,25.2677655500,60.7098064000
217.11,21,PatientTissueFromHU1350,1.8875600,13.7968583600,26.0423979700,58.9149374600
217.11,22,PatientTissueFromHU1450,1.9542400,13.7227590300,26.8175646200,57.2227108800
217.11,23,PatientTissueFromHU2247,2.4196000,13.6725814000,33.0821779600,46.3927667300
217.11,24,PatientTissueFromHU2995,4.5524800,10.9438410700,49.8216175900,31.0857315900
217.21,0,PatientTissueFromHUNegative975,0.0393235,13.5482338600,0.5327639744,2877.4634050000
217.21,1,PatientTissueFromHUNegative535,0.4700410,15.3089704600,7.1958437840,212.6631027000
217.21,2,PatientTissueFromHUNegative102,0.8749110,15.6935276400,13.7304399600,111.3458242000
217.21,3,PatientTissueFromHUNegative68,0.9126860,15.6122681100,14.2490985300,107.3126682000
217.21,4,PatientTissueFromHUNegative38,0.9471830,15.5280940300,14.7079466900,103.9850185000
217.21,5,PatientTissueFromHUNegative8,0.9803890,15.4693606400,15.1659910100,100.8597360000
217.21,6,PatientTissueFromHU12,1.0038600,15.4145426400,15.4740427800,98.8645021900
217.21,7,PatientTissueFromHU49,1.0430800,15.3183900000,15.9783062400,95.7688704500
217.21,8,PatientTissueFromHU100,1.0788000,15.1736063700,16.3692865500,93.4892962900
217.21,9,PatientTissueFromHU160,1.1085700,15.1768346500,16.8245835900,90.9590920400
217.21,10,PatientTissueFromHU250,1.1660600,15.0253670100,17.5204794500,87.3731933400
217.21,11,PatientTissueFromHU350,1.2314600,14.8555671300,18.2940367000,83.7069652100
217.21,12,PatientTissueFromHU450,1.2965800,14.7062990500,19.0678932300,80.3351749600
217.21,13,PatientTissueFromHU550,1.3606300,14.5822636500,19.8410653900,77.2254362100
217.21,14,PatientTissueFromHU650,1.4258500,14.4578986800,20.6147948400,74.3473016700
217.21,15,PatientTissueFromHU750,1.4919000,14.3367584300,21.3890099100,71.6751700500
217.21,16,PatientTissueFromHU850,1.5592200,14.2147555900,22.1639312100,69.1881575700
217.21,17,PatientTissueFromHU950,1.6247800,14.1174959100,22.9378250000,66.8687312500
217.21,18,PatientTissueFromHU1050,1.6890400,14.0385583300,23.7116865600,64.6992814900
217.21,19,PatientTissueFromHU1150,1.7563600,13.9417685800,24.4867646600,62.6656369100
217.21,20,PatientTissueFromHU1250,1.8216000,13.8672203100,25.2605285100,60.7573045400
217.21,21,PatientTissueFromHU1350,1.8875600,13.7929083900,26.0349421600,58.9610227600
217.21,22,PatientTissueFromHU1450,1.9542400,13.7188319200,26.8098901000,57.2674640800
217.21,23,PatientTissueFromHU2247,2.4196000,13.6686697900,33.0727134200,46.4290452300
217.21,24,PatientTissueFromHU2995,4.5524800,10.9407647100,49.8076125400,31.1098209000
217.31,0,PatientTissueFromHUNegative975,0.0393235,13.5443455800,0.5326110736,2879.7161330000
217.31,1,PatientTissueFromHUNegative535,0.4700410,15.3045591800,7.1937703000,212.8298896000
217.31,2,PatientTissueFromHUNegative102,0.8749110,15.6889957500,13.7264749600,111.4332339000
217.31,3,PatientTissueFromHUNegative68,0.9126860,15.6077615600,14.2449854700,107.3968962000
217.31,4,PatientTissueFromHUNegative38,0.9471830,15.5236137600,14.7037030500,104.0666188000
217.31,5,PatientTissueFromHUNegative8,0.9803890,15.4648988400,15.1616167100,100.9388718000
217.31,6,PatientTissueFromHU12,1.0038600,15.4100979500,15.4695809200,98.9420626000
217.31,7,PatientTissueFromHU49,1.0430800,15.3139755700,15.9737016400,95.8439831000
217.31,8,PatientTissueFromHU100,1.0788000,15.1692345300,16.3645702100,93.5626148700
217.31,9,PatientTissueFromHU160,1.1085700,15.1724619400,16.8197361400,91.0304265200
217.31,10,PatientTissueFromHU250,1.1660600,15.0210410000,17.5154350700,87.4416944800
217.31,11,PatientTissueFromHU350,1.2314600,14.8512933100,18.2887736600,83.7725697900
217.31,12,PatientTissueFromHU450,1.2965800,14.7020712300,19.0624115200,80.3981170200
217.31,13,PatientTissueFromHU550,1.3606300,14.5780740600,19.8353649000,77.2859255200
217.31,14,PatientTissueFromHU650,1.4258500,14.4537474100,20.6088757400,74.4055206500
217.31,15,PatientTissueFromHU750,1.4919000,14.3326444200,21.3828722000,71.7312816800
217.31,16,PatientTissueFromHU850,1.5592200,14.2106791200,22.1575750900,69.2423073500
217.31,17,PatientTissueFromHU950,1.6247800,14.1134493600,22.9312502500,66.9210540900
217.31,18,PatientTissueFromHU1050,1.6890400,14.0345362100,23.7048930500,64.7498967000
217.31,19,PatientTissueFromHU1150,1.7563600,13.9377762400,24.4797526800,62.7146499900
217.31,20,PatientTissueFromHU1250,1.8216000,13.8632509600,25.2532979500,60.8048162800
217.31,21,PatientTissueFromHU1350,1.8875600,13.7889619600,26.0274930300,59.0071212600
217.31,22,PatientTissueFromHU1450,1.9542400,13.7149083300,26.8022224500,57.3122300800
217.31,23,PatientTissueFromHU2247,2.4196000,13.6647616700,33.0632573500,46.4653341000
217.31,24,PatientTissueFromHU2995,4.5524800,10.9376910800,49.7936199000,31.1339169900
217.41,0,PatientTissueFromHUNegative975,0.0393235,13.5404607900,0.5324583097,2881.9695080000
217.41,1,PatientTissueFromHUNegative535,0.4700410,15.3001518500,7.1916986750,212.9967246000
217.41,2,PatientTissueFromHUNegative102,0.8749110,15.6844679200,13.7225135100,111.5206688000
217.41,3,PatientTissueFromHUNegative68,0.9126860,15.6032590700,14.2408761000,107.4811486000
217.41,4,PatientTissueFromHUNegative38,0.9471830,15.5191375100,14.6994632300,104.1482427000
217.41,5,PatientTissueFromHUNegative8,0.9803890,15.4604410500,15.1572463400,101.0180304000
217.41,6,PatientTissueFromHU12,1.0038600,15.4056572400,15.4651230700,99.0196453700
217.41,7,PatientTissueFromHU49,1.0430800,15.3095651000,15.9691011700,95.9191173900
217.41,8,PatientTissueFromHU100,1.0788000,15.1648666200,16.3598581100,93.6359545800
217.41,9,PatientTissueFromHU160,1.1085700,15.1680931600,16.8148930300,91.1017815600
217.41,10,PatientTissueFromHU250,1.1660600,15.0167188700,17.5103952000,87.5102153400
217.41,11,PatientTissueFromHU350,1.2314600,14.8470233300,18.2835153500,83.8381932500
217.41,12,PatientTissueFromHU450,1.2965800,14.6978472000,19.0569347300,80.4610771800
217.41,13,PatientTissueFromHU550,1.3606300,14.5738882200,19.8296695300,77.3464322100
217.41,14,PatientTissueFromHU650,1.4258500,14.4495998500,20.6029619500,74.4637563500
217.41,15,PatientTissueFromHU750,1.4919000,14.3285340800,21.3767400000,71.7874094100
217.41,16,PatientTissueFromHU850,1.5592200,14.2066062900,22.1512246600,69.2964726700
217.41,17,PatientTissueFromHU950,1.6247800,14.1094064400,22.9246813900,66.9733919200
217.41,18,PatientTissueFromHU1050,1.6890400,14.0305177000,23.6981056200,64.8005264100
217.41,19,PatientTissueFromHU1150,1.7563600,13.9337874800,24.4727469800,62.7636771100
217.41,20,PatientTissueFromHU1250,1.8216000,13.8592851700,25.2460738600,60.8523416300
217.41,21,PatientTissueFromHU1350,1.8875600,13.7850190600,26.0200505700,59.0532329400
217.41,22,PatientTissueFromHU1450,1.9542400,13.7109882400,26.7945616600,57.3570088900
217.41,23,PatientTissueFromHU2247,2.4196000,13.6608570600,33.0538097400,46.5016333500
217.41,24,PatientTissueFromHU2995,4.5524800,10.9346201800,49.7796396700,31.1580198500
217.51,0,PatientTissueFromHUNegative975,0.0393235,13.5365794700,0.5323056827,2884.2235280000
217.51,1,PatientTissueFromHUNegative535,0.4700410,15.2957484700,7.1896289080,213.1636077000
217.51,2,PatientTissueFromHUNegative102,0.8749110,15.6799441600,13.7185556200,111.6081290000
217.51,3,PatientTissueFromHUNegative68,0.9126860,15.5987606100,14.2367704200,107.5654252000
217.51,4,PatientTissueFromHUNegative38,0.9471830,15.5146652800,14.6952272100,104.2298901000
217.51,5,PatientTissueFromHUNegative8,0.9803890,15.4559872600,15.1528798900,101.0972119000
217.51,6,PatientTissueFromHU12,1.0038600,15.4012205100,15.4606692200,99.0972505000
217.51,7,PatientTissueFromHU49,1.0430800,15.3051585900,15.9645048200,95.9942733300
217.51,8,PatientTissueFromHU100,1.0788000,15.1605026200,16.3551502300,93.7093154100
217.51,9,PatientTissueFromHU160,1.1085700,15.1637282900,16.8100542700,91.1731571300
217.51,10,PatientTissueFromHU250,1.1660600,15.0124006100,17.5053598500,87.5787559100
217.51,11,PatientTissueFromHU350,1.2314600,14.8427571700,18.2782617500,83.9038355700
217.51,12,PatientTissueFromHU450,1.2965800,14.6936269600,19.0514628400,80.5240554300
217.51,13,PatientTissueFromHU550,1.3606300,14.5697061300,19.8239792500,77.4069562800
217.51,14,PatientTissueFromHU650,1.4258500,14.4454560100,20.5970534500,74.5220087500
217.51,15,PatientTissueFromHU750,1.4919000,14.3244274300,21.3706132800,71.8435532300
217.51,16,PatientTissueFromHU850,1.5592200,14.2025371200,22.1448799200,69.3506535000
217.51,17,PatientTissueFromHU950,1.6247800,14.1053671300,22.9181184100,67.0257447400
217.51,18,PatientTissueFromHU1050,1.6890400,14.0265027900,23.6913242700,64.8511706200
217.51,19,PatientTissueFromHU1150,1.7563600,13.9298022900,24.4657475500,62.8127182600
217.51,20,PatientTissueFromHU1250,1.8216000,13.8553229300,25.2388562400,60.8998805600
217.51,21,PatientTissueFromHU1350,1.8875600,13.7810796900,26.0126147700,59.0993578100
217.51,22,PatientTissueFromHU1450,1.9542400,13.7070716700,26.7869077300,57.4018005000
217.51,23,PatientTissueFromHU2247,2.4196000,13.6569559400,33.0443705800,46.5379429800
217.51,24,PatientTissueFromHU2995,4.5524800,10.9315519900,49.7656718200,31.1821294700
217.61,0,PatientTissueFromHUNegative975,0.0393235,13.5327016200,0.5321531923,2886.4781950000
217.61,1,PatientTissueFromHUNegative535,0.4700410,15.2913490400,7.1875609950,213.3305388000
217.61,2,PatientTissueFromHUNegative102,0.8749110,15.6754244500,13.7146012800,111.6956144000
217.61,3,PatientTissueFromHUNegative68,0.9126860,15.5942661800,14.2326684200,107.6497261000
217.61,4,PatientTissueFromHUNegative38,0.9471830,15.5101970600,14.6909949800,104.3115610000
217.61,5,PatientTissueFromHUNegative8,0.9803890,15.4515374500,15.1485173500,101.1764162000
217.61,6,PatientTissueFromHU12,1.0038600,15.3967877600,15.4562193600,99.1748779700
217.61,7,PatientTissueFromHU49,1.0430800,15.3007560300,15.9599125900,96.0694509000
217.61,8,PatientTissueFromHU100,1.0788000,15.1561425400,16.3504465700,93.7826973400
217.61,9,PatientTissueFromHU160,1.1085700,15.1593673400,16.8052198500,91.2445532500
217.61,10,PatientTissueFromHU250,1.1660600,15.0080862200,17.5003290100,87.6473162000
217.61,11,PatientTissueFromHU350,1.2314600,14.8384948400,18.2730128600,83.9694967500
217.61,12,PatientTissueFromHU450,1.2965800,14.6894104900,19.0459958600,80.5870517500
217.61,13,PatientTissueFromHU550,1.3606300,14.5655277900,19.8182940700,77.4674977100
217.61,14,PatientTissueFromHU650,1.4258500,14.4413158700,20.5911502400,74.5802778600
217.61,15,PatientTissueFromHU750,1.4919000,14.3203244600,21.3644920600,71.8997131500
217.61,16,PatientTissueFromHU850,1.5592200,14.1984715800,22.1385408600,69.4048498600
217.61,17,PatientTissueFromHU950,1.6247800,14.1013314500,22.9115613100,67.0781125500
217.61,18,PatientTissueFromHU1050,1.6890400,14.0224914700,23.6845489900,64.9018293100
217.61,19,PatientTissueFromHU1150,1.7563600,13.9258206600,24.4587543800,62.8617734300
217.61,20,PatientTissueFromHU1250,1.8216000,13.8513642300,25.2316450800,60.9474330900
217.61,21,PatientTissueFromHU1350,1.8875600,13.7771438400,26.0051856200,59.1454958700
217.61,22,PatientTissueFromHU1450,1.9542400,13.7031585900,26.7792606500,57.4466048900
217.61,23,PatientTissueFromHU2247,2.4196000,13.6530583000,33.0349398600,46.5742629700
217.61,24,PatientTissueFromHU2995,4.5524800,10.9284865300,49.7517163400,31.2062458600
217.71,0,PatientTissueFromHUNegative975,0.0393235,13.5288272500,0.5320008383,2888.7335080000
217.71,1,PatientTissueFromHUNegative535,0.4700410,15.2869535500,7.1854949350,213.4975179000
217.71,2,PatientTissueFromHUNegative102,0.8749110,15.6709087900,13.7106504800,111.7831250000
217.71,3,PatientTissueFromHUNegative68,0.9126860,15.5897757800,14.2285701000,107.7340513000
217.71,4,PatientTissueFromHUNegative38,0.9471830,15.5057328400,14.6867665500,104.3932555000
217.71,5,PatientTissueFromHUNegative8,0.9803890,15.4470916400,15.1441587200,101.2556432000
217.71,6,PatientTissueFromHU12,1.0038600,15.3923589800,15.4517734800,99.2525277900
217.71,7,PatientTissueFromHU49,1.0430800,15.2963574000,15.9553244800,96.1446500900
217.71,8,PatientTissueFromHU100,1.0788000,15.1517863600,16.3457471200,93.8561003800
217.71,9,PatientTissueFromHU160,1.1085700,15.1550102900,16.8003897500,91.3159699000
217.71,10,PatientTissueFromHU250,1.1660600,15.0037756900,17.4953026800,87.7158961900
217.71,11,PatientTissueFromHU350,1.2314600,14.8342363200,18.2677686600,84.0351768000
217.71,12,PatientTissueFromHU450,1.2965800,14.6851978000,19.0405337700,80.6500661600
217.71,13,PatientTissueFromHU550,1.3606300,14.5613531800,19.8126139800,77.5280565100
217.71,14,PatientTissueFromHU650,1.4258500,14.4371794500,20.5852523100,74.6385636700
217.71,15,PatientTissueFromHU750,1.4919000,14.3162251500,21.3583763000,71.9558891600
217.71,16,PatientTissueFromHU850,1.5592200,14.1944096800,22.1322074700,69.4590617300
217.71,17,PatientTissueFromHU950,1.6247800,14.0972993700,22.9050100700,67.1304953500
217.71,18,PatientTissueFromHU1050,1.6890400,14.0184837300,23.6777797600,64.9525025000
217.71,19,PatientTissueFromHU1150,1.7563600,13.9218426000,24.4517674700,62.9108426300
217.71,20,PatientTissueFromHU1250,1.8216000,13.8474090700,25.2244403600,60.9949992100
217.71,21,PatientTissueFromHU1350,1.8875600,13.7732115100,25.9977631100,59.1916471000
217.71,22,PatientTissueFromHU1450,1.9542400,13.6992490200,26.7716204000,57.4914220800
217.71,23,PatientTissueFromHU2247,2.4196000,13.6491641500,33.0255175800,46.6105933300
217.71,24,PatientTissueFromHU2995,4.5524800,10.9254237700,49.7377732200,31.2303690100
217.81,0,PatientTissueFromHUNegative975,0.0393235,13.5249563400,0.5318486206,2890.9894660000
217.81,1,PatientTissueFromHUNegative535,0.4700410,15.2825620000,7.1834307240,213.6645450000
217.81,2,PatientTissueFromHUNegative102,0.8749110,15.6663971800,13.7067032200,111.8706608000
217.81,3,PatientTissueFromHUNegative68,0.9126860,15.5852894000,14.2244754400,107.8184008000
217.81,4,PatientTissueFromHUNegative38,0.9471830,15.5012726200,14.6825419000,104.4749734000
217.81,5,PatientTissueFromHUNegative8,0.9803890,15.4426498000,15.1398040000,101.3348931000
217.81,6,PatientTissueFromHU12,1.0038600,15.3879341600,15.4473315900,99.3301999400
